instance_id,Plasticity.lambda_plus,Plasticity.lambda_minus,Plasticity.lambda_h,Experiment.id,error_last,error_running-avg-0.5,false_positive_last,false_positive_running-avg-0.5,false_negative_last,false_negative_running-avg-0.5,active_somas_last,active_somas_running-avg-0.5,time_finished
504,0.06999999999999999,0.003,0.022000000000000002,bss2-lambda,0.0,0.087,0.0,0.0,0.0,0.087,3.667,5.38,18.04.24 - 14:43
505,0.06999999999999999,0.003,0.024,bss2-lambda,0.0,0.073,0.0,0.0,0.0,0.073,3.667,5.153,18.04.24 - 14:43
506,0.06999999999999999,0.0035,0.004,bss2-lambda,0.333,0.5,0.0,0.0,0.333,0.5,8.0,9.86,18.04.24 - 14:43
507,0.06999999999999999,0.0035,0.006,bss2-lambda,0.333,0.48,0.0,0.0,0.333,0.48,7.667,9.373,18.04.24 - 14:44
508,0.06999999999999999,0.0035,0.008,bss2-lambda,0.167,0.407,0.0,0.0,0.167,0.407,7.667,8.913,18.04.24 - 14:44
509,0.06999999999999999,0.0035,0.01,bss2-lambda,0.167,0.367,0.0,0.0,0.167,0.367,7.5,8.76,18.04.24 - 14:44
510,0.06999999999999999,0.0035,0.012,bss2-lambda,0.167,0.333,0.0,0.0,0.167,0.333,7.5,8.58,18.04.24 - 14:44
511,0.06999999999999999,0.0035,0.014,bss2-lambda,0.167,0.26,0.0,0.0,0.167,0.26,5.5,7.927,18.04.24 - 14:45
512,0.06999999999999999,0.0035,0.016,bss2-lambda,0.167,0.227,0.0,0.0,0.167,0.227,5.5,7.353,18.04.24 - 14:45
513,0.06999999999999999,0.0035,0.018000000000000002,bss2-lambda,0.0,0.193,0.0,0.0,0.0,0.193,5.5,6.867,18.04.24 - 14:45
514,0.06999999999999999,0.0035,0.02,bss2-lambda,0.0,0.167,0.0,0.0,0.0,0.167,5.5,6.707,18.04.24 - 14:45
515,0.06999999999999999,0.0035,0.022000000000000002,bss2-lambda,0.0,0.133,0.0,0.0,0.0,0.133,3.667,6.227,18.04.24 - 14:46
516,0.06999999999999999,0.0035,0.024,bss2-lambda,0.0,0.113,0.0,0.0,0.0,0.113,3.667,6.007,18.04.24 - 14:46
517,0.06999999999999999,0.004,0.004,bss2-lambda,0.5,0.533,0.0,0.0,0.5,0.533,9.833,10.267,18.04.24 - 14:46
518,0.06999999999999999,0.004,0.006,bss2-lambda,0.5,0.52,0.0,0.0,0.5,0.52,9.5,9.84,18.04.24 - 14:46
519,0.06999999999999999,0.004,0.008,bss2-lambda,0.333,0.493,0.0,0.0,0.333,0.493,7.667,9.467,18.04.24 - 14:47
520,0.06999999999999999,0.004,0.01,bss2-lambda,0.167,0.42,0.0,0.0,0.167,0.42,7.667,9.073,18.04.24 - 14:47
521,0.06999999999999999,0.004,0.012,bss2-lambda,0.167,0.38,0.0,0.0,0.167,0.38,7.5,8.9,18.04.24 - 14:47
522,0.06999999999999999,0.004,0.014,bss2-lambda,0.167,0.313,0.0,0.0,0.167,0.313,7.5,8.633,18.04.24 - 14:47
523,0.06999999999999999,0.004,0.016,bss2-lambda,0.167,0.267,0.0,0.0,0.167,0.267,5.5,7.987,18.04.24 - 14:48
524,0.06999999999999999,0.004,0.018000000000000002,bss2-lambda,0.167,0.233,0.0,0.0,0.167,0.233,5.5,7.42,18.04.24 - 14:48
525,0.06999999999999999,0.004,0.02,bss2-lambda,0.167,0.227,0.0,0.0,0.167,0.227,5.5,7.26,18.04.24 - 14:48
526,0.06999999999999999,0.004,0.022000000000000002,bss2-lambda,0.0,0.193,0.0,0.0,0.0,0.193,5.5,6.7,18.04.24 - 14:48
527,0.06999999999999999,0.004,0.024,bss2-lambda,0.0,0.173,0.0,0.0,0.0,0.173,5.5,6.62,18.04.24 - 14:49
528,0.07999999999999999,0.0005,0.004,bss2-lambda,0.333,0.187,0.333,0.167,0.0,0.02,4.833,6.247,18.04.24 - 14:49
529,0.07999999999999999,0.0005,0.006,bss2-lambda,0.333,0.213,0.333,0.2,0.0,0.013,4.833,5.82,18.04.24 - 14:49
530,0.07999999999999999,0.0005,0.008,bss2-lambda,0.333,0.227,0.333,0.213,0.0,0.013,4.833,5.68,18.04.24 - 14:50
531,0.07999999999999999,0.0005,0.01,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,4.107,18.04.24 - 14:50
532,0.07999999999999999,0.0005,0.012,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,4.033,18.04.24 - 14:50
533,0.07999999999999999,0.0005,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.96,18.04.24 - 14:50
534,0.07999999999999999,0.0005,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 14:51
535,0.07999999999999999,0.0005,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 14:51
536,0.07999999999999999,0.0005,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 14:51
537,0.07999999999999999,0.0005,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 14:52
538,0.07999999999999999,0.0005,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 14:52
539,0.07999999999999999,0.001,0.004,bss2-lambda,0.333,0.18,0.333,0.14,0.0,0.04,4.833,6.387,18.04.24 - 14:52
540,0.07999999999999999,0.001,0.006,bss2-lambda,0.333,0.187,0.333,0.153,0.0,0.033,4.833,6.247,18.04.24 - 14:52
541,0.07999999999999999,0.001,0.008,bss2-lambda,0.333,0.18,0.333,0.153,0.0,0.027,4.833,6.32,18.04.24 - 14:53
542,0.07999999999999999,0.001,0.01,bss2-lambda,0.0,0.027,0.0,0.0,0.0,0.027,3.667,4.513,18.04.24 - 14:53
543,0.07999999999999999,0.001,0.012,bss2-lambda,0.0,0.02,0.0,0.0,0.0,0.02,3.667,4.42,18.04.24 - 14:53
544,0.07999999999999999,0.001,0.014,bss2-lambda,0.0,0.013,0.0,0.0,0.0,0.013,3.667,4.26,18.04.24 - 14:54
545,0.07999999999999999,0.001,0.016,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,4.107,18.04.24 - 14:54
546,0.07999999999999999,0.001,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,4.033,18.04.24 - 14:54
547,0.07999999999999999,0.001,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 14:54
548,0.07999999999999999,0.001,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 14:55
549,0.07999999999999999,0.001,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 14:55
550,0.07999999999999999,0.0015,0.004,bss2-lambda,0.167,0.14,0.167,0.06,0.0,0.08,4.667,7.253,18.04.24 - 14:55
551,0.07999999999999999,0.0015,0.006,bss2-lambda,0.333,0.133,0.333,0.073,0.0,0.06,4.667,6.973,18.04.24 - 14:56
552,0.07999999999999999,0.0015,0.008,bss2-lambda,0.0,0.053,0.0,0.0,0.0,0.053,3.667,5.12,18.04.24 - 14:56
553,0.07999999999999999,0.0015,0.01,bss2-lambda,0.0,0.047,0.0,0.0,0.0,0.047,3.667,4.867,18.04.24 - 14:56
554,0.07999999999999999,0.0015,0.012,bss2-lambda,0.0,0.033,0.0,0.0,0.0,0.033,3.667,4.58,18.04.24 - 14:56
555,0.07999999999999999,0.0015,0.014,bss2-lambda,0.0,0.027,0.0,0.0,0.0,0.027,3.667,4.58,18.04.24 - 14:57
556,0.07999999999999999,0.0015,0.016,bss2-lambda,0.0,0.02,0.0,0.0,0.0,0.02,3.667,4.253,18.04.24 - 14:57
557,0.07999999999999999,0.0015,0.018000000000000002,bss2-lambda,0.0,0.013,0.0,0.0,0.0,0.013,3.667,4.18,18.04.24 - 14:57
558,0.07999999999999999,0.0015,0.02,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,4.107,18.04.24 - 14:57
559,0.07999999999999999,0.0015,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,4.033,18.04.24 - 14:58
560,0.07999999999999999,0.0015,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.96,18.04.24 - 14:58
561,0.07999999999999999,0.002,0.004,bss2-lambda,0.167,0.167,0.167,0.033,0.0,0.133,4.667,8.02,18.04.24 - 14:58
562,0.07999999999999999,0.002,0.006,bss2-lambda,0.167,0.153,0.167,0.04,0.0,0.113,4.667,7.747,18.04.24 - 14:59
563,0.07999999999999999,0.002,0.008,bss2-lambda,0.0,0.1,0.0,0.0,0.0,0.1,3.667,6.14,18.04.24 - 14:59
564,0.07999999999999999,0.002,0.01,bss2-lambda,0.0,0.087,0.0,0.0,0.0,0.087,3.667,5.833,18.04.24 - 14:59
565,0.07999999999999999,0.002,0.012,bss2-lambda,0.0,0.06,0.0,0.0,0.0,0.06,3.667,5.427,18.04.24 - 14:59
566,0.07999999999999999,0.002,0.014,bss2-lambda,0.0,0.053,0.0,0.0,0.0,0.053,3.667,5.253,18.04.24 - 15:00
567,0.07999999999999999,0.002,0.016,bss2-lambda,0.0,0.047,0.0,0.0,0.0,0.047,3.667,4.907,18.04.24 - 15:00
568,0.07999999999999999,0.002,0.018000000000000002,bss2-lambda,0.0,0.033,0.0,0.0,0.0,0.033,3.667,4.56,18.04.24 - 15:00
569,0.07999999999999999,0.002,0.02,bss2-lambda,0.0,0.027,0.0,0.0,0.0,0.027,3.667,4.253,18.04.24 - 15:01
570,0.07999999999999999,0.002,0.022000000000000002,bss2-lambda,0.0,0.02,0.0,0.0,0.0,0.02,3.667,4.18,18.04.24 - 15:01
571,0.07999999999999999,0.002,0.024,bss2-lambda,0.0,0.013,0.0,0.0,0.0,0.013,3.667,4.107,18.04.24 - 15:01
572,0.07999999999999999,0.0025,0.004,bss2-lambda,0.0,0.273,0.0,0.0,0.0,0.273,7.833,8.593,18.04.24 - 15:01
573,0.07999999999999999,0.0025,0.006,bss2-lambda,0.0,0.207,0.0,0.0,0.0,0.207,6.833,8.16,18.04.24 - 15:02
574,0.07999999999999999,0.0025,0.008,bss2-lambda,0.0,0.153,0.0,0.0,0.0,0.153,3.667,6.907,18.04.24 - 15:02
575,0.07999999999999999,0.0025,0.01,bss2-lambda,0.0,0.12,0.0,0.0,0.0,0.12,3.667,6.44,18.04.24 - 15:02
576,0.07999999999999999,0.0025,0.012,bss2-lambda,0.0,0.1,0.0,0.0,0.0,0.1,3.667,6.127,18.04.24 - 15:02
577,0.07999999999999999,0.0025,0.014,bss2-lambda,0.0,0.08,0.0,0.0,0.0,0.08,3.667,5.5,18.04.24 - 15:03
578,0.07999999999999999,0.0025,0.016,bss2-lambda,0.0,0.067,0.0,0.0,0.0,0.067,3.667,5.507,18.04.24 - 15:03
579,0.07999999999999999,0.0025,0.018000000000000002,bss2-lambda,0.0,0.053,0.0,0.0,0.0,0.053,3.667,5.02,18.04.24 - 15:03
580,0.07999999999999999,0.0025,0.02,bss2-lambda,0.0,0.04,0.0,0.0,0.0,0.04,3.667,4.633,18.04.24 - 15:04
581,0.07999999999999999,0.0025,0.022000000000000002,bss2-lambda,0.0,0.033,0.0,0.0,0.0,0.033,3.667,4.48,18.04.24 - 15:04
582,0.07999999999999999,0.0025,0.024,bss2-lambda,0.0,0.027,0.0,0.0,0.0,0.027,3.667,4.327,18.04.24 - 15:04
583,0.07999999999999999,0.003,0.004,bss2-lambda,0.333,0.36,0.0,0.0,0.333,0.36,7.833,8.687,18.04.24 - 15:04
584,0.07999999999999999,0.003,0.006,bss2-lambda,0.167,0.28,0.0,0.0,0.167,0.28,5.833,8.367,18.04.24 - 15:05
585,0.07999999999999999,0.003,0.008,bss2-lambda,0.0,0.24,0.0,0.0,0.0,0.24,5.5,7.627,18.04.24 - 15:05
586,0.07999999999999999,0.003,0.01,bss2-lambda,0.0,0.22,0.0,0.0,0.0,0.22,5.5,7.473,18.04.24 - 15:05
587,0.07999999999999999,0.003,0.012,bss2-lambda,0.0,0.187,0.0,0.0,0.0,0.187,5.5,7.313,18.04.24 - 15:05
588,0.07999999999999999,0.003,0.014,bss2-lambda,0.0,0.14,0.0,0.0,0.0,0.14,3.667,6.753,18.04.24 - 15:06
589,0.07999999999999999,0.003,0.016,bss2-lambda,0.0,0.093,0.0,0.0,0.0,0.093,3.667,5.96,18.04.24 - 15:06
590,0.07999999999999999,0.003,0.018000000000000002,bss2-lambda,0.0,0.08,0.0,0.0,0.0,0.08,3.667,5.567,18.04.24 - 15:06
591,0.07999999999999999,0.003,0.02,bss2-lambda,0.0,0.067,0.0,0.0,0.0,0.067,3.667,5.333,18.04.24 - 15:07
592,0.07999999999999999,0.003,0.022000000000000002,bss2-lambda,0.0,0.06,0.0,0.0,0.0,0.06,3.667,4.933,18.04.24 - 15:07
593,0.07999999999999999,0.003,0.024,bss2-lambda,0.0,0.047,0.0,0.0,0.0,0.047,3.667,4.787,18.04.24 - 15:07
594,0.07999999999999999,0.0035,0.004,bss2-lambda,0.333,0.38,0.0,0.0,0.333,0.38,7.833,8.933,18.04.24 - 15:07
595,0.07999999999999999,0.0035,0.006,bss2-lambda,0.167,0.32,0.0,0.0,0.167,0.32,7.833,8.773,18.04.24 - 15:08
596,0.07999999999999999,0.0035,0.008,bss2-lambda,0.167,0.313,0.0,0.0,0.167,0.313,7.5,8.36,18.04.24 - 15:08
597,0.07999999999999999,0.0035,0.01,bss2-lambda,0.167,0.3,0.0,0.0,0.167,0.3,7.5,8.28,18.04.24 - 15:08
598,0.07999999999999999,0.0035,0.012,bss2-lambda,0.167,0.267,0.0,0.0,0.167,0.267,5.5,7.787,18.04.24 - 15:08
599,0.07999999999999999,0.0035,0.014,bss2-lambda,0.0,0.187,0.0,0.0,0.0,0.187,5.5,6.967,18.04.24 - 15:09
600,0.07999999999999999,0.0035,0.016,bss2-lambda,0.0,0.153,0.0,0.0,0.0,0.153,5.5,6.807,18.04.24 - 15:09
601,0.07999999999999999,0.0035,0.018000000000000002,bss2-lambda,0.0,0.12,0.0,0.0,0.0,0.12,3.667,6.093,18.04.24 - 15:09
602,0.07999999999999999,0.0035,0.02,bss2-lambda,0.0,0.093,0.0,0.0,0.0,0.093,3.667,5.707,18.04.24 - 15:09
603,0.07999999999999999,0.0035,0.022000000000000002,bss2-lambda,0.0,0.08,0.0,0.0,0.0,0.08,3.667,5.393,18.04.24 - 15:10
604,0.07999999999999999,0.0035,0.024,bss2-lambda,0.0,0.067,0.0,0.0,0.0,0.067,3.667,5.08,18.04.24 - 15:10
605,0.07999999999999999,0.004,0.004,bss2-lambda,0.167,0.44,0.0,0.0,0.167,0.44,8.0,9.32,18.04.24 - 15:10
606,0.07999999999999999,0.004,0.006,bss2-lambda,0.167,0.393,0.0,0.0,0.167,0.393,7.667,8.947,18.04.24 - 15:11
607,0.07999999999999999,0.004,0.008,bss2-lambda,0.167,0.38,0.0,0.0,0.167,0.38,7.667,8.693,18.04.24 - 15:11
608,0.07999999999999999,0.004,0.01,bss2-lambda,0.167,0.333,0.0,0.0,0.167,0.333,7.5,8.447,18.04.24 - 15:11
609,0.07999999999999999,0.004,0.012,bss2-lambda,0.167,0.293,0.0,0.0,0.167,0.293,7.5,8.28,18.04.24 - 15:11
610,0.07999999999999999,0.004,0.014,bss2-lambda,0.167,0.24,0.0,0.0,0.167,0.24,5.5,7.527,18.04.24 - 15:12
611,0.07999999999999999,0.004,0.016,bss2-lambda,0.167,0.227,0.0,0.0,0.167,0.227,5.5,7.367,18.04.24 - 15:12
612,0.07999999999999999,0.004,0.018000000000000002,bss2-lambda,0.0,0.173,0.0,0.0,0.0,0.173,5.5,6.96,18.04.24 - 15:12
613,0.07999999999999999,0.004,0.02,bss2-lambda,0.0,0.14,0.0,0.0,0.0,0.14,5.5,6.473,18.04.24 - 15:12
614,0.07999999999999999,0.004,0.022000000000000002,bss2-lambda,0.0,0.127,0.0,0.0,0.0,0.127,3.667,6.16,18.04.24 - 15:13
615,0.07999999999999999,0.004,0.024,bss2-lambda,0.0,0.093,0.0,0.0,0.0,0.093,3.667,5.453,18.04.24 - 15:13
616,0.09,0.0005,0.004,bss2-lambda,0.333,0.233,0.333,0.233,0.0,0.0,4.833,5.62,18.04.24 - 15:13
617,0.09,0.0005,0.006,bss2-lambda,0.333,0.233,0.333,0.233,0.0,0.0,4.833,5.54,18.04.24 - 15:13
618,0.09,0.0005,0.008,bss2-lambda,0.333,0.267,0.333,0.267,0.0,0.0,4.833,5.18,18.04.24 - 15:14
619,0.09,0.0005,0.01,bss2-lambda,0.0,0.147,0.0,0.147,0.0,0.0,3.667,5.327,18.04.24 - 15:14
620,0.09,0.0005,0.012,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 15:14
621,0.09,0.0005,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 15:15
622,0.09,0.0005,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:15
623,0.09,0.0005,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:15
624,0.09,0.0005,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:15
625,0.09,0.0005,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:16
626,0.09,0.0005,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:16
627,0.09,0.001,0.004,bss2-lambda,0.333,0.22,0.333,0.2,0.0,0.02,4.833,5.9,18.04.24 - 15:16
628,0.09,0.001,0.006,bss2-lambda,0.333,0.24,0.333,0.233,0.0,0.007,4.833,5.54,18.04.24 - 15:17
629,0.09,0.001,0.008,bss2-lambda,0.333,0.247,0.333,0.24,0.0,0.007,4.833,5.393,18.04.24 - 15:17
630,0.09,0.001,0.01,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,4.033,18.04.24 - 15:17
631,0.09,0.001,0.012,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.96,18.04.24 - 15:17
632,0.09,0.001,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 15:18
633,0.09,0.001,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 15:18
634,0.09,0.001,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 15:18
635,0.09,0.001,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 15:19
636,0.09,0.001,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:19
637,0.09,0.001,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 15:19
638,0.09,0.0015,0.004,bss2-lambda,0.333,0.167,0.333,0.127,0.0,0.04,5.0,6.64,18.04.24 - 15:19
639,0.09,0.0015,0.006,bss2-lambda,0.333,0.173,0.333,0.147,0.0,0.027,5.167,6.607,18.04.24 - 15:20
640,0.09,0.0015,0.008,bss2-lambda,0.333,0.213,0.333,0.193,0.0,0.02,4.833,5.913,18.04.24 - 15:20
641,0.09,0.0015,0.01,bss2-lambda,0.0,0.02,0.0,0.0,0.0,0.02,3.667,4.253,18.04.24 - 15:20
642,0.09,0.0015,0.012,bss2-lambda,0.0,0.013,0.0,0.0,0.0,0.013,3.667,4.18,18.04.24 - 15:21
643,0.09,0.0015,0.014,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,4.107,18.04.24 - 15:21
644,0.09,0.0015,0.016,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,4.033,18.04.24 - 15:21
645,0.09,0.0015,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.96,18.04.24 - 15:21
646,0.09,0.0015,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 15:22
647,0.09,0.0015,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 15:22
648,0.09,0.0015,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 15:22
649,0.09,0.002,0.004,bss2-lambda,0.333,0.153,0.333,0.087,0.0,0.067,5.167,7.113,18.04.24 - 15:23
650,0.09,0.002,0.006,bss2-lambda,0.167,0.133,0.167,0.08,0.0,0.053,4.667,6.687,18.04.24 - 15:23
651,0.09,0.002,0.008,bss2-lambda,0.333,0.153,0.333,0.107,0.0,0.047,4.667,6.38,18.04.24 - 15:23
652,0.09,0.002,0.01,bss2-lambda,0.0,0.04,0.0,0.0,0.0,0.04,3.667,4.793,18.04.24 - 15:23
653,0.09,0.002,0.012,bss2-lambda,0.0,0.033,0.0,0.0,0.0,0.033,3.667,4.58,18.04.24 - 15:24
654,0.09,0.002,0.014,bss2-lambda,0.0,0.027,0.0,0.0,0.0,0.027,3.667,4.487,18.04.24 - 15:24
655,0.09,0.002,0.016,bss2-lambda,0.0,0.02,0.0,0.0,0.0,0.02,3.667,4.253,18.04.24 - 15:24
656,0.09,0.002,0.018000000000000002,bss2-lambda,0.0,0.013,0.0,0.0,0.0,0.013,3.667,4.107,18.04.24 - 15:25
657,0.09,0.002,0.02,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,4.033,18.04.24 - 15:25
658,0.09,0.002,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.96,18.04.24 - 15:25
659,0.09,0.002,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 15:25
660,0.09,0.0025,0.004,bss2-lambda,0.167,0.18,0.167,0.053,0.0,0.127,4.667,7.52,18.04.24 - 15:26
661,0.09,0.0025,0.006,bss2-lambda,0.0,0.14,0.0,0.047,0.0,0.093,4.667,7.127,18.04.24 - 15:26
662,0.09,0.0025,0.008,bss2-lambda,0.0,0.14,0.0,0.053,0.0,0.087,4.667,6.847,18.04.24 - 15:26
663,0.09,0.0025,0.01,bss2-lambda,0.0,0.06,0.0,0.0,0.0,0.06,3.667,5.267,18.04.24 - 15:27
664,0.09,0.0025,0.012,bss2-lambda,0.0,0.06,0.0,0.0,0.0,0.06,3.667,5.353,18.04.24 - 15:27
665,0.09,0.0025,0.014,bss2-lambda,0.0,0.047,0.0,0.0,0.0,0.047,3.667,5.18,18.04.24 - 15:27
666,0.09,0.0025,0.016,bss2-lambda,0.0,0.04,0.0,0.0,0.0,0.04,3.667,4.833,18.04.24 - 15:27
667,0.09,0.0025,0.018000000000000002,bss2-lambda,0.0,0.027,0.0,0.0,0.0,0.027,3.667,4.407,18.04.24 - 15:28
668,0.09,0.0025,0.02,bss2-lambda,0.0,0.02,0.0,0.0,0.0,0.02,3.667,4.253,18.04.24 - 15:28
669,0.09,0.0025,0.022000000000000002,bss2-lambda,0.0,0.013,0.0,0.0,0.0,0.013,3.667,4.107,18.04.24 - 15:28
670,0.09,0.0025,0.024,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,4.107,18.04.24 - 15:28
671,0.09,0.003,0.004,bss2-lambda,0.0,0.213,0.0,0.0,0.0,0.213,6.0,8.147,18.04.24 - 15:29
672,0.09,0.003,0.006,bss2-lambda,0.167,0.212,0.167,0.053,0.0,0.167,7.0,7.967,18.04.24 - 15:29
673,0.09,0.003,0.008,bss2-lambda,0.0,0.147,0.0,0.0,0.0,0.147,3.667,6.96,18.04.24 - 15:29
674,0.09,0.003,0.01,bss2-lambda,0.0,0.1,0.0,0.0,0.0,0.1,3.667,6.133,18.04.24 - 15:30
675,0.09,0.003,0.012,bss2-lambda,0.0,0.087,0.0,0.0,0.0,0.087,3.667,5.827,18.04.24 - 15:30
676,0.09,0.003,0.014,bss2-lambda,0.0,0.073,0.0,0.0,0.0,0.073,3.667,5.427,18.04.24 - 15:30
677,0.09,0.003,0.016,bss2-lambda,0.0,0.06,0.0,0.0,0.0,0.06,3.667,5.273,18.04.24 - 15:30
678,0.09,0.003,0.018000000000000002,bss2-lambda,0.0,0.053,0.0,0.0,0.0,0.053,3.667,4.947,18.04.24 - 15:31
679,0.09,0.003,0.02,bss2-lambda,0.0,0.04,0.0,0.0,0.0,0.04,3.667,4.48,18.04.24 - 15:31
680,0.09,0.003,0.022000000000000002,bss2-lambda,0.0,0.027,0.0,0.0,0.0,0.027,3.667,4.327,18.04.24 - 15:31
681,0.09,0.003,0.024,bss2-lambda,0.0,0.02,0.0,0.0,0.0,0.02,3.667,4.253,18.04.24 - 15:31
682,0.09,0.0035,0.004,bss2-lambda,0.167,0.32,0.0,0.0,0.167,0.32,7.833,8.433,18.04.24 - 15:32
683,0.09,0.0035,0.006,bss2-lambda,0.167,0.24,0.0,0.0,0.167,0.24,5.833,7.967,18.04.24 - 15:32
684,0.09,0.0035,0.008,bss2-lambda,0.0,0.213,0.0,0.0,0.0,0.213,5.5,7.4,18.04.24 - 15:32
685,0.09,0.0035,0.01,bss2-lambda,0.0,0.167,0.0,0.0,0.0,0.167,5.5,6.98,18.04.24 - 15:33
686,0.09,0.0035,0.012,bss2-lambda,0.0,0.153,0.0,0.0,0.0,0.153,3.667,6.753,18.04.24 - 15:33
687,0.09,0.0035,0.014,bss2-lambda,0.0,0.127,0.0,0.0,0.0,0.127,3.667,6.373,18.04.24 - 15:33
688,0.09,0.0035,0.016,bss2-lambda,0.0,0.08,0.0,0.0,0.0,0.08,3.667,5.48,18.04.24 - 15:33
689,0.09,0.0035,0.018000000000000002,bss2-lambda,0.0,0.073,0.0,0.0,0.0,0.073,3.667,5.413,18.04.24 - 15:34
690,0.09,0.0035,0.02,bss2-lambda,0.0,0.06,0.0,0.0,0.0,0.06,3.667,5.1,18.04.24 - 15:34
691,0.09,0.0035,0.022000000000000002,bss2-lambda,0.0,0.053,0.0,0.0,0.0,0.053,3.667,4.707,18.04.24 - 15:34
692,0.09,0.0035,0.024,bss2-lambda,0.0,0.04,0.0,0.0,0.0,0.04,3.667,4.553,18.04.24 - 15:34
693,0.09,0.004,0.004,bss2-lambda,0.333,0.373,0.0,0.0,0.333,0.373,7.833,8.673,18.04.24 - 15:35
694,0.09,0.004,0.006,bss2-lambda,0.167,0.28,0.0,0.0,0.167,0.28,7.833,8.527,18.04.24 - 15:35
695,0.09,0.004,0.008,bss2-lambda,0.167,0.293,0.0,0.0,0.167,0.293,7.5,8.2,18.04.24 - 15:35
696,0.09,0.004,0.01,bss2-lambda,0.167,0.26,0.0,0.0,0.167,0.26,5.5,7.793,18.04.24 - 15:35
697,0.09,0.004,0.012,bss2-lambda,0.0,0.213,0.0,0.0,0.0,0.213,5.5,7.307,18.04.24 - 15:36
698,0.09,0.004,0.014,bss2-lambda,0.0,0.187,0.0,0.0,0.0,0.187,5.5,7.147,18.04.24 - 15:36
699,0.09,0.004,0.016,bss2-lambda,0.0,0.14,0.0,0.0,0.0,0.14,3.667,6.66,18.04.24 - 15:36
700,0.09,0.004,0.018000000000000002,bss2-lambda,0.0,0.1,0.0,0.0,0.0,0.1,3.667,5.793,18.04.24 - 15:37
