experiment_subnum,Plasticity.lambda_plus,Plasticity.lambda_minus,Plasticity.lambda_h,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,num-epochs_avg,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
1083,0.13999999999999999,0.0015,0.014,0.267,0.267,0.267,0.323,0.267,2.0,0.267,0.267,0.266,0.229,0.267,0.0,0.0,0.001,0.098,0.0,4.367,4.367,4.406,5.58,4.367,29.04.24 - 16:22
1084,0.13999999999999999,0.0015,0.016,0.119,0.126,0.157,0.248,0.133,21.0,0.119,0.126,0.154,0.144,0.133,0.0,0.0,0.003,0.108,0.0,3.795,3.788,3.865,5.304,4.383,29.04.24 - 16:23
1085,0.13999999999999999,0.0015,0.018000000000000002,0.097,0.099,0.119,0.216,0.083,24.0,0.097,0.099,0.117,0.119,0.083,0.0,0.0,0.003,0.101,0.0,3.667,3.672,3.817,5.223,3.667,29.04.24 - 16:23
1086,0.13999999999999999,0.0015,0.02,0.057,0.053,0.069,0.17,0.1,10.0,0.057,0.053,0.066,0.072,0.1,0.0,0.0,0.003,0.102,0.0,3.517,3.517,3.622,4.999,3.517,29.04.24 - 16:24
1087,0.13999999999999999,0.0015,0.022000000000000002,0.083,0.072,0.078,0.17,0.1,21.0,0.083,0.072,0.078,0.078,0.1,0.0,0.0,0.0,0.093,0.0,3.667,3.667,3.682,4.977,3.667,29.04.24 - 16:25
1088,0.13999999999999999,0.0015,0.024,0.11,0.077,0.066,0.157,0.133,6.0,0.11,0.077,0.066,0.071,0.133,0.0,0.0,0.0,0.087,0.0,3.567,3.567,3.574,4.877,3.567,29.04.24 - 16:27
1089,0.13999999999999999,0.002,0.004,0.25,0.25,0.252,0.32,0.25,2.0,0.25,0.25,0.251,0.211,0.25,0.0,0.0,0.001,0.111,0.0,3.783,3.783,3.842,5.215,3.783,29.04.24 - 16:28
1090,0.13999999999999999,0.002,0.006,0.283,0.283,0.283,0.342,0.283,2.0,0.283,0.283,0.283,0.238,0.283,0.0,0.0,0.001,0.108,0.0,4.267,4.267,4.297,5.593,4.267,29.04.24 - 16:29
1091,0.13999999999999999,0.002,0.008,0.217,0.223,0.226,0.291,0.217,11.0,0.217,0.223,0.226,0.189,0.217,0.0,0.0,0.0,0.105,0.0,4.183,4.183,4.218,5.602,4.183,29.04.24 - 16:30
1092,0.13999999999999999,0.002,0.01,0.267,0.267,0.27,0.331,0.267,2.0,0.267,0.267,0.27,0.23,0.267,0.0,0.0,0.0,0.105,0.0,4.233,4.233,4.235,5.548,4.233,29.04.24 - 16:31
1093,0.13999999999999999,0.002,0.012,0.233,0.239,0.24,0.301,0.233,7.0,0.233,0.239,0.24,0.204,0.233,0.0,0.0,0.0,0.1,0.0,4.283,4.283,4.297,5.598,4.283,29.04.24 - 16:32
1094,0.13999999999999999,0.002,0.014,0.288,0.294,0.299,0.349,0.283,8.0,0.288,0.294,0.299,0.256,0.283,0.0,0.0,0.0,0.097,0.0,4.3,4.3,4.333,5.609,4.3,29.04.24 - 16:33
1095,0.13999999999999999,0.002,0.016,0.126,0.143,0.158,0.242,0.1,26.0,0.126,0.141,0.154,0.136,0.1,0.0,0.002,0.004,0.108,0.0,3.95,3.989,4.061,5.462,3.817,29.04.24 - 16:34
1096,0.13999999999999999,0.002,0.018000000000000002,0.067,0.068,0.086,0.186,0.067,23.0,0.067,0.068,0.085,0.089,0.067,0.0,0.0,0.001,0.101,0.0,3.677,3.669,3.759,5.133,3.617,29.04.24 - 16:35
1097,0.13999999999999999,0.002,0.02,0.023,0.04,0.056,0.165,0.0,47.0,0.023,0.04,0.054,0.062,0.0,0.0,0.0,0.002,0.107,0.0,3.65,3.65,3.698,5.168,3.65,29.04.24 - 16:36
1098,0.13999999999999999,0.002,0.022000000000000002,0.003,0.012,0.028,0.133,0.0,35.0,0.003,0.012,0.027,0.038,0.0,0.0,0.0,0.001,0.097,0.0,3.783,3.783,3.83,5.094,3.783,29.04.24 - 16:37
1099,0.13999999999999999,0.002,0.024,0.047,0.032,0.039,0.14,0.1,9.0,0.047,0.032,0.039,0.049,0.1,0.0,0.0,0.0,0.093,0.0,3.767,3.767,3.786,5.091,3.767,29.04.24 - 16:38
1100,0.13999999999999999,0.0025,0.004,0.283,0.283,0.282,0.339,0.283,-1,0.283,0.283,0.282,0.23,0.283,0.0,0.0,0.0,0.112,0.0,4.417,4.417,4.474,5.854,4.417,29.04.24 - 16:39
1101,0.13999999999999999,0.0025,0.006,0.2,0.2,0.203,0.28,0.2,6.0,0.2,0.2,0.202,0.173,0.2,0.0,0.0,0.002,0.11,0.0,4.167,4.167,4.231,5.645,4.167,29.04.24 - 16:40
1102,0.13999999999999999,0.0025,0.008,0.217,0.217,0.218,0.285,0.217,2.0,0.217,0.217,0.218,0.18,0.217,0.0,0.0,0.0,0.108,0.0,4.267,4.267,4.336,5.715,4.267,29.04.24 - 16:41
1103,0.13999999999999999,0.0025,0.01,0.183,0.183,0.183,0.256,0.183,8.0,0.183,0.183,0.183,0.155,0.183,0.0,0.0,0.0,0.104,0.0,4.217,4.217,4.229,5.578,4.217,29.04.24 - 16:42
1104,0.13999999999999999,0.0025,0.012,0.283,0.283,0.282,0.336,0.283,2.0,0.283,0.283,0.282,0.231,0.283,0.0,0.0,0.0,0.108,0.0,4.45,4.45,4.467,5.795,4.45,29.04.24 - 16:43
1105,0.13999999999999999,0.0025,0.014,0.095,0.119,0.136,0.228,0.083,32.0,0.095,0.119,0.135,0.126,0.083,0.0,0.0,0.001,0.106,0.0,3.682,3.668,3.75,5.233,3.917,29.04.24 - 16:44
1106,0.13999999999999999,0.0025,0.016,0.095,0.108,0.122,0.219,0.083,18.0,0.095,0.108,0.121,0.121,0.083,0.0,0.0,0.002,0.099,0.0,3.966,4.043,4.08,5.416,3.833,29.04.24 - 16:45
1107,0.13999999999999999,0.0025,0.018000000000000002,0.021,0.042,0.072,0.182,0.017,39.0,0.021,0.042,0.072,0.078,0.017,0.0,0.0,0.0,0.108,0.0,3.883,3.883,3.977,5.414,3.883,29.04.24 - 16:46
1108,0.13999999999999999,0.0025,0.02,0.017,0.028,0.052,0.164,0.017,34.0,0.017,0.028,0.05,0.057,0.017,0.0,0.0,0.001,0.109,0.0,3.7,3.7,3.804,5.237,3.7,29.04.24 - 16:47
1109,0.13999999999999999,0.0025,0.022000000000000002,0.017,0.044,0.067,0.171,0.017,36.0,0.017,0.044,0.066,0.074,0.017,0.0,0.0,0.002,0.101,0.0,3.983,3.983,4.053,5.383,3.983,29.04.24 - 16:48
1110,0.13999999999999999,0.0025,0.024,0.009,0.013,0.036,0.151,0.0,37.0,0.009,0.013,0.035,0.05,0.0,0.0,0.0,0.001,0.104,0.0,3.717,3.717,3.797,5.232,3.717,29.04.24 - 16:49
1111,0.13999999999999999,0.003,0.004,0.3,0.3,0.297,0.356,0.3,-1,0.3,0.3,0.297,0.244,0.3,0.0,0.0,0.001,0.115,0.0,4.3,4.3,4.349,5.773,4.3,29.04.24 - 16:50
1112,0.13999999999999999,0.003,0.006,0.22,0.227,0.223,0.296,0.217,12.0,0.22,0.227,0.222,0.177,0.217,0.0,0.0,0.002,0.122,0.0,4.45,4.45,4.584,6.003,4.45,29.04.24 - 16:51
1113,0.13999999999999999,0.003,0.008,0.233,0.233,0.229,0.306,0.233,6.0,0.233,0.233,0.226,0.188,0.233,0.0,0.0,0.003,0.121,0.0,4.033,4.033,4.108,5.587,4.033,29.04.24 - 16:52
1114,0.13999999999999999,0.003,0.01,0.217,0.219,0.208,0.282,0.217,11.0,0.217,0.219,0.208,0.178,0.217,0.0,0.0,0.0,0.106,0.0,4.7,4.7,4.716,6.032,4.7,29.04.24 - 16:53
1115,0.13999999999999999,0.003,0.012,0.267,0.267,0.263,0.323,0.267,3.0,0.267,0.267,0.259,0.213,0.267,0.0,0.0,0.005,0.113,0.0,4.1,4.1,4.2,5.639,4.1,29.04.24 - 16:53
1116,0.13999999999999999,0.003,0.014,0.123,0.13,0.158,0.24,0.133,21.0,0.123,0.13,0.152,0.134,0.133,0.0,0.0,0.007,0.108,0.0,3.77,3.802,4.023,5.429,4.05,29.04.24 - 16:54
1117,0.13999999999999999,0.003,0.016,0.085,0.111,0.137,0.235,0.05,43.0,0.085,0.111,0.134,0.122,0.05,0.0,0.0,0.004,0.115,0.0,3.735,3.75,3.932,5.419,3.683,29.04.24 - 16:55
1118,0.13999999999999999,0.003,0.018000000000000002,0.017,0.031,0.045,0.156,0.0,42.0,0.017,0.031,0.043,0.047,0.0,0.0,0.0,0.003,0.111,0.0,3.65,3.666,3.781,5.253,3.65,29.04.24 - 16:56
1119,0.13999999999999999,0.003,0.02,0.0,0.004,0.025,0.136,0.0,34.0,0.0,0.004,0.025,0.036,0.0,0.0,0.0,0.0,0.102,0.0,3.8,3.811,3.852,5.246,3.8,29.04.24 - 16:57
1120,0.13999999999999999,0.003,0.022000000000000002,0.039,0.056,0.079,0.19,0.033,35.0,0.039,0.056,0.076,0.08,0.033,0.0,0.0,0.004,0.113,0.0,3.633,3.633,3.796,5.341,3.633,29.04.24 - 16:58
1121,0.13999999999999999,0.003,0.024,0.005,0.022,0.051,0.172,0.0,46.0,0.005,0.022,0.051,0.061,0.0,0.0,0.0,0.0,0.112,0.0,3.55,3.55,3.61,5.13,3.55,29.04.24 - 16:59
1122,0.13999999999999999,0.0035,0.004,0.283,0.283,0.277,0.344,0.283,-1,0.283,0.283,0.276,0.218,0.283,0.0,0.0,0.004,0.13,0.0,4.35,4.35,4.436,5.987,4.35,29.04.24 - 17:00
1123,0.13999999999999999,0.0035,0.006,0.233,0.229,0.213,0.291,0.233,5.0,0.233,0.229,0.21,0.168,0.233,0.0,0.0,0.003,0.127,0.0,4.15,4.15,4.301,5.819,4.15,29.04.24 - 17:01
1124,0.13999999999999999,0.0035,0.008,0.3,0.3,0.295,0.358,0.3,-1,0.3,0.3,0.294,0.235,0.3,0.0,0.0,0.002,0.127,0.0,4.533,4.533,4.623,6.078,4.533,29.04.24 - 17:02
1125,0.13999999999999999,0.0035,0.01,0.183,0.184,0.181,0.27,0.183,8.0,0.183,0.184,0.179,0.147,0.183,0.0,0.0,0.003,0.126,0.0,4.3,4.3,4.362,5.857,4.3,29.04.24 - 17:03
1126,0.13999999999999999,0.0035,0.012,0.217,0.217,0.219,0.294,0.217,12.0,0.217,0.217,0.218,0.181,0.217,0.0,0.0,0.002,0.115,0.0,4.133,4.133,4.213,5.69,4.133,29.04.24 - 17:04
1127,0.13999999999999999,0.0035,0.014,0.023,0.041,0.057,0.176,0.017,36.0,0.023,0.041,0.053,0.057,0.017,0.0,0.0,0.005,0.122,0.0,3.706,3.697,3.864,5.422,3.65,29.04.24 - 17:06
1128,0.13999999999999999,0.0035,0.016,0.0,0.001,0.017,0.14,0.0,33.0,0.0,0.001,0.013,0.022,0.0,0.0,0.0,0.004,0.12,0.0,3.567,3.609,3.756,5.313,3.567,29.04.24 - 17:06
1129,0.13999999999999999,0.0035,0.018000000000000002,0.04,0.05,0.083,0.199,0.033,32.0,0.04,0.048,0.076,0.076,0.033,0.0,0.002,0.008,0.126,0.0,3.841,3.814,4.115,5.668,3.7,29.04.24 - 17:07
1130,0.13999999999999999,0.0035,0.02,0.017,0.017,0.029,0.141,0.017,22.0,0.017,0.017,0.026,0.025,0.017,0.0,0.0,0.004,0.119,0.0,3.633,3.633,3.749,5.314,3.633,29.04.24 - 17:08
1131,0.13999999999999999,0.0035,0.022000000000000002,0.023,0.035,0.05,0.165,0.017,28.0,0.023,0.035,0.043,0.044,0.017,0.0,0.0,0.008,0.124,0.0,3.55,3.621,3.861,5.436,3.55,29.04.24 - 17:09
1132,0.13999999999999999,0.0035,0.024,0.001,0.013,0.036,0.15,0.0,37.0,0.001,0.013,0.035,0.046,0.0,0.0,0.0,0.0,0.105,0.0,3.933,3.933,4.014,5.423,3.933,29.04.24 - 17:10
1133,0.13999999999999999,0.004,0.004,0.217,0.217,0.218,0.296,0.217,7.0,0.217,0.217,0.212,0.165,0.217,0.0,0.0,0.008,0.134,0.0,4.167,4.167,4.382,5.912,4.167,29.04.24 - 17:11
1134,0.13999999999999999,0.004,0.006,0.233,0.233,0.223,0.303,0.233,6.0,0.233,0.233,0.219,0.176,0.233,0.0,0.0,0.004,0.128,0.0,4.217,4.217,4.391,5.92,4.217,29.04.24 - 17:12
1135,0.13999999999999999,0.004,0.008,0.233,0.228,0.226,0.309,0.233,4.0,0.233,0.228,0.223,0.183,0.233,0.0,0.0,0.002,0.129,0.0,4.017,4.017,4.108,5.76,4.017,29.04.24 - 17:13
1136,0.13999999999999999,0.004,0.01,0.233,0.226,0.214,0.291,0.233,5.0,0.233,0.226,0.213,0.171,0.233,0.0,0.0,0.001,0.122,0.0,4.567,4.567,4.636,6.046,4.567,29.04.24 - 17:14
1137,0.13999999999999999,0.004,0.012,0.284,0.284,0.274,0.341,0.283,-1,0.284,0.284,0.271,0.214,0.283,0.0,0.0,0.006,0.13,0.0,4.088,4.106,4.319,5.889,4.05,29.04.24 - 17:15
1138,0.13999999999999999,0.004,0.014,0.062,0.063,0.067,0.183,0.067,33.0,0.062,0.063,0.067,0.06,0.067,0.0,0.0,0.0,0.125,0.0,4.013,4.013,4.095,5.659,4.017,29.04.24 - 17:16
1139,0.13999999999999999,0.004,0.016,0.022,0.04,0.058,0.18,0.017,34.0,0.022,0.04,0.056,0.056,0.017,0.0,0.0,0.002,0.125,0.0,3.747,3.798,3.943,5.534,3.7,29.04.24 - 17:17
1140,0.13999999999999999,0.004,0.018000000000000002,0.0,0.0,0.015,0.141,0.0,28.0,0.0,0.0,0.008,0.016,0.0,0.0,0.0,0.008,0.127,0.0,3.767,3.767,3.933,5.533,3.767,29.04.24 - 17:18
1141,0.13999999999999999,0.004,0.02,0.0,0.002,0.014,0.139,0.0,29.0,0.0,0.002,0.012,0.019,0.0,0.0,0.0,0.001,0.122,0.0,3.8,3.8,3.907,5.503,3.8,29.04.24 - 17:19
1142,0.13999999999999999,0.004,0.022000000000000002,0.001,0.016,0.038,0.159,0.0,38.0,0.001,0.016,0.037,0.042,0.0,0.0,0.0,0.002,0.119,0.0,3.583,3.583,3.764,5.331,3.583,29.04.24 - 17:20
1143,0.13999999999999999,0.004,0.024,0.0,0.0,0.009,0.133,0.0,27.0,0.0,0.0,0.008,0.016,0.0,0.0,0.0,0.001,0.118,0.0,3.683,3.683,3.734,5.287,3.683,29.04.24 - 17:21
1144,0.14999999999999997,0.0005,0.004,0.335,0.326,0.324,0.373,0.333,-1,0.335,0.326,0.323,0.285,0.333,0.0,0.0,0.001,0.09,0.0,4.78,4.632,4.604,5.65,4.333,29.04.24 - 17:21
1145,0.14999999999999997,0.0005,0.006,0.341,0.304,0.291,0.339,0.367,-1,0.338,0.302,0.29,0.254,0.367,0.007,0.004,0.002,0.088,0.0,4.643,4.463,4.403,5.46,4.233,29.04.24 - 17:23
1146,0.14999999999999997,0.0005,0.008,0.305,0.286,0.282,0.331,0.35,-1,0.304,0.285,0.281,0.246,0.35,0.001,0.001,0.0,0.086,0.0,4.909,4.717,4.65,5.61,5.133,29.04.24 - 17:24
1147,0.14999999999999997,0.0005,0.01,0.356,0.328,0.318,0.356,0.407,-1,0.354,0.326,0.317,0.273,0.4,0.003,0.002,0.002,0.087,0.017,4.637,4.521,4.464,5.451,4.95,29.04.24 - 17:24
1148,0.14999999999999997,0.0005,0.012,0.354,0.331,0.321,0.365,0.367,-1,0.352,0.329,0.32,0.281,0.367,0.005,0.004,0.003,0.088,0.0,4.863,4.726,4.659,5.674,4.933,29.04.24 - 17:25
1149,0.14999999999999997,0.0005,0.014,0.373,0.342,0.328,0.363,0.407,-1,0.379,0.345,0.33,0.288,0.417,0.0,0.0,0.0,0.08,0.0,4.479,4.407,4.332,5.311,4.483,29.04.24 - 17:26
1150,0.14999999999999997,0.0005,0.016,0.34,0.326,0.318,0.362,0.351,-1,0.341,0.326,0.317,0.281,0.4,0.011,0.007,0.004,0.089,0.0,4.679,4.429,4.354,5.4,4.333,29.04.24 - 17:27
1151,0.14999999999999997,0.0005,0.018000000000000002,0.318,0.237,0.208,0.267,0.398,-1,0.351,0.256,0.219,0.2,0.433,0.008,0.004,0.004,0.081,0.033,4.798,4.637,4.522,5.514,4.583,29.04.24 - 17:28
1152,0.14999999999999997,0.0005,0.02,0.344,0.274,0.242,0.296,0.441,-1,0.375,0.291,0.252,0.223,0.483,0.006,0.006,0.005,0.086,0.017,4.365,4.192,4.101,5.184,4.283,29.04.24 - 17:29
1153,0.14999999999999997,0.0005,0.022000000000000002,0.355,0.257,0.201,0.254,0.441,8.0,0.377,0.271,0.209,0.179,0.467,0.007,0.004,0.003,0.086,0.033,4.462,4.258,4.04,5.163,4.2,29.04.24 - 17:30
1154,0.14999999999999997,0.0005,0.024,0.481,0.371,0.29,0.323,0.523,-1,0.529,0.399,0.309,0.262,0.567,0.005,0.007,0.004,0.081,0.017,4.421,4.441,4.188,5.18,4.033,29.04.24 - 17:31
1155,0.14999999999999997,0.001,0.004,0.283,0.283,0.278,0.33,0.283,-1,0.283,0.283,0.278,0.24,0.283,0.0,0.0,0.0,0.092,0.0,4.883,4.883,4.886,5.959,4.883,29.04.24 - 17:32
1156,0.14999999999999997,0.001,0.006,0.283,0.283,0.283,0.332,0.283,-1,0.283,0.283,0.283,0.244,0.283,0.0,0.0,0.0,0.09,0.0,4.5,4.5,4.5,5.558,4.5,29.04.24 - 17:33
1157,0.14999999999999997,0.001,0.008,0.283,0.283,0.283,0.334,0.283,1.0,0.283,0.283,0.283,0.247,0.283,0.0,0.0,0.0,0.092,0.0,4.25,4.25,4.25,5.398,4.25,29.04.24 - 17:34
1158,0.14999999999999997,0.001,0.01,0.199,0.191,0.194,0.261,0.233,4.0,0.199,0.191,0.194,0.174,0.233,0.0,0.0,0.0,0.09,0.0,4.419,4.293,4.251,5.385,4.717,29.04.24 - 17:35
1159,0.14999999999999997,0.001,0.012,0.3,0.3,0.3,0.344,0.3,-1,0.3,0.3,0.3,0.259,0.3,0.0,0.0,0.0,0.088,0.0,4.516,4.466,4.45,5.493,4.967,29.04.24 - 17:37
1160,0.14999999999999997,0.001,0.014,0.283,0.283,0.281,0.325,0.283,-1,0.283,0.283,0.281,0.236,0.283,0.0,0.0,0.0,0.09,0.0,4.415,4.366,4.349,5.429,4.417,29.04.24 - 17:37
1161,0.14999999999999997,0.001,0.016,0.264,0.249,0.248,0.301,0.33,-1,0.263,0.248,0.247,0.217,0.333,0.005,0.002,0.002,0.087,0.017,5.079,4.726,4.627,5.608,5.233,29.04.24 - 17:38
1162,0.14999999999999997,0.001,0.018000000000000002,0.199,0.189,0.194,0.261,0.344,2.0,0.205,0.192,0.195,0.175,0.35,0.005,0.003,0.003,0.093,0.033,4.318,4.044,3.957,5.172,5.033,29.04.24 - 17:39
1163,0.14999999999999997,0.001,0.02,0.182,0.134,0.131,0.204,0.28,19.0,0.192,0.139,0.133,0.125,0.3,0.0,0.0,0.001,0.085,0.0,4.629,4.249,4.128,5.261,5.25,29.04.24 - 17:40
1164,0.14999999999999997,0.001,0.022000000000000002,0.238,0.181,0.161,0.238,0.354,-1,0.259,0.194,0.169,0.157,0.4,0.009,0.004,0.003,0.092,0.033,4.508,4.124,4.024,5.203,5.333,29.04.24 - 17:41
1165,0.14999999999999997,0.001,0.024,0.289,0.212,0.188,0.257,0.361,-1,0.325,0.23,0.199,0.183,0.383,0.007,0.005,0.003,0.088,0.017,4.373,4.071,3.974,5.14,3.667,29.04.24 - 17:42
1166,0.14999999999999997,0.0015,0.004,0.3,0.3,0.295,0.342,0.3,-1,0.3,0.3,0.294,0.254,0.3,0.0,0.0,0.001,0.092,0.0,4.55,4.55,4.566,5.671,4.55,29.04.24 - 17:42
1167,0.14999999999999997,0.0015,0.006,0.251,0.259,0.26,0.313,0.25,8.0,0.251,0.259,0.26,0.227,0.25,0.0,0.0,0.0,0.087,0.0,4.483,4.483,4.483,5.538,4.483,29.04.24 - 17:43
1168,0.14999999999999997,0.0015,0.008,0.267,0.267,0.272,0.332,0.267,3.0,0.267,0.267,0.272,0.239,0.267,0.0,0.0,0.0,0.096,0.0,4.583,4.583,4.588,5.76,4.583,29.04.24 - 17:44
1169,0.14999999999999997,0.0015,0.01,0.25,0.25,0.25,0.305,0.25,2.0,0.25,0.25,0.25,0.214,0.25,0.0,0.0,0.0,0.093,0.0,4.3,4.3,4.299,5.459,4.3,29.04.24 - 17:45
1170,0.14999999999999997,0.0015,0.012,0.2,0.2,0.204,0.267,0.2,9.0,0.2,0.2,0.204,0.18,0.2,0.0,0.0,0.0,0.091,0.0,4.35,4.35,4.35,5.47,4.35,29.04.24 - 17:46
1171,0.14999999999999997,0.0015,0.014,0.283,0.288,0.288,0.336,0.283,6.0,0.283,0.288,0.288,0.252,0.283,0.0,0.0,0.0,0.084,0.0,4.417,4.417,4.417,5.494,4.417,29.04.24 - 17:47
1172,0.14999999999999997,0.0015,0.016,0.123,0.13,0.14,0.216,0.1,31.0,0.123,0.13,0.136,0.13,0.1,0.0,0.0,0.004,0.089,0.0,3.551,3.562,3.724,4.935,3.517,29.04.24 - 17:48
1173,0.14999999999999997,0.0015,0.018000000000000002,0.119,0.132,0.149,0.225,0.117,18.0,0.119,0.13,0.147,0.138,0.117,0.0,0.002,0.001,0.088,0.0,3.77,3.873,3.956,5.183,3.717,29.04.24 - 17:49
1174,0.14999999999999997,0.0015,0.02,0.064,0.086,0.099,0.186,0.083,25.0,0.064,0.086,0.098,0.096,0.083,0.0,0.0,0.001,0.093,0.0,3.595,3.597,3.714,4.984,3.567,29.04.24 - 17:50
1175,0.14999999999999997,0.0015,0.022000000000000002,0.122,0.119,0.134,0.218,0.164,16.0,0.127,0.121,0.135,0.137,0.183,0.0,0.0,0.0,0.084,0.0,3.814,3.79,3.824,5.046,4.233,29.04.24 - 17:51
1176,0.14999999999999997,0.0015,0.024,0.181,0.126,0.116,0.196,0.221,-1,0.204,0.137,0.124,0.119,0.25,0.004,0.002,0.001,0.086,0.0,3.899,3.766,3.724,4.894,3.917,29.04.24 - 17:53
1177,0.14999999999999997,0.002,0.004,0.2,0.2,0.198,0.265,0.2,7.0,0.2,0.2,0.197,0.165,0.2,0.0,0.0,0.002,0.102,0.0,3.967,3.967,3.994,5.334,3.967,29.04.24 - 17:54
1178,0.14999999999999997,0.002,0.006,0.267,0.267,0.264,0.317,0.267,2.0,0.267,0.267,0.264,0.223,0.267,0.0,0.0,0.0,0.098,0.0,4.533,4.533,4.533,5.703,4.533,29.04.24 - 17:54
1179,0.14999999999999997,0.002,0.008,0.233,0.238,0.242,0.306,0.233,6.0,0.233,0.238,0.242,0.21,0.233,0.0,0.0,0.0,0.098,0.0,4.033,4.033,4.039,5.347,4.033,29.04.24 - 17:55
1180,0.14999999999999997,0.002,0.01,0.267,0.267,0.267,0.322,0.267,3.0,0.267,0.267,0.267,0.231,0.267,0.0,0.0,0.0,0.094,0.0,4.233,4.233,4.234,5.444,4.233,29.04.24 - 17:56
1181,0.14999999999999997,0.002,0.012,0.3,0.3,0.3,0.347,0.3,1.0,0.3,0.3,0.3,0.257,0.3,0.0,0.0,0.0,0.09,0.0,4.233,4.233,4.233,5.352,4.233,29.04.24 - 17:57
1182,0.14999999999999997,0.002,0.014,0.234,0.242,0.246,0.301,0.233,14.0,0.234,0.242,0.246,0.213,0.233,0.0,0.0,0.0,0.09,0.0,4.45,4.45,4.447,5.615,4.45,29.04.24 - 17:58
1183,0.14999999999999997,0.002,0.016,0.104,0.107,0.118,0.208,0.117,18.0,0.102,0.103,0.115,0.118,0.1,0.002,0.004,0.003,0.093,0.017,3.513,3.621,3.644,4.897,3.767,29.04.24 - 17:59
1184,0.14999999999999997,0.002,0.018000000000000002,0.027,0.038,0.048,0.149,0.017,35.0,0.027,0.038,0.048,0.054,0.017,0.0,0.0,0.0,0.097,0.0,3.867,3.879,3.941,5.24,3.867,29.04.24 - 18:00
1185,0.14999999999999997,0.002,0.02,0.022,0.043,0.057,0.148,0.017,34.0,0.022,0.043,0.057,0.062,0.017,0.0,0.0,0.0,0.087,0.0,3.6,3.601,3.682,4.889,3.6,29.04.24 - 18:01
1186,0.14999999999999997,0.002,0.022000000000000002,0.028,0.031,0.046,0.148,0.017,32.0,0.028,0.031,0.046,0.061,0.017,0.0,0.0,0.0,0.091,0.0,3.767,3.767,3.801,5.068,3.767,29.04.24 - 18:01
1187,0.14999999999999997,0.002,0.024,0.007,0.015,0.03,0.131,0.017,29.0,0.007,0.015,0.03,0.043,0.017,0.0,0.0,0.0,0.089,0.0,3.733,3.733,3.739,4.994,3.733,29.04.24 - 18:02
1188,0.14999999999999997,0.0025,0.004,0.3,0.3,0.298,0.351,0.3,-1,0.3,0.3,0.298,0.244,0.3,0.0,0.0,0.001,0.11,0.0,4.483,4.483,4.519,5.799,4.483,29.04.24 - 18:03
1189,0.14999999999999997,0.0025,0.006,0.167,0.167,0.172,0.249,0.167,9.0,0.167,0.167,0.172,0.15,0.167,0.0,0.0,0.0,0.1,0.0,4.0,4.0,3.999,5.306,4.0,29.04.24 - 18:04
1190,0.14999999999999997,0.0025,0.008,0.233,0.233,0.23,0.294,0.233,4.0,0.233,0.233,0.23,0.196,0.233,0.0,0.0,0.0,0.101,0.0,4.35,4.35,4.383,5.645,4.35,29.04.24 - 18:05
1191,0.14999999999999997,0.0025,0.01,0.217,0.224,0.228,0.292,0.217,10.0,0.217,0.224,0.228,0.197,0.217,0.0,0.0,0.0,0.096,0.0,4.0,4.0,4.002,5.194,4.0,29.04.24 - 18:06
1192,0.14999999999999997,0.0025,0.012,0.3,0.3,0.303,0.352,0.3,5.0,0.3,0.3,0.303,0.26,0.3,0.0,0.0,0.001,0.095,0.0,4.167,4.167,4.206,5.415,4.167,29.04.24 - 18:07
1193,0.14999999999999997,0.0025,0.014,0.317,0.317,0.306,0.35,0.317,-1,0.317,0.317,0.306,0.255,0.317,0.0,0.0,0.001,0.098,0.0,4.75,4.75,4.765,5.93,4.75,29.04.24 - 18:08
1194,0.14999999999999997,0.0025,0.016,0.061,0.067,0.076,0.176,0.05,27.0,0.061,0.067,0.075,0.076,0.05,0.0,0.0,0.002,0.102,0.0,3.674,3.712,3.808,5.176,3.633,29.04.24 - 18:09
1195,0.14999999999999997,0.0025,0.018000000000000002,0.073,0.087,0.11,0.204,0.05,40.0,0.073,0.087,0.108,0.107,0.05,0.0,0.0,0.002,0.099,0.0,3.883,3.888,3.974,5.266,3.883,29.04.24 - 18:10
1196,0.14999999999999997,0.0025,0.02,0.034,0.051,0.07,0.172,0.033,27.0,0.034,0.045,0.063,0.074,0.033,0.0,0.007,0.008,0.103,0.0,3.633,3.779,3.934,5.214,3.567,29.04.24 - 18:11
1197,0.14999999999999997,0.0025,0.022000000000000002,0.001,0.009,0.022,0.13,0.0,33.0,0.001,0.009,0.022,0.037,0.0,0.0,0.0,0.001,0.095,0.0,3.85,3.85,3.867,5.129,3.85,29.04.24 - 18:11
1198,0.14999999999999997,0.0025,0.024,0.017,0.02,0.04,0.148,0.017,30.0,0.017,0.02,0.038,0.052,0.017,0.0,0.0,0.002,0.099,0.0,3.683,3.683,3.735,5.057,3.683,29.04.24 - 18:12
