instance_id,plasticity.lambda_plus,plasticity.lambda_h,plasticity.target_rate_h,plasticity.permanence_threshold,plasticity.correlation_threshold,experiment.id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,duplicate_dendrites_running-avg-0.25,duplicate_dendrites_running-avg-0.5,duplicate_dendrites_running-avg-0.75,duplicate_dendrites_running-avg-1.0,duplicate_dendrites_last,time_finished
90,16,14,80,80,70,no-calib_on-chip_no-dyn-inh,-1,0.423,0.44,0.447,0.51,0.25,0.0,0.0,0.0,0.0,0.0,0.423,0.44,0.447,0.51,0.25,4.25,4.24,4.224,4.89,5.0,1.0,1.0,1.0,0.84,1.0,27.05.24 - 10:48
91,14,12,80,40,90,no-calib_on-chip_no-dyn-inh,-1,0.692,0.71,0.737,0.755,0.75,0.0,0.0,0.0,0.0,0.0,0.692,0.71,0.737,0.755,0.75,5.5,5.23,5.132,5.385,5.0,0.0,0.0,0.0,0.0,0.0,27.05.24 - 10:52
92,18,14,100,40,80,no-calib_on-chip_no-dyn-inh,-1,0.5,0.49,0.493,0.525,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.49,0.493,0.525,0.75,4.865,4.73,4.776,5.1,4.75,0.923,1.04,1.026,0.94,0.0,27.05.24 - 10:56
93,16,8,100,40,90,no-calib_on-chip_no-dyn-inh,-1,0.615,0.66,0.658,0.675,0.5,0.0,0.0,0.0,0.0,0.0,0.615,0.66,0.658,0.675,0.5,4.808,4.68,4.664,5.01,5.0,0.615,0.56,0.605,0.5,1.0,27.05.24 - 11:00
94,14,10,60,40,70,no-calib_on-chip_no-dyn-inh,-1,0.673,0.65,0.684,0.7,0.5,0.115,0.1,0.112,0.085,0.0,0.558,0.55,0.572,0.615,0.5,4.846,4.89,4.882,5.29,4.75,0.846,0.8,0.763,0.66,1.0,27.05.24 - 11:03
95,14,16,80,40,80,no-calib_on-chip_no-dyn-inh,-1,0.635,0.62,0.605,0.62,0.75,0.0,0.0,0.0,0.0,0.0,0.635,0.62,0.605,0.62,0.75,4.654,4.71,4.553,4.88,5.0,0.154,0.16,0.132,0.14,0.0,27.05.24 - 11:07
96,14,16,100,60,80,no-calib_on-chip_no-dyn-inh,-1,0.673,0.66,0.651,0.67,0.5,0.0,0.0,0.0,0.0,0.0,0.673,0.66,0.651,0.67,0.5,4.423,4.45,4.5,4.875,5.0,0.0,0.0,0.026,0.02,0.0,27.05.24 - 11:11
97,16,16,100,60,80,no-calib_on-chip_no-dyn-inh,-1,0.519,0.47,0.52,0.56,0.75,0.0,0.0,0.0,0.0,0.0,0.519,0.47,0.52,0.56,0.75,4.115,4.05,4.053,4.485,3.75,0.385,0.52,0.526,0.46,0.0,27.05.24 - 11:15
98,16,12,60,80,90,no-calib_on-chip_no-dyn-inh,-1,0.712,0.7,0.691,0.73,0.5,0.0,0.0,0.0,0.0,0.0,0.712,0.7,0.691,0.73,0.5,4.442,4.36,4.507,5.25,5.25,0.154,0.08,0.132,0.16,1.0,27.05.24 - 11:19
99,18,12,60,80,90,no-calib_on-chip_no-dyn-inh,-1,0.769,0.75,0.757,0.775,0.75,0.0,0.0,0.0,0.0,0.0,0.769,0.75,0.757,0.775,0.75,4.673,4.56,4.638,5.23,4.5,0.0,0.0,0.0,0.06,0.0,27.05.24 - 11:23
100,14,16,60,80,90,no-calib_on-chip_no-dyn-inh,-1,0.981,0.98,0.974,0.97,1.0,0.0,0.0,0.0,0.0,0.0,0.981,0.98,0.974,0.97,1.0,4.615,4.84,4.974,5.735,4.75,0.0,0.08,0.105,0.12,0.0,27.05.24 - 11:26
101,18,10,60,40,90,no-calib_on-chip_no-dyn-inh,-1,0.769,0.78,0.789,0.79,0.75,0.0,0.0,0.0,0.0,0.0,0.769,0.78,0.789,0.79,0.75,4.788,4.81,5.02,5.315,4.25,0.0,0.0,0.053,0.04,0.0,27.05.24 - 11:30
102,14,12,60,80,80,no-calib_on-chip_no-dyn-inh,-1,0.692,0.71,0.77,0.805,1.0,0.0,0.0,0.0,0.0,0.0,0.692,0.71,0.77,0.805,1.0,4.904,4.73,4.737,5.365,4.75,0.769,0.68,0.474,0.4,0.0,27.05.24 - 11:34
103,16,14,60,40,70,no-calib_on-chip_no-dyn-inh,-1,0.442,0.46,0.467,0.505,0.5,0.0,0.0,0.0,0.0,0.0,0.442,0.46,0.467,0.505,0.5,4.615,4.53,4.487,4.88,5.0,0.615,0.52,0.447,0.38,1.0,27.05.24 - 11:38
104,14,8,60,80,70,no-calib_on-chip_no-dyn-inh,-1,0.519,0.5,0.507,0.59,0.75,0.0,0.0,0.0,0.0,0.0,0.519,0.5,0.507,0.59,0.75,3.962,3.94,4.171,5.055,4.25,0.615,0.6,0.605,0.46,0.0,27.05.24 - 11:42
105,14,10,80,60,80,no-calib_on-chip_no-dyn-inh,-1,0.673,0.68,0.684,0.73,0.5,0.0,0.0,0.0,0.0,0.0,0.673,0.68,0.684,0.73,0.5,3.904,3.86,3.941,4.63,4.0,0.538,0.56,0.553,0.46,1.0,27.05.24 - 11:45
106,18,8,80,60,90,no-calib_on-chip_no-dyn-inh,-1,0.635,0.64,0.658,0.71,0.75,0.0,0.0,0.0,0.0,0.0,0.635,0.64,0.658,0.71,0.75,4.481,4.51,4.572,4.95,5.0,0.0,0.0,0.0,0.0,0.0,27.05.24 - 11:49
107,14,12,100,40,80,no-calib_on-chip_no-dyn-inh,-1,0.635,0.6,0.592,0.66,0.75,0.019,0.01,0.007,0.005,0.0,0.615,0.59,0.586,0.655,0.75,4.519,4.48,4.559,4.925,5.0,0.692,0.72,0.789,0.66,1.0,27.05.24 - 11:53
108,18,16,100,80,70,no-calib_on-chip_no-dyn-inh,-1,0.442,0.39,0.375,0.43,0.5,0.0,0.0,0.0,0.0,0.0,0.442,0.39,0.375,0.43,0.5,4.385,4.36,4.434,4.93,5.25,1.077,1.12,1.079,0.96,1.0,27.05.24 - 11:57
109,14,14,60,80,90,no-calib_on-chip_no-dyn-inh,-1,1.0,0.99,0.98,0.985,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.98,0.985,1.0,5.0,4.88,4.901,5.69,5.25,0.0,0.0,0.0,0.0,0.0,27.05.24 - 12:01
110,14,8,60,60,70,no-calib_on-chip_no-dyn-inh,-1,0.615,0.66,0.671,0.685,0.75,0.0,0.0,0.0,0.0,0.0,0.615,0.66,0.671,0.685,0.75,3.577,3.42,3.651,4.44,3.0,0.0,0.0,0.0,0.02,0.0,27.05.24 - 12:05
111,18,8,100,40,70,no-calib_on-chip_no-dyn-inh,-1,0.654,0.64,0.618,0.635,0.75,0.115,0.09,0.072,0.055,0.25,0.538,0.55,0.546,0.58,0.5,3.962,3.98,3.934,4.23,3.25,1.0,0.96,1.0,0.88,0.0,27.05.24 - 12:08
112,18,8,80,40,70,no-calib_on-chip_no-dyn-inh,-1,0.481,0.47,0.493,0.54,0.25,0.0,0.0,0.0,0.0,0.0,0.481,0.47,0.493,0.54,0.25,4.115,4.0,4.039,4.36,4.5,1.077,0.96,0.921,0.8,2.0,27.05.24 - 12:12
113,16,14,100,60,90,no-calib_on-chip_no-dyn-inh,-1,0.808,0.83,0.836,0.875,0.75,0.0,0.0,0.0,0.0,0.0,0.808,0.83,0.836,0.875,0.75,5.038,5.26,5.072,5.505,6.0,0.538,0.48,0.553,0.5,0.0,27.05.24 - 12:16
114,16,8,60,80,70,no-calib_on-chip_no-dyn-inh,-1,0.635,0.63,0.645,0.695,0.5,0.038,0.02,0.013,0.01,0.0,0.596,0.61,0.632,0.685,0.5,4.154,3.97,4.033,4.86,5.5,0.0,0.0,0.0,0.0,0.0,27.05.24 - 12:20
115,18,12,100,40,90,no-calib_on-chip_no-dyn-inh,-1,0.731,0.73,0.717,0.725,0.75,0.0,0.0,0.0,0.0,0.0,0.731,0.73,0.717,0.725,0.75,5.212,5.05,4.98,5.23,4.5,0.077,0.16,0.184,0.18,0.0,27.05.24 - 12:24
116,14,12,60,80,70,no-calib_on-chip_no-dyn-inh,-1,0.615,0.59,0.592,0.655,0.5,0.0,0.0,0.0,0.0,0.0,0.615,0.59,0.592,0.655,0.5,4.038,4.0,3.882,4.87,5.0,0.846,0.84,0.842,0.66,1.0,27.05.24 - 12:28
117,14,16,100,40,90,no-calib_on-chip_no-dyn-inh,-1,0.731,0.72,0.724,0.76,0.75,0.0,0.0,0.0,0.0,0.0,0.731,0.72,0.724,0.76,0.75,4.808,4.75,4.73,5.1,4.25,0.0,0.0,0.0,0.0,0.0,27.05.24 - 12:32
118,14,14,60,60,70,no-calib_on-chip_no-dyn-inh,-1,0.442,0.5,0.533,0.58,0.5,0.0,0.0,0.0,0.0,0.0,0.442,0.5,0.533,0.58,0.5,4.385,4.26,4.211,4.835,4.5,0.923,0.88,0.842,0.72,1.0,27.05.24 - 12:36
118,14,14,60,60,70,no-calib_on-chip_no-dyn-inh,-1,0.538,0.56,0.599,0.655,0.5,0.0,0.0,0.0,0.0,0.0,0.538,0.56,0.599,0.655,0.5,4.673,4.45,4.513,5.14,4.75,0.846,0.88,0.816,0.72,1.0,27.05.24 - 14:14
119,16,16,100,40,90,no-calib_on-chip_no-dyn-inh,-1,0.769,0.74,0.743,0.76,0.75,0.0,0.0,0.0,0.0,0.0,0.769,0.74,0.743,0.76,0.75,5.846,5.57,5.546,5.74,5.75,0.308,0.56,0.579,0.56,1.0,27.05.24 - 14:18
120,18,12,100,80,70,no-calib_on-chip_no-dyn-inh,-1,0.654,0.65,0.638,0.685,0.5,0.0,0.0,0.0,0.0,0.0,0.654,0.65,0.638,0.685,0.5,4.308,4.34,4.493,5.16,4.0,0.923,0.84,0.789,0.66,0.0,27.05.24 - 14:22
121,18,8,80,80,80,no-calib_on-chip_no-dyn-inh,-1,0.692,0.72,0.717,0.755,0.5,0.0,0.0,0.0,0.0,0.0,0.692,0.72,0.717,0.755,0.5,5.077,5.2,5.211,5.815,4.0,0.462,0.44,0.474,0.4,1.0,27.05.24 - 14:27
122,14,14,60,40,80,no-calib_on-chip_no-dyn-inh,-1,0.923,0.95,0.961,0.965,1.0,0.0,0.0,0.0,0.0,0.0,0.923,0.95,0.961,0.965,1.0,4.885,4.8,4.789,5.14,6.75,0.846,0.8,0.737,0.6,0.0,27.05.24 - 14:30
123,14,10,80,60,70,no-calib_on-chip_no-dyn-inh,-1,0.596,0.62,0.638,0.675,0.75,0.0,0.0,0.0,0.0,0.0,0.596,0.62,0.638,0.675,0.75,4.115,4.1,4.099,4.76,4.75,0.692,0.56,0.421,0.36,1.0,27.05.24 - 14:34
124,14,12,100,80,90,no-calib_on-chip_no-dyn-inh,-1,0.712,0.71,0.717,0.765,0.75,0.0,0.0,0.0,0.0,0.0,0.712,0.71,0.717,0.765,0.75,4.115,4.1,4.237,4.96,4.25,0.0,0.0,0.0,0.02,0.0,27.05.24 - 16:43
125,16,16,60,60,80,no-calib_on-chip_no-dyn-inh,-1,0.654,0.69,0.684,0.725,0.5,0.0,0.0,0.0,0.0,0.0,0.654,0.69,0.684,0.725,0.5,3.712,3.81,3.862,4.475,3.25,0.231,0.24,0.342,0.3,1.0,27.05.24 - 16:47
126,18,10,60,40,70,no-calib_on-chip_no-dyn-inh,-1,0.404,0.41,0.388,0.45,0.5,0.0,0.0,0.0,0.0,0.0,0.404,0.41,0.388,0.45,0.5,3.769,3.84,3.803,4.3,4.0,1.923,1.76,1.763,1.56,1.0,27.05.24 - 16:51
127,16,10,60,60,80,no-calib_on-chip_no-dyn-inh,-1,0.596,0.61,0.645,0.69,0.5,0.0,0.0,0.0,0.0,0.0,0.596,0.61,0.645,0.69,0.5,4.212,4.13,4.105,4.775,4.25,0.923,0.88,0.711,0.56,1.0,27.05.24 - 16:55
128,18,10,100,40,70,no-calib_on-chip_no-dyn-inh,-1,0.385,0.4,0.428,0.47,0.5,0.0,0.0,0.0,0.0,0.0,0.385,0.4,0.428,0.47,0.5,3.615,3.77,3.809,4.205,4.0,0.846,0.84,0.711,0.56,1.0,27.05.24 - 16:59
129,18,16,80,80,80,no-calib_on-chip_no-dyn-inh,-1,0.673,0.69,0.704,0.745,0.75,0.0,0.0,0.0,0.0,0.0,0.673,0.69,0.704,0.745,0.75,4.077,4.32,4.467,5.065,4.75,0.538,0.44,0.421,0.32,1.0,27.05.24 - 17:02
130,18,16,100,80,90,no-calib_on-chip_no-dyn-inh,-1,0.769,0.76,0.789,0.805,1.0,0.0,0.0,0.0,0.0,0.0,0.769,0.76,0.789,0.805,1.0,4.423,4.43,4.507,5.015,3.5,0.0,0.0,0.0,0.0,0.0,27.05.24 - 17:06
131,14,12,100,60,70,no-calib_on-chip_no-dyn-inh,-1,0.558,0.57,0.572,0.61,0.75,0.0,0.0,0.0,0.0,0.0,0.558,0.57,0.572,0.61,0.75,4.962,4.82,4.816,5.24,4.75,0.846,0.76,0.763,0.74,1.0,27.05.24 - 17:10
132,14,14,80,80,70,no-calib_on-chip_no-dyn-inh,-1,0.75,0.72,0.73,0.76,0.75,0.019,0.03,0.02,0.015,0.0,0.731,0.69,0.711,0.745,0.75,3.808,3.7,3.757,4.49,3.5,0.538,0.56,0.5,0.4,1.0,27.05.24 - 17:14
133,18,14,60,60,90,no-calib_on-chip_no-dyn-inh,-1,0.769,0.8,0.776,0.8,0.75,0.0,0.0,0.0,0.0,0.0,0.769,0.8,0.776,0.8,0.75,4.269,4.17,4.388,4.875,3.25,0.0,0.0,0.0,0.0,0.0,27.05.24 - 17:18
134,16,10,80,40,90,no-calib_on-chip_no-dyn-inh,-1,0.75,0.78,0.803,0.825,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.78,0.803,0.825,0.75,4.635,4.49,4.263,4.79,5.75,0.0,0.0,0.0,0.0,0.0,27.05.24 - 17:22
135,16,8,80,80,80,no-calib_on-chip_no-dyn-inh,-1,0.712,0.74,0.75,0.775,0.5,0.0,0.0,0.0,0.0,0.0,0.712,0.74,0.75,0.775,0.5,3.481,3.75,3.829,4.535,3.5,0.538,0.48,0.474,0.4,1.0,27.05.24 - 17:26
136,18,16,60,80,70,no-calib_on-chip_no-dyn-inh,-1,0.654,0.63,0.638,0.69,0.75,0.038,0.03,0.02,0.015,0.0,0.615,0.6,0.618,0.675,0.75,3.519,3.51,3.599,4.175,3.75,0.538,0.36,0.289,0.22,0.0,27.05.24 - 17:29
137,18,8,100,80,70,no-calib_on-chip_no-dyn-inh,-1,0.538,0.52,0.513,0.57,0.5,0.0,0.0,0.0,0.0,0.0,0.538,0.52,0.513,0.57,0.5,3.442,3.54,3.572,4.15,3.25,1.0,1.12,1.105,0.94,1.0,27.05.24 - 17:33
138,18,16,80,40,90,no-calib_on-chip_no-dyn-inh,-1,0.731,0.73,0.743,0.77,0.75,0.0,0.0,0.0,0.0,0.0,0.731,0.73,0.743,0.77,0.75,4.096,4.1,4.263,4.58,3.75,0.0,0.0,0.0,0.0,0.0,27.05.24 - 17:37
139,14,10,100,80,70,no-calib_on-chip_no-dyn-inh,-1,0.654,0.68,0.684,0.725,0.25,0.0,0.0,0.0,0.0,0.0,0.654,0.68,0.684,0.725,0.25,4.038,3.93,3.961,4.67,3.75,1.077,1.16,1.158,0.94,1.0,27.05.24 - 17:41
140,18,10,100,60,90,no-calib_on-chip_no-dyn-inh,-1,0.846,0.83,0.842,0.845,0.75,0.0,0.0,0.0,0.0,0.0,0.846,0.83,0.842,0.845,0.75,4.308,3.92,3.941,4.41,3.5,0.0,0.0,0.0,0.0,0.0,27.05.24 - 17:45
141,16,10,60,60,70,no-calib_on-chip_no-dyn-inh,-1,0.538,0.53,0.5,0.555,0.5,0.0,0.0,0.0,0.0,0.0,0.538,0.53,0.5,0.555,0.5,3.942,4.11,4.053,4.72,4.0,0.692,0.72,0.711,0.54,1.0,27.05.24 - 17:49
142,16,16,60,80,80,no-calib_on-chip_no-dyn-inh,-1,0.635,0.58,0.612,0.67,0.75,0.0,0.0,0.0,0.0,0.0,0.635,0.58,0.612,0.67,0.75,3.673,3.74,3.803,4.52,3.25,1.0,1.0,0.868,0.68,1.0,27.05.24 - 17:53
143,16,8,100,60,80,no-calib_on-chip_no-dyn-inh,-1,0.577,0.63,0.632,0.675,0.75,0.0,0.0,0.0,0.0,0.0,0.577,0.63,0.632,0.675,0.75,3.846,4.2,4.329,4.835,4.0,1.0,0.92,0.816,0.7,1.0,27.05.24 - 17:57
144,16,8,80,40,70,no-calib_on-chip_no-dyn-inh,-1,0.481,0.46,0.467,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.481,0.46,0.467,0.52,0.5,3.962,3.96,3.98,4.425,4.0,0.462,0.56,0.526,0.46,1.0,27.05.24 - 18:01
145,18,16,60,80,80,no-calib_on-chip_no-dyn-inh,-1,0.442,0.47,0.493,0.55,0.75,0.0,0.0,0.0,0.0,0.0,0.442,0.47,0.493,0.55,0.75,4.038,3.95,3.934,4.68,5.25,0.538,0.6,0.579,0.52,0.0,27.05.24 - 18:04
146,16,8,60,80,80,no-calib_on-chip_no-dyn-inh,-1,0.615,0.65,0.671,0.73,0.75,0.0,0.0,0.0,0.0,0.0,0.615,0.65,0.671,0.73,0.75,4.135,4.33,4.388,5.2,3.75,0.846,0.68,0.5,0.38,1.0,27.05.24 - 18:08
147,18,8,100,60,80,no-calib_on-chip_no-dyn-inh,-1,0.635,0.65,0.664,0.7,0.75,0.0,0.0,0.0,0.0,0.0,0.635,0.65,0.664,0.7,0.75,4.173,4.39,4.447,4.925,4.0,0.692,0.6,0.658,0.6,0.0,27.05.24 - 18:12
148,16,12,60,40,80,no-calib_on-chip_no-dyn-inh,-1,0.673,0.66,0.678,0.695,0.5,0.0,0.0,0.0,0.0,0.0,0.673,0.66,0.678,0.695,0.5,4.173,4.43,4.48,4.79,3.75,0.0,0.0,0.0,0.02,0.0,27.05.24 - 18:16
149,16,12,100,40,70,no-calib_on-chip_no-dyn-inh,-1,0.635,0.6,0.592,0.615,0.75,0.077,0.06,0.039,0.03,0.25,0.558,0.54,0.553,0.585,0.5,4.058,4.15,4.283,4.54,3.0,0.923,0.92,0.895,0.8,1.0,27.05.24 - 18:20
150,16,14,60,40,80,no-calib_on-chip_no-dyn-inh,-1,0.75,0.75,0.743,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.743,0.75,0.75,3.904,3.91,3.954,4.37,4.5,0.0,0.0,0.026,0.02,0.0,27.05.24 - 18:24
151,16,16,60,60,90,no-calib_on-chip_no-dyn-inh,-1,1.0,0.97,0.967,0.96,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.97,0.967,0.96,1.0,3.981,4.12,4.414,4.88,4.0,0.0,0.0,0.0,0.0,0.0,27.05.24 - 18:27
152,18,16,60,40,90,no-calib_on-chip_no-dyn-inh,-1,0.731,0.71,0.711,0.74,0.75,0.0,0.0,0.0,0.0,0.0,0.731,0.71,0.711,0.74,0.75,4.5,4.75,4.803,5.165,3.75,0.308,0.4,0.316,0.28,0.0,27.05.24 - 18:31
153,16,8,60,60,80,no-calib_on-chip_no-dyn-inh,-1,0.673,0.67,0.671,0.71,0.75,0.0,0.0,0.0,0.0,0.0,0.673,0.67,0.671,0.71,0.75,4.135,4.2,4.237,4.885,4.75,0.692,0.72,0.684,0.58,1.0,27.05.24 - 18:35
154,16,10,100,60,70,no-calib_on-chip_no-dyn-inh,-1,0.385,0.41,0.421,0.475,0.5,0.0,0.0,0.0,0.0,0.0,0.385,0.41,0.421,0.475,0.5,3.808,3.87,3.862,4.41,4.0,0.769,0.64,0.632,0.56,1.0,27.05.24 - 18:39
155,16,14,60,80,80,no-calib_on-chip_no-dyn-inh,-1,0.712,0.7,0.704,0.745,0.75,0.0,0.0,0.0,0.0,0.0,0.712,0.7,0.704,0.745,0.75,3.962,4.01,4.164,4.985,4.25,0.231,0.44,0.342,0.34,0.0,27.05.24 - 18:42
156,18,8,80,60,80,no-calib_on-chip_no-dyn-inh,-1,0.75,0.75,0.737,0.755,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.737,0.755,0.75,4.558,4.58,4.632,5.225,4.75,0.769,0.68,0.632,0.48,1.0,27.05.24 - 18:46
157,18,14,100,60,70,no-calib_on-chip_no-dyn-inh,-1,0.404,0.49,0.513,0.565,0.25,0.0,0.0,0.0,0.0,0.0,0.404,0.49,0.513,0.565,0.25,3.846,3.75,3.757,4.265,4.25,0.923,0.64,0.605,0.5,1.0,27.05.24 - 18:50
158,18,16,100,40,70,no-calib_on-chip_no-dyn-inh,-1,0.519,0.56,0.579,0.605,0.75,0.0,0.0,0.0,0.0,0.0,0.519,0.56,0.579,0.605,0.75,4.538,4.45,4.566,4.81,4.5,1.0,0.88,0.842,0.76,1.0,27.05.24 - 18:54
159,16,14,80,60,80,no-calib_on-chip_no-dyn-inh,-1,0.654,0.64,0.651,0.69,0.75,0.0,0.0,0.0,0.0,0.0,0.654,0.64,0.651,0.69,0.75,4.346,4.32,4.316,4.885,4.75,0.615,0.44,0.395,0.4,1.0,27.05.24 - 18:58
160,18,8,100,80,90,no-calib_on-chip_no-dyn-inh,-1,0.635,0.65,0.678,0.71,0.5,0.0,0.0,0.0,0.0,0.0,0.635,0.65,0.678,0.71,0.5,4.538,4.63,4.849,5.5,4.5,0.462,0.36,0.237,0.18,0.0,27.05.24 - 19:01
161,14,8,80,80,80,no-calib_on-chip_no-dyn-inh,-1,0.635,0.65,0.664,0.72,0.5,0.0,0.0,0.0,0.0,0.0,0.635,0.65,0.664,0.72,0.5,3.981,3.95,4.039,4.915,3.25,0.846,0.8,0.605,0.48,1.0,27.05.24 - 19:05
162,16,10,60,40,80,no-calib_on-chip_no-dyn-inh,-1,0.577,0.62,0.645,0.69,0.75,0.0,0.0,0.0,0.0,0.0,0.577,0.62,0.645,0.69,0.75,3.692,3.78,3.862,4.295,4.0,0.769,0.72,0.684,0.54,1.0,27.05.24 - 19:09
163,16,10,80,60,70,no-calib_on-chip_no-dyn-inh,-1,0.654,0.61,0.586,0.63,1.0,0.038,0.02,0.013,0.01,0.0,0.615,0.59,0.572,0.62,1.0,3.885,3.74,3.678,4.26,4.75,0.846,0.84,0.842,0.7,1.0,27.05.24 - 19:13
164,18,8,100,60,90,no-calib_on-chip_no-dyn-inh,-1,0.788,0.77,0.757,0.765,0.75,0.0,0.0,0.0,0.0,0.0,0.788,0.77,0.757,0.765,0.75,4.212,4.54,4.625,5.1,3.75,0.0,0.0,0.0,0.0,0.0,27.05.24 - 19:17
165,14,10,100,60,70,no-calib_on-chip_no-dyn-inh,-1,0.635,0.57,0.592,0.63,0.5,0.0,0.0,0.0,0.0,0.0,0.635,0.57,0.592,0.63,0.5,3.423,3.58,3.743,4.435,3.25,0.077,0.16,0.132,0.12,0.0,27.05.24 - 19:20
166,18,10,60,60,70,no-calib_on-chip_no-dyn-inh,-1,0.558,0.53,0.539,0.58,0.5,0.0,0.0,0.0,0.0,0.0,0.558,0.53,0.539,0.58,0.5,4.654,4.47,4.421,4.93,4.25,0.846,0.96,0.842,0.68,1.0,27.05.24 - 19:24
167,16,12,100,60,90,no-calib_on-chip_no-dyn-inh,-1,0.75,0.74,0.711,0.735,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.74,0.711,0.735,0.75,4.885,4.75,4.783,5.255,4.25,0.308,0.28,0.395,0.32,0.0,27.05.24 - 19:28
168,14,14,100,60,90,no-calib_on-chip_no-dyn-inh,-1,0.769,0.72,0.737,0.765,0.75,0.0,0.0,0.0,0.0,0.0,0.769,0.72,0.737,0.765,0.75,4.615,4.73,4.743,5.31,4.25,0.846,0.72,0.737,0.6,1.0,27.05.24 - 19:32
169,16,16,60,80,70,no-calib_on-chip_no-dyn-inh,-1,0.635,0.66,0.678,0.74,0.5,0.0,0.0,0.0,0.0,0.0,0.635,0.66,0.678,0.74,0.5,4.404,4.39,4.421,5.23,5.0,0.923,0.92,0.921,0.78,1.0,27.05.24 - 19:35
170,14,12,60,60,90,no-calib_on-chip_no-dyn-inh,-1,0.923,0.9,0.875,0.885,0.75,0.0,0.0,0.0,0.0,0.0,0.923,0.9,0.875,0.885,0.75,4.827,4.9,4.967,5.655,4.75,0.692,0.64,0.553,0.44,1.0,27.05.24 - 19:39
171,16,12,80,60,90,no-calib_on-chip_no-dyn-inh,-1,0.654,0.71,0.704,0.73,0.75,0.0,0.0,0.0,0.0,0.0,0.654,0.71,0.704,0.73,0.75,4.673,4.93,5.072,5.635,3.75,0.154,0.12,0.079,0.06,0.0,27.05.24 - 19:43
172,14,12,80,80,70,no-calib_on-chip_no-dyn-inh,-1,0.673,0.67,0.671,0.72,0.75,0.0,0.0,0.0,0.0,0.0,0.673,0.67,0.671,0.72,0.75,4.519,4.52,4.474,5.24,4.75,0.923,0.88,0.895,0.74,1.0,27.05.24 - 19:46
173,16,12,100,80,70,no-calib_on-chip_no-dyn-inh,-1,0.423,0.51,0.526,0.59,0.25,0.0,0.0,0.0,0.0,0.0,0.423,0.51,0.526,0.59,0.25,4.115,4.21,4.355,5.015,3.75,1.0,0.96,0.895,0.76,1.0,27.05.24 - 19:50
174,14,16,80,80,90,no-calib_on-chip_no-dyn-inh,-1,0.673,0.67,0.664,0.71,0.5,0.0,0.0,0.0,0.0,0.0,0.673,0.67,0.664,0.71,0.5,4.769,4.94,4.855,5.64,5.0,0.077,0.08,0.053,0.04,1.0,27.05.24 - 19:54
175,18,12,60,40,90,no-calib_on-chip_no-dyn-inh,-1,0.712,0.67,0.697,0.73,0.5,0.0,0.0,0.0,0.0,0.0,0.712,0.67,0.697,0.73,0.5,4.462,4.46,4.513,5.085,5.75,0.0,0.04,0.053,0.06,0.0,27.05.24 - 19:58
176,18,16,60,40,70,no-calib_on-chip_no-dyn-inh,-1,0.558,0.53,0.507,0.54,0.5,0.0,0.0,0.0,0.0,0.0,0.558,0.53,0.507,0.54,0.5,4.25,4.2,4.217,4.45,4.25,1.0,0.92,0.947,0.88,1.0,27.05.24 - 20:01
177,14,16,80,80,70,no-calib_on-chip_no-dyn-inh,-1,0.538,0.59,0.559,0.615,0.25,0.0,0.0,0.0,0.0,0.0,0.538,0.59,0.559,0.615,0.25,4.365,4.31,4.178,4.77,4.25,0.154,0.16,0.132,0.12,1.0,27.05.24 - 20:05
178,16,8,60,40,90,no-calib_on-chip_no-dyn-inh,-1,0.673,0.69,0.717,0.735,0.5,0.0,0.0,0.0,0.0,0.0,0.673,0.69,0.717,0.735,0.5,4.462,4.63,4.658,5.27,4.75,0.538,0.56,0.447,0.38,0.0,27.05.24 - 20:09
179,14,14,80,60,70,no-calib_on-chip_no-dyn-inh,-1,0.481,0.55,0.572,0.605,0.75,0.038,0.02,0.013,0.01,0.0,0.442,0.53,0.559,0.595,0.75,4.115,4.28,4.434,4.92,4.5,1.077,1.12,1.026,0.92,0.0,27.05.24 - 20:13
180,18,8,60,80,80,no-calib_on-chip_no-dyn-inh,-1,0.596,0.6,0.592,0.645,0.5,0.0,0.0,0.0,0.0,0.0,0.596,0.6,0.592,0.645,0.5,4.442,4.34,4.375,5.245,4.0,0.692,0.6,0.605,0.46,1.0,27.05.24 - 20:16
181,14,10,100,40,80,no-calib_on-chip_no-dyn-inh,-1,0.615,0.61,0.618,0.635,0.75,0.0,0.0,0.0,0.0,0.0,0.615,0.61,0.618,0.635,0.75,4.231,4.26,4.296,4.67,4.5,0.923,0.84,0.763,0.66,0.0,27.05.24 - 20:20
