instance_id,plasticity.lambda_plus,plasticity.lambda_h,plasticity.target_rate_h,plasticity.permanence_threshold,plasticity.correlation_threshold,synapses.p_exc_exc,experiment.id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,duplicate_dendrites_running-avg-0.25,duplicate_dendrites_running-avg-0.5,duplicate_dendrites_running-avg-0.75,duplicate_dendrites_running-avg-1.0,duplicate_dendrites_last,time_finished
368,14,14,60,40,90,0.39999999999999997,no-calib_on-chip,-1,0.212,0.2,0.171,0.205,0.25,0.0,0.0,0.0,0.0,0.0,0.212,0.2,0.171,0.205,0.25,4.385,4.55,4.546,5.58,5.0,2.154,2.52,2.711,3.02,1.0,26.05.24 - 19:11
369,14,14,80,60,90,0.39999999999999997,no-calib_on-chip,-1,0.173,0.19,0.151,0.215,0.25,0.0,0.0,0.0,0.0,0.0,0.173,0.19,0.151,0.215,0.25,4.519,4.5,4.322,5.5,5.0,2.538,2.52,2.842,2.86,2.0,26.05.24 - 19:14
370,18,10,60,60,90,0.3,no-calib_on-chip,-1,0.25,0.3,0.309,0.365,0.5,0.0,0.03,0.026,0.02,0.0,0.25,0.27,0.283,0.345,0.5,4.865,5.16,5.158,6.425,6.25,2.231,2.36,2.211,2.12,2.0,26.05.24 - 19:18
371,18,16,80,40,90,0.35,no-calib_on-chip,-1,0.269,0.26,0.224,0.225,0.75,0.0,0.0,0.0,0.0,0.0,0.269,0.26,0.224,0.225,0.75,4.769,5.01,4.829,5.45,5.75,1.923,1.88,1.921,2.0,1.0,26.05.24 - 19:22
372,18,8,80,60,70,0.39999999999999997,no-calib_on-chip,26,0.0,0.01,0.007,0.09,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.01,0.007,0.085,0.0,5.077,4.73,4.908,6.16,4.0,8.308,7.84,8.079,8.1,8.0,26.05.24 - 19:26
373,14,8,100,80,90,0.35,no-calib_on-chip,-1,0.385,0.37,0.362,0.42,0.5,0.0,0.0,0.0,0.0,0.0,0.385,0.37,0.362,0.42,0.5,4.75,4.7,5.178,6.685,2.5,1.077,1.2,1.053,0.92,1.0,26.05.24 - 19:30
374,14,8,80,40,90,0.3,no-calib_on-chip,-1,0.385,0.38,0.342,0.38,0.75,0.0,0.0,0.0,0.0,0.0,0.385,0.38,0.342,0.38,0.75,4.5,3.89,4.316,5.35,6.0,1.385,1.44,1.316,1.2,0.0,26.05.24 - 19:33
375,18,16,60,80,80,0.44999999999999996,no-calib_on-chip,39,0.019,0.02,0.026,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.02,0.026,0.12,0.0,5.135,4.88,4.961,6.37,4.0,5.538,5.12,5.421,5.6,3.0,26.05.24 - 19:37
376,18,8,80,40,90,0.44999999999999996,no-calib_on-chip,49,0.096,0.08,0.066,0.105,0.0,0.0,0.01,0.007,0.005,0.0,0.096,0.07,0.059,0.1,0.0,4.154,4.45,4.645,5.46,4.0,3.846,4.68,4.947,4.9,3.0,26.05.24 - 19:41
377,14,12,80,40,80,0.44999999999999996,no-calib_on-chip,-1,0.135,0.15,0.164,0.225,0.25,0.115,0.14,0.158,0.155,0.25,0.019,0.01,0.007,0.07,0.0,5.173,5.34,5.526,6.555,6.0,6.308,6.84,7.842,8.26,8.0,26.05.24 - 19:45
378,18,16,80,60,70,0.44999999999999996,no-calib_on-chip,-1,0.269,0.27,0.27,0.3,0.25,0.25,0.25,0.25,0.225,0.25,0.019,0.02,0.02,0.075,0.0,5.058,5.1,5.158,6.115,5.0,9.769,9.4,9.474,8.96,10.0,26.05.24 - 19:49
379,18,10,100,80,70,0.39999999999999997,no-calib_on-chip,48,0.019,0.03,0.046,0.135,0.0,0.019,0.01,0.02,0.02,0.0,0.0,0.02,0.026,0.115,0.0,4.635,4.76,4.934,6.21,5.25,4.385,4.52,4.737,4.8,6.0,26.05.24 - 19:53
380,14,10,100,40,90,0.39999999999999997,no-calib_on-chip,47,0.077,0.09,0.092,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.09,0.092,0.13,0.0,4.635,4.89,4.678,5.575,4.25,3.231,3.12,3.237,3.88,3.0,26.05.24 - 19:56
381,16,12,100,80,80,0.44999999999999996,no-calib_on-chip,43,0.019,0.03,0.072,0.185,0.0,0.0,0.0,0.046,0.065,0.0,0.019,0.03,0.026,0.12,0.0,5.038,4.91,5.02,6.42,4.75,5.231,5.68,6.237,6.38,6.0,26.05.24 - 20:00
382,16,16,60,40,90,0.35,no-calib_on-chip,-1,0.365,0.39,0.388,0.38,0.5,0.0,0.0,0.0,0.0,0.0,0.365,0.39,0.388,0.38,0.5,4.981,4.52,5.046,5.875,5.0,1.462,1.16,1.368,1.84,1.0,26.05.24 - 20:04
383,16,8,60,40,90,0.35,no-calib_on-chip,-1,0.404,0.37,0.355,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.404,0.37,0.355,0.375,0.5,7.519,6.97,6.428,6.98,9.5,1.0,1.04,1.237,1.56,1.0,26.05.24 - 20:08
384,16,10,100,40,70,0.35,no-calib_on-chip,48,0.173,0.11,0.079,0.12,0.0,0.0,0.0,0.0,0.005,0.0,0.173,0.11,0.079,0.115,0.0,4.519,4.12,4.033,4.94,3.0,3.0,3.64,4.0,4.18,4.0,26.05.24 - 20:12
385,16,10,80,60,80,0.39999999999999997,no-calib_on-chip,49,0.154,0.14,0.125,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.14,0.125,0.185,0.0,4.788,4.42,4.322,5.455,5.75,1.615,1.64,2.158,2.76,2.0,26.05.24 - 20:16
386,14,8,80,40,90,0.44999999999999996,no-calib_on-chip,-1,0.212,0.19,0.151,0.175,0.25,0.0,0.0,0.0,0.0,0.0,0.212,0.19,0.151,0.175,0.25,4.712,4.46,4.513,5.41,4.0,2.462,2.72,3.395,3.54,3.0,26.05.24 - 20:19
387,18,14,100,80,90,0.3,no-calib_on-chip,-1,0.192,0.18,0.197,0.27,0.25,0.0,0.0,0.0,0.0,0.0,0.192,0.18,0.197,0.27,0.25,4.5,4.8,4.757,5.95,4.5,2.615,2.48,2.395,2.22,2.0,26.05.24 - 20:23
388,16,16,100,80,70,0.39999999999999997,no-calib_on-chip,49,0.058,0.08,0.079,0.15,0.0,0.019,0.04,0.039,0.04,0.0,0.038,0.04,0.039,0.11,0.0,5.038,5.39,5.257,6.415,4.0,5.231,5.64,5.763,5.92,4.0,26.05.24 - 20:27
389,14,10,60,80,70,0.35,no-calib_on-chip,-1,0.192,0.18,0.197,0.32,0.25,0.0,0.0,0.0,0.0,0.0,0.192,0.18,0.197,0.32,0.25,4.135,4.32,4.224,6.025,3.0,2.077,2.2,2.132,1.78,1.0,26.05.24 - 20:31
390,18,10,100,80,90,0.3,no-calib_on-chip,-1,0.231,0.28,0.303,0.37,0.25,0.0,0.0,0.0,0.0,0.0,0.231,0.28,0.303,0.37,0.25,4.923,5.86,5.882,6.865,6.75,2.154,2.28,2.263,1.98,2.0,26.05.24 - 20:35
391,16,12,80,40,90,0.35,no-calib_on-chip,-1,0.346,0.31,0.263,0.29,0.5,0.0,0.0,0.0,0.0,0.0,0.346,0.31,0.263,0.29,0.5,5.077,4.99,4.822,5.6,9.25,1.615,1.96,2.342,2.22,3.0,26.05.24 - 20:38
392,14,16,80,80,70,0.35,no-calib_on-chip,49,0.096,0.09,0.099,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.09,0.099,0.195,0.0,3.788,4.09,4.211,5.7,4.25,4.077,4.08,4.158,3.82,5.0,26.05.24 - 20:42
393,18,16,100,60,80,0.3,no-calib_on-chip,-1,0.192,0.21,0.178,0.265,0.25,0.0,0.0,0.0,0.0,0.0,0.192,0.21,0.178,0.265,0.25,4.615,4.15,4.23,5.365,5.0,2.615,2.76,2.895,2.84,0.0,26.05.24 - 20:46
394,14,12,100,40,70,0.39999999999999997,no-calib_on-chip,19,0.0,0.0,0.007,0.08,0.0,0.0,0.0,0.007,0.02,0.0,0.0,0.0,0.0,0.06,0.0,4.481,4.55,4.664,5.72,4.0,7.846,8.08,8.474,8.72,6.0,26.05.24 - 20:50
395,14,8,60,80,70,0.3,no-calib_on-chip,-1,0.442,0.47,0.493,0.57,0.5,0.077,0.09,0.112,0.09,0.0,0.365,0.38,0.382,0.48,0.5,3.058,3.11,3.993,5.975,2.0,1.308,1.44,1.474,1.24,2.0,26.05.24 - 20:54
396,18,8,80,60,90,0.39999999999999997,no-calib_on-chip,48,0.096,0.06,0.053,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.06,0.053,0.13,0.0,3.865,3.91,4.0,5.1,4.25,2.615,2.72,3.289,3.7,2.0,26.05.24 - 20:57
397,16,10,60,80,90,0.39999999999999997,no-calib_on-chip,49,0.269,0.26,0.27,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.26,0.27,0.34,0.0,4.288,4.72,4.711,6.1,3.0,1.385,1.52,1.816,1.84,2.0,26.05.24 - 21:01
398,18,12,60,40,80,0.3,no-calib_on-chip,-1,0.269,0.3,0.27,0.3,0.25,0.0,0.0,0.0,0.0,0.0,0.269,0.3,0.27,0.3,0.25,5.385,5.6,5.118,5.615,8.0,0.923,1.2,1.5,1.72,2.0,26.05.24 - 21:05
399,18,10,80,80,70,0.3,no-calib_on-chip,-1,0.269,0.28,0.276,0.335,0.25,0.0,0.0,0.0,0.0,0.0,0.269,0.28,0.276,0.335,0.25,4.904,4.84,4.691,6.045,9.75,2.538,2.24,2.263,2.04,2.0,26.05.24 - 21:09
400,16,10,100,60,80,0.35,no-calib_on-chip,49,0.077,0.08,0.099,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.08,0.099,0.16,0.0,3.846,4.23,4.25,5.36,3.0,3.154,3.08,2.921,3.3,2.0,26.05.24 - 21:13
401,16,10,60,40,70,0.39999999999999997,no-calib_on-chip,43,0.038,0.04,0.059,0.105,0.0,0.0,0.0,0.007,0.005,0.0,0.038,0.04,0.053,0.1,0.0,4.596,4.65,4.717,5.64,5.0,4.923,5.36,5.5,5.8,6.0,26.05.24 - 21:17
402,16,16,100,40,90,0.44999999999999996,no-calib_on-chip,49,0.077,0.07,0.046,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.07,0.046,0.075,0.0,4.865,5.08,5.257,6.005,5.25,3.769,4.28,5.158,5.84,4.0,26.05.24 - 21:20
403,16,8,100,60,70,0.39999999999999997,no-calib_on-chip,44,0.038,0.04,0.033,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.04,0.033,0.105,0.0,4.192,4.54,4.77,5.85,4.25,2.846,3.68,4.289,4.52,2.0,26.05.24 - 21:24
404,16,8,100,60,90,0.44999999999999996,no-calib_on-chip,48,0.096,0.09,0.066,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.09,0.066,0.14,0.0,4.404,4.26,4.349,5.47,4.75,3.769,3.64,3.921,4.08,5.0,26.05.24 - 21:28
405,18,10,80,40,90,0.44999999999999996,no-calib_on-chip,-1,0.135,0.1,0.086,0.115,0.25,0.0,0.0,0.0,0.0,0.0,0.135,0.1,0.086,0.115,0.25,4.462,4.64,4.796,5.765,5.5,3.923,4.56,4.842,5.18,3.0,26.05.24 - 21:32
406,16,8,60,80,70,0.35,no-calib_on-chip,-1,0.25,0.28,0.263,0.355,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.28,0.263,0.355,0.25,3.615,3.76,3.829,5.605,3.5,2.462,2.28,2.342,2.12,2.0,26.05.24 - 21:36
407,16,16,100,40,70,0.3,no-calib_on-chip,28,0.0,0.01,0.02,0.08,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.01,0.02,0.055,0.0,4.212,4.44,4.414,5.065,4.25,5.077,4.88,4.789,4.94,4.0,26.05.24 - 21:40
408,16,14,100,40,80,0.44999999999999996,no-calib_on-chip,48,0.154,0.13,0.112,0.15,0.0,0.154,0.13,0.112,0.11,0.0,0.0,0.0,0.0,0.04,0.0,5.75,5.86,6.007,6.675,5.5,10.231,10.04,10.342,10.4,8.0,26.05.24 - 21:43
409,16,10,100,80,90,0.35,no-calib_on-chip,-1,0.519,0.48,0.493,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.519,0.48,0.493,0.52,0.5,6.058,5.43,5.52,6.835,8.75,1.0,1.2,1.0,0.98,0.0,26.05.24 - 21:47
410,18,16,80,80,80,0.35,no-calib_on-chip,-1,0.192,0.25,0.224,0.285,0.5,0.0,0.0,0.0,0.0,0.0,0.192,0.25,0.224,0.285,0.5,3.846,4.13,4.132,5.56,4.5,1.385,1.44,1.5,1.46,1.0,26.05.24 - 21:51
411,18,10,80,80,80,0.44999999999999996,no-calib_on-chip,45,0.058,0.03,0.02,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.03,0.02,0.115,0.0,4.192,4.43,4.414,5.695,5.0,4.077,4.64,4.816,4.46,7.0,26.05.24 - 21:55
412,14,14,60,80,80,0.44999999999999996,no-calib_on-chip,45,0.019,0.03,0.053,0.175,0.0,0.0,0.0,0.02,0.02,0.0,0.019,0.03,0.033,0.155,0.0,4.192,4.33,4.493,6.18,3.75,4.231,4.56,4.921,4.54,4.0,26.05.24 - 21:59
413,14,16,100,40,90,0.44999999999999996,no-calib_on-chip,47,0.058,0.05,0.033,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.05,0.033,0.075,0.0,3.923,4.15,4.388,5.215,3.75,2.769,3.12,3.658,3.96,3.0,26.05.24 - 22:03
414,14,8,100,40,90,0.39999999999999997,no-calib_on-chip,48,0.154,0.08,0.066,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.08,0.066,0.115,0.0,3.615,3.81,4.066,4.975,3.0,2.692,3.56,4.105,4.38,3.0,26.05.24 - 22:06
415,14,12,100,80,90,0.35,no-calib_on-chip,-1,0.365,0.4,0.414,0.45,0.25,0.0,0.0,0.0,0.0,0.0,0.365,0.4,0.414,0.45,0.25,5.577,5.96,5.467,6.4,4.0,0.462,0.48,0.474,0.48,1.0,26.05.24 - 22:10
416,14,16,100,60,70,0.3,no-calib_on-chip,46,0.038,0.07,0.079,0.175,0.0,0.0,0.0,0.02,0.055,0.0,0.038,0.07,0.059,0.12,0.0,3.846,4.03,4.171,5.245,4.25,2.308,2.28,2.842,2.88,3.0,26.05.24 - 22:14
417,16,12,60,60,70,0.35,no-calib_on-chip,-1,0.115,0.13,0.125,0.21,0.25,0.0,0.0,0.0,0.005,0.0,0.115,0.13,0.125,0.205,0.25,4.288,4.33,4.164,5.39,4.5,2.077,2.24,2.237,2.26,2.0,26.05.24 - 22:18
418,16,8,100,60,90,0.3,no-calib_on-chip,-1,0.365,0.34,0.316,0.36,0.25,0.0,0.0,0.0,0.0,0.0,0.365,0.34,0.316,0.36,0.25,5.423,5.12,4.684,5.745,9.0,0.846,1.12,1.053,1.18,1.0,26.05.24 - 22:22
419,14,8,80,60,70,0.3,no-calib_on-chip,-1,0.308,0.28,0.276,0.325,0.5,0.0,0.0,0.0,0.005,0.0,0.308,0.28,0.276,0.32,0.5,3.962,3.61,3.763,5.14,5.25,2.0,2.68,2.763,2.62,0.0,26.05.24 - 22:25
420,16,8,60,80,80,0.3,no-calib_on-chip,-1,0.308,0.33,0.289,0.38,0.5,0.0,0.0,0.0,0.0,0.0,0.308,0.33,0.289,0.38,0.5,3.269,3.79,3.599,5.385,2.25,1.0,0.92,1.132,1.04,1.0,26.05.24 - 22:29
421,14,16,80,80,90,0.44999999999999996,no-calib_on-chip,-1,0.173,0.15,0.112,0.195,0.5,0.0,0.0,0.0,0.0,0.0,0.173,0.15,0.112,0.195,0.5,4.231,4.14,4.388,5.925,4.25,2.769,3.04,3.5,3.42,1.0,26.05.24 - 22:33
422,18,12,80,60,90,0.3,no-calib_on-chip,-1,0.423,0.35,0.296,0.33,0.25,0.0,0.0,0.0,0.0,0.0,0.423,0.35,0.296,0.33,0.25,6.75,6.13,5.868,6.52,7.0,1.615,1.6,1.842,1.82,0.0,26.05.24 - 22:37
423,16,10,80,80,90,0.39999999999999997,no-calib_on-chip,45,0.077,0.11,0.099,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.11,0.099,0.205,0.0,4.327,3.97,4.039,5.53,3.75,2.846,2.8,3.237,2.92,3.0,26.05.24 - 22:41
424,16,16,60,40,80,0.35,no-calib_on-chip,48,0.173,0.19,0.184,0.215,0.0,0.0,0.0,0.0,0.005,0.0,0.173,0.19,0.184,0.21,0.0,4.442,4.26,4.099,4.965,3.75,2.0,1.76,2.132,2.64,2.0,26.05.24 - 22:45
425,18,14,80,60,80,0.3,no-calib_on-chip,-1,0.231,0.21,0.204,0.29,0.25,0.0,0.0,0.007,0.025,0.0,0.231,0.21,0.197,0.265,0.25,4.596,4.14,4.086,5.12,6.0,2.154,2.48,2.526,2.24,1.0,26.05.24 - 22:48
426,14,10,60,40,70,0.39999999999999997,no-calib_on-chip,46,0.077,0.07,0.053,0.125,0.0,0.0,0.0,0.0,0.015,0.0,0.077,0.07,0.053,0.11,0.0,4.538,4.66,4.803,5.82,4.75,3.0,2.96,3.211,3.46,6.0,26.05.24 - 22:52
427,14,10,100,60,80,0.39999999999999997,no-calib_on-chip,43,0.058,0.04,0.039,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.04,0.039,0.115,0.0,4.692,4.57,4.704,5.84,5.5,4.615,5.28,5.711,5.44,7.0,26.05.24 - 22:56
428,14,8,80,80,80,0.44999999999999996,no-calib_on-chip,-1,0.077,0.08,0.092,0.225,0.25,0.019,0.01,0.026,0.03,0.0,0.058,0.07,0.066,0.195,0.25,4.462,4.55,4.408,6.095,3.75,4.0,4.16,4.132,3.62,4.0,26.05.24 - 23:00
429,18,14,60,80,80,0.39999999999999997,no-calib_on-chip,26,0.0,0.01,0.026,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.026,0.125,0.0,4.538,4.64,4.592,5.86,3.75,3.846,4.12,4.237,3.94,4.0,26.05.24 - 23:04
430,16,14,60,80,90,0.39999999999999997,no-calib_on-chip,-1,0.096,0.14,0.151,0.23,0.25,0.0,0.0,0.0,0.0,0.0,0.096,0.14,0.151,0.23,0.25,4.135,4.48,4.401,5.77,3.75,2.154,2.0,2.026,2.16,2.0,26.05.24 - 23:07
431,16,8,100,80,90,0.44999999999999996,no-calib_on-chip,49,0.077,0.05,0.059,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.05,0.059,0.145,0.0,4.115,4.1,4.276,5.63,5.5,2.615,2.56,3.211,3.1,3.0,26.05.24 - 23:11
432,14,10,60,40,70,0.3,no-calib_on-chip,-1,0.346,0.36,0.316,0.355,0.5,0.0,0.0,0.0,0.0,0.0,0.346,0.36,0.316,0.355,0.5,4.0,3.79,3.684,4.91,4.25,0.846,1.24,1.605,1.72,1.0,26.05.24 - 23:15
433,18,16,80,80,80,0.39999999999999997,no-calib_on-chip,48,0.019,0.04,0.026,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.04,0.026,0.11,0.0,4.769,4.62,4.717,5.9,4.75,4.308,4.0,4.421,4.36,5.0,26.05.24 - 23:19
434,16,8,80,80,90,0.39999999999999997,no-calib_on-chip,-1,0.288,0.34,0.289,0.36,0.25,0.0,0.0,0.0,0.0,0.0,0.288,0.34,0.289,0.36,0.25,3.981,4.28,4.118,5.495,3.5,1.538,1.52,1.842,1.82,2.0,26.05.24 - 23:23
435,18,16,100,60,80,0.35,no-calib_on-chip,-1,0.135,0.16,0.151,0.18,0.5,0.0,0.0,0.0,0.0,0.0,0.135,0.16,0.151,0.18,0.5,4.135,3.9,4.053,4.93,3.0,1.923,1.8,1.947,2.48,0.0,26.05.24 - 23:26
436,14,12,100,60,90,0.35,no-calib_on-chip,-1,0.288,0.25,0.27,0.305,0.25,0.0,0.0,0.0,0.0,0.0,0.288,0.25,0.27,0.305,0.25,5.423,4.85,5.007,5.92,2.75,2.615,2.24,1.947,2.1,1.0,26.05.24 - 23:30
437,14,16,80,80,70,0.3,no-calib_on-chip,-1,0.327,0.23,0.197,0.305,0.25,0.0,0.0,0.013,0.02,0.0,0.327,0.23,0.184,0.285,0.25,3.865,3.51,3.651,5.205,3.5,0.692,1.24,1.368,1.34,0.0,26.05.24 - 23:34
438,14,10,60,60,80,0.3,no-calib_on-chip,-1,0.404,0.43,0.414,0.465,0.5,0.0,0.0,0.0,0.0,0.0,0.404,0.43,0.414,0.465,0.5,5.423,6.02,6.118,7.405,5.25,0.538,0.48,0.605,0.58,0.0,26.05.24 - 23:38
439,16,14,100,60,70,0.44999999999999996,no-calib_on-chip,-1,0.25,0.21,0.211,0.27,0.25,0.25,0.21,0.211,0.2,0.25,0.0,0.0,0.0,0.07,0.0,5.462,5.37,5.355,6.275,5.75,8.615,8.36,8.842,8.4,11.0,26.05.24 - 23:42
440,14,12,60,40,80,0.39999999999999997,no-calib_on-chip,48,0.154,0.14,0.105,0.18,0.0,0.0,0.0,0.0,0.015,0.0,0.154,0.14,0.105,0.165,0.0,4.173,4.0,4.105,5.22,4.75,2.615,3.0,3.132,3.3,5.0,26.05.24 - 23:46
441,16,10,100,60,90,0.39999999999999997,no-calib_on-chip,47,0.115,0.13,0.099,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.13,0.099,0.16,0.0,3.981,4.08,4.046,5.24,4.25,2.385,2.32,3.0,3.46,4.0,26.05.24 - 23:49
442,14,16,60,80,80,0.44999999999999996,no-calib_on-chip,49,0.269,0.27,0.276,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.27,0.276,0.345,0.0,4.154,4.29,4.395,5.92,3.5,3.231,3.16,2.842,2.7,5.0,26.05.24 - 23:53
443,14,16,100,80,80,0.35,no-calib_on-chip,-1,0.212,0.22,0.211,0.29,0.25,0.0,0.0,0.013,0.02,0.0,0.212,0.22,0.197,0.27,0.25,4.981,5.09,4.789,6.02,4.5,2.385,2.68,3.0,3.04,1.0,26.05.24 - 23:57
444,18,10,60,80,80,0.35,no-calib_on-chip,-1,0.385,0.4,0.382,0.44,0.25,0.0,0.0,0.0,0.0,0.0,0.385,0.4,0.382,0.44,0.25,3.596,3.98,4.421,5.78,3.0,0.846,0.84,1.026,1.08,1.0,27.05.24 - 00:01
445,18,16,60,60,80,0.39999999999999997,no-calib_on-chip,46,0.058,0.07,0.059,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.07,0.059,0.13,0.0,3.885,4.12,4.263,5.375,3.0,2.615,2.4,2.658,3.02,2.0,27.05.24 - 00:05
446,16,8,100,80,90,0.39999999999999997,no-calib_on-chip,-1,0.135,0.15,0.171,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.135,0.15,0.171,0.25,0.25,3.5,3.87,4.079,5.51,3.25,2.385,2.32,2.289,2.24,3.0,27.05.24 - 00:09
447,18,10,80,60,80,0.39999999999999997,no-calib_on-chip,28,0.0,0.01,0.007,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.007,0.08,0.0,4.327,4.34,4.375,5.47,4.5,4.846,4.88,5.158,4.92,5.0,27.05.24 - 00:12
448,16,8,80,60,80,0.3,no-calib_on-chip,-1,0.173,0.17,0.178,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.173,0.17,0.178,0.25,0.5,3.596,3.47,3.395,4.77,4.25,1.077,1.28,1.632,1.56,0.0,27.05.24 - 00:16
449,14,10,100,80,80,0.39999999999999997,no-calib_on-chip,49,0.058,0.09,0.066,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.09,0.066,0.165,0.0,4.385,4.26,4.303,5.775,5.25,3.615,3.24,3.421,3.32,5.0,27.05.24 - 00:20
450,14,8,60,60,90,0.44999999999999996,no-calib_on-chip,46,0.058,0.05,0.039,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.05,0.039,0.155,0.0,3.558,3.54,3.658,5.27,3.5,2.0,2.04,2.5,2.52,1.0,27.05.24 - 00:24
451,16,14,60,40,70,0.35,no-calib_on-chip,48,0.115,0.1,0.118,0.19,0.0,0.0,0.0,0.0,0.015,0.0,0.115,0.1,0.118,0.175,0.0,3.731,3.65,3.632,4.725,3.25,3.769,3.8,4.237,4.64,3.0,27.05.24 - 00:28
452,18,10,80,80,90,0.35,no-calib_on-chip,-1,0.442,0.36,0.316,0.37,0.5,0.0,0.0,0.0,0.0,0.0,0.442,0.36,0.316,0.37,0.5,6.596,5.98,5.441,6.605,7.25,1.0,1.32,1.684,1.82,0.0,27.05.24 - 00:32
453,14,12,80,60,80,0.39999999999999997,no-calib_on-chip,28,0.0,0.01,0.02,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.105,0.0,4.865,4.9,4.789,5.97,5.0,5.692,5.52,5.421,5.14,7.0,27.05.24 - 00:35
454,16,14,60,60,80,0.44999999999999996,no-calib_on-chip,35,0.0,0.03,0.033,0.115,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.03,0.033,0.11,0.0,4.404,4.3,4.395,5.575,3.75,5.077,5.0,5.026,4.82,3.0,27.05.24 - 00:39
455,14,8,100,40,80,0.39999999999999997,no-calib_on-chip,9,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,4.673,4.75,4.77,5.655,4.5,4.692,5.52,5.658,5.78,5.0,27.05.24 - 00:43
456,14,12,100,80,70,0.44999999999999996,no-calib_on-chip,-1,0.269,0.27,0.257,0.32,0.25,0.25,0.25,0.243,0.21,0.25,0.019,0.02,0.013,0.11,0.0,5.308,5.2,5.224,6.62,5.0,9.538,9.36,9.105,8.38,7.0,27.05.24 - 00:47
457,16,12,100,80,80,0.3,no-calib_on-chip,-1,0.365,0.35,0.355,0.405,0.5,0.0,0.0,0.0,0.0,0.0,0.365,0.35,0.355,0.405,0.5,4.173,4.16,4.48,5.755,2.5,1.462,1.28,1.868,1.84,2.0,27.05.24 - 00:51
458,16,8,60,80,90,0.35,no-calib_on-chip,-1,0.442,0.45,0.428,0.485,0.75,0.0,0.0,0.0,0.0,0.0,0.442,0.45,0.428,0.485,0.75,4.808,4.95,5.283,6.65,4.0,1.231,1.24,1.211,1.1,1.0,27.05.24 - 00:55
459,18,12,60,40,90,0.35,no-calib_on-chip,-1,0.192,0.24,0.217,0.23,0.25,0.0,0.0,0.0,0.0,0.0,0.192,0.24,0.217,0.23,0.25,5.308,5.66,5.599,6.145,6.0,1.308,1.48,2.079,2.62,1.0,27.05.24 - 00:59
460,14,10,100,60,90,0.35,no-calib_on-chip,-1,0.288,0.26,0.25,0.305,0.25,0.0,0.0,0.0,0.0,0.0,0.288,0.26,0.25,0.305,0.25,5.0,5.23,5.204,6.235,5.75,1.077,1.32,1.342,1.48,0.0,27.05.24 - 01:02
461,18,12,100,80,90,0.3,no-calib_on-chip,-1,0.308,0.34,0.322,0.355,0.25,0.0,0.0,0.0,0.0,0.0,0.308,0.34,0.322,0.355,0.25,5.25,4.84,4.961,6.08,6.25,0.769,1.04,1.342,1.34,1.0,27.05.24 - 01:06
