experiment_subnum,plasticity.lambda_plus,plasticity.lambda_minus,plasticity.lambda_h,plasticity.tau_plus,num-epochs_avg,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
279,0.13,0.0045000000000000005,0.015,20,49,0.079,0.097,0.135,0.28,0.05,0.078,0.079,0.08,0.06,0.05,0.001,0.018,0.06,0.224,0.0,4.239,4.565,5.439,7.187,3.917,22.05.24 - 11:40
280,0.17000000000000004,0.0045000000000000005,0.019999999999999997,20,19,0.067,0.067,0.072,0.196,0.067,0.067,0.067,0.067,0.059,0.067,0.0,0.0,0.006,0.141,0.0,3.898,3.984,4.272,5.959,3.967,22.05.24 - 11:40
281,0.17000000000000004,0.004,0.01,21,-1,0.283,0.283,0.27,0.338,0.283,0.283,0.283,0.27,0.215,0.283,0.0,0.0,0.002,0.126,0.0,4.35,4.349,4.439,5.954,4.35,22.05.24 - 11:41
282,0.16000000000000003,0.0045000000000000005,0.015,18,23,0.07,0.067,0.1,0.254,0.083,0.07,0.064,0.064,0.048,0.083,0.0,0.007,0.043,0.211,0.0,3.93,4.11,4.984,6.842,3.883,22.05.24 - 11:42
283,0.16000000000000003,0.005,0.015,16,35,0.07,0.098,0.194,0.362,0.09,0.043,0.032,0.021,0.016,0.067,0.032,0.074,0.178,0.35,0.033,5.359,6.111,7.234,8.859,4.767,22.05.24 - 11:42
284,0.15000000000000002,0.004,0.01,15,46,0.103,0.202,0.299,0.452,0.064,0.012,0.007,0.005,0.004,0.033,0.098,0.199,0.297,0.451,0.05,6.301,7.402,8.363,9.811,5.85,22.05.24 - 11:43
285,0.15000000000000002,0.005,0.015,15,49,0.213,0.284,0.37,0.511,0.15,0.0,0.0,0.0,0.0,0.0,0.213,0.284,0.37,0.511,0.15,7.476,8.258,9.124,10.434,6.883,22.05.24 - 11:43
286,0.13,0.0045000000000000005,0.024999999999999998,20,-1,0.38,0.394,0.414,0.492,0.583,0.232,0.244,0.241,0.183,0.317,0.15,0.154,0.186,0.32,0.267,7.411,7.572,8.164,9.294,8.233,22.05.24 - 11:44
287,0.16000000000000003,0.005,0.024999999999999998,16,35,0.007,0.041,0.133,0.309,0.0,0.004,0.009,0.008,0.006,0.0,0.002,0.032,0.125,0.303,0.0,3.977,4.819,6.104,7.958,3.75,22.05.24 - 11:44
288,0.17000000000000004,0.0035,0.015,20,-1,0.317,0.311,0.296,0.357,0.317,0.317,0.311,0.295,0.234,0.317,0.0,0.0,0.001,0.127,0.0,4.35,4.35,4.477,6.015,4.35,22.05.24 - 11:45
289,0.14,0.0035,0.019999999999999997,17,31,0.073,0.103,0.16,0.314,0.05,0.071,0.081,0.083,0.062,0.05,0.002,0.023,0.084,0.257,0.0,3.942,4.499,5.671,7.494,3.933,22.05.24 - 11:45
290,0.14,0.005,0.019999999999999997,19,27,0.029,0.063,0.107,0.26,0.017,0.026,0.05,0.056,0.042,0.017,0.006,0.018,0.061,0.225,0.0,3.929,4.404,5.4,7.162,3.75,22.05.24 - 11:46
291,0.14,0.003,0.019999999999999997,18,27,0.052,0.068,0.112,0.261,0.033,0.05,0.062,0.076,0.06,0.033,0.002,0.007,0.041,0.207,0.0,3.774,4.003,4.882,6.763,3.717,22.05.24 - 11:46
292,0.17000000000000004,0.0035,0.01,19,-1,0.3,0.295,0.283,0.364,0.3,0.3,0.295,0.28,0.217,0.3,0.0,0.0,0.006,0.151,0.0,4.4,4.4,4.643,6.307,4.4,22.05.24 - 11:47
293,0.16000000000000003,0.004,0.03,16,29,0.017,0.047,0.105,0.277,0.017,0.017,0.037,0.049,0.037,0.017,0.0,0.011,0.062,0.244,0.0,3.924,4.209,5.271,7.236,3.817,22.05.24 - 11:47
294,0.18000000000000005,0.003,0.03,17,28,0.056,0.065,0.097,0.23,0.033,0.056,0.064,0.079,0.067,0.033,0.0,0.001,0.02,0.166,0.0,3.767,3.819,4.364,6.179,3.767,22.05.24 - 11:48
295,0.17000000000000004,0.003,0.03,19,22,0.061,0.064,0.087,0.206,0.05,0.061,0.064,0.078,0.071,0.05,0.0,0.0,0.01,0.138,0.0,3.817,3.828,4.144,5.83,3.817,22.05.24 - 11:49
296,0.18000000000000005,0.005,0.03,15,31,0.018,0.044,0.126,0.309,0.017,0.018,0.026,0.021,0.016,0.017,0.0,0.019,0.106,0.295,0.0,3.87,4.59,5.846,7.817,3.733,22.05.24 - 11:50
297,0.13,0.004,0.01,20,-1,0.289,0.278,0.255,0.367,0.3,0.289,0.278,0.234,0.176,0.3,0.0,0.0,0.027,0.196,0.0,4.333,4.38,5.065,6.87,4.333,22.05.24 - 11:50
298,0.16000000000000003,0.0035,0.03,15,33,0.0,0.031,0.108,0.296,0.0,0.0,0.022,0.033,0.025,0.0,0.0,0.011,0.08,0.275,0.0,3.793,4.348,5.519,7.572,3.767,22.05.24 - 11:51
299,0.17000000000000004,0.0045000000000000005,0.015,19,-1,0.3,0.291,0.273,0.364,0.3,0.3,0.291,0.267,0.204,0.3,0.0,0.0,0.008,0.163,0.0,4.367,4.367,4.709,6.464,4.367,22.05.24 - 11:52
300,0.16000000000000003,0.0045000000000000005,0.024999999999999998,18,27,0.019,0.046,0.091,0.24,0.017,0.019,0.043,0.057,0.045,0.017,0.0,0.003,0.038,0.199,0.0,3.8,3.942,4.744,6.614,3.767,22.05.24 - 11:52
301,0.13,0.004,0.024999999999999998,18,31,0.018,0.054,0.115,0.28,0.017,0.018,0.047,0.058,0.043,0.017,0.0,0.008,0.063,0.242,0.0,3.79,4.152,5.244,7.191,3.75,22.05.24 - 11:53
302,0.14,0.0045000000000000005,0.019999999999999997,18,27,0.068,0.099,0.152,0.303,0.05,0.067,0.076,0.071,0.054,0.05,0.002,0.026,0.089,0.256,0.0,4.039,4.526,5.597,7.409,3.917,22.05.24 - 11:54
303,0.14,0.0045000000000000005,0.015,17,32,0.094,0.098,0.183,0.344,0.107,0.069,0.052,0.04,0.03,0.083,0.032,0.052,0.148,0.318,0.033,4.964,5.663,6.851,8.486,4.383,22.05.24 - 11:54
304,0.15000000000000002,0.005,0.024999999999999998,19,29,0.024,0.054,0.105,0.247,0.017,0.024,0.05,0.068,0.053,0.017,0.0,0.004,0.043,0.199,0.0,3.833,4.047,4.919,6.714,3.767,22.05.24 - 11:55
305,0.14,0.005,0.01,15,-1,0.348,0.392,0.452,0.583,0.3,0.0,0.0,0.0,0.0,0.0,0.348,0.392,0.452,0.583,0.3,8.697,9.191,9.834,11.073,7.9,22.05.24 - 11:55
306,0.14,0.0045000000000000005,0.019999999999999997,15,45,0.089,0.169,0.278,0.447,0.05,0.002,0.001,0.001,0.001,0.017,0.087,0.168,0.277,0.447,0.033,5.93,6.854,8.061,9.691,5.517,22.05.24 - 11:56
307,0.13,0.0045000000000000005,0.01,20,-1,0.272,0.262,0.251,0.37,0.283,0.272,0.261,0.215,0.161,0.283,0.0,0.002,0.043,0.215,0.0,4.333,4.484,5.333,7.106,4.333,22.05.24 - 11:57
308,0.17000000000000004,0.0035,0.015,17,25,0.08,0.082,0.106,0.258,0.083,0.078,0.079,0.077,0.06,0.083,0.002,0.006,0.035,0.203,0.0,3.901,4.116,4.893,6.765,3.65,22.05.24 - 11:57
309,0.18000000000000005,0.005,0.03,17,25,0.017,0.028,0.076,0.231,0.017,0.017,0.026,0.046,0.035,0.017,0.0,0.002,0.034,0.199,0.0,3.783,3.923,4.727,6.625,3.783,22.05.24 - 11:58
310,0.18000000000000005,0.004,0.015,16,29,0.075,0.086,0.142,0.299,0.09,0.068,0.071,0.069,0.052,0.067,0.014,0.024,0.083,0.254,0.033,4.093,4.527,5.629,7.442,4.017,22.05.24 - 11:58
311,0.15000000000000002,0.0045000000000000005,0.01,15,49,0.182,0.275,0.352,0.498,0.133,0.004,0.002,0.001,0.001,0.0,0.18,0.274,0.352,0.497,0.133,7.319,8.161,8.929,10.289,5.933,22.05.24 - 11:59
312,0.18000000000000005,0.004,0.024999999999999998,15,31,0.019,0.052,0.126,0.299,0.017,0.019,0.037,0.041,0.031,0.017,0.0,0.017,0.089,0.27,0.0,3.84,4.453,5.618,7.582,3.717,22.05.24 - 12:00
313,0.18000000000000005,0.0045000000000000005,0.03,17,26,0.017,0.037,0.083,0.233,0.017,0.017,0.036,0.055,0.044,0.017,0.0,0.002,0.03,0.192,0.0,3.733,3.848,4.606,6.509,3.733,22.05.24 - 12:00
314,0.13,0.0035,0.03,16,32,0.021,0.054,0.128,0.315,0.017,0.017,0.04,0.043,0.032,0.017,0.004,0.017,0.091,0.288,0.0,3.97,4.515,5.694,7.743,3.8,22.05.24 - 12:01
315,0.15000000000000002,0.003,0.024999999999999998,22,58,0.178,0.17,0.191,0.28,0.05,0.082,0.082,0.094,0.086,0.033,0.102,0.096,0.104,0.203,0.017,6.428,6.364,6.526,7.57,5.4,22.05.24 - 12:02
316,0.15000000000000002,0.003,0.024999999999999998,16,33,0.03,0.061,0.117,0.288,0.017,0.03,0.049,0.057,0.043,0.017,0.0,0.013,0.066,0.249,0.0,3.839,4.207,5.274,7.252,3.717,22.05.24 - 12:02
317,0.13,0.0035,0.01,21,-1,0.251,0.233,0.22,0.324,0.267,0.251,0.232,0.213,0.163,0.267,0.0,0.003,0.013,0.165,0.0,4.317,4.371,4.756,6.493,4.317,22.05.24 - 12:03
318,0.14,0.004,0.015,15,46,0.162,0.233,0.324,0.476,0.124,0.027,0.016,0.011,0.008,0.033,0.144,0.223,0.317,0.471,0.1,6.579,7.572,8.548,10.003,5.933,22.05.24 - 12:04
319,0.18000000000000005,0.0035,0.019999999999999997,19,24,0.067,0.076,0.086,0.206,0.067,0.067,0.076,0.083,0.074,0.067,0.0,0.0,0.004,0.135,0.0,3.93,3.944,4.195,5.858,3.733,22.05.24 - 12:05
320,0.13,0.004,0.019999999999999997,17,34,0.059,0.102,0.174,0.339,0.033,0.059,0.073,0.06,0.045,0.033,0.0,0.032,0.12,0.299,0.0,4.111,4.952,6.226,8.043,3.75,22.05.24 - 12:05
321,0.15000000000000002,0.0045000000000000005,0.024999999999999998,22,58,0.221,0.257,0.265,0.348,0.083,0.098,0.119,0.12,0.103,0.033,0.133,0.15,0.159,0.259,0.05,7.197,7.418,7.43,8.418,6.517,22.05.24 - 12:06
322,0.18000000000000005,0.0035,0.015,22,-1,0.283,0.283,0.277,0.329,0.283,0.283,0.283,0.277,0.231,0.283,0.0,0.0,0.0,0.1,0.0,4.467,4.467,4.476,5.749,4.467,22.05.24 - 12:07
323,0.17000000000000004,0.004,0.03,21,-1,0.321,0.321,0.333,0.398,0.347,0.113,0.126,0.139,0.119,0.133,0.224,0.212,0.214,0.297,0.233,8.456,8.39,8.396,9.089,8.85,22.05.24 - 12:07
324,0.18000000000000005,0.004,0.015,21,-1,0.283,0.273,0.257,0.319,0.283,0.283,0.273,0.257,0.209,0.283,0.0,0.0,0.002,0.113,0.0,4.381,4.362,4.42,5.788,4.383,22.05.24 - 12:08
325,0.17000000000000004,0.003,0.024999999999999998,21,57,0.106,0.107,0.114,0.222,0.04,0.06,0.063,0.066,0.068,0.017,0.05,0.048,0.051,0.161,0.033,5.552,5.521,5.588,6.862,5.167,22.05.24 - 12:08
326,0.13,0.0045000000000000005,0.024999999999999998,18,31,0.017,0.05,0.12,0.291,0.017,0.017,0.042,0.047,0.035,0.017,0.0,0.011,0.079,0.259,0.0,3.783,4.273,5.489,7.413,3.717,22.05.24 - 12:09
327,0.18000000000000005,0.004,0.03,15,30,0.017,0.044,0.109,0.288,0.017,0.017,0.036,0.044,0.033,0.017,0.0,0.009,0.071,0.259,0.0,3.863,4.263,5.363,7.372,3.783,22.05.24 - 12:10
328,0.15000000000000002,0.003,0.019999999999999997,16,28,0.082,0.115,0.172,0.323,0.067,0.08,0.088,0.089,0.066,0.067,0.003,0.029,0.09,0.263,0.0,3.927,4.581,5.764,7.567,3.917,22.05.24 - 12:10
329,0.18000000000000005,0.0045000000000000005,0.03,18,23,0.017,0.029,0.066,0.207,0.017,0.017,0.028,0.046,0.041,0.017,0.0,0.001,0.021,0.169,0.0,3.717,3.747,4.281,6.129,3.717,22.05.24 - 12:11
330,0.17000000000000004,0.0035,0.019999999999999997,18,25,0.07,0.089,0.113,0.247,0.05,0.07,0.085,0.096,0.078,0.05,0.0,0.005,0.021,0.173,0.0,3.993,4.087,4.614,6.433,3.767,22.05.24 - 12:12
331,0.14,0.0035,0.03,22,-1,0.382,0.385,0.404,0.465,0.411,0.129,0.133,0.148,0.127,0.15,0.272,0.273,0.279,0.36,0.3,9.282,9.176,9.265,9.845,9.817,22.05.24 - 12:12
332,0.15000000000000002,0.003,0.019999999999999997,22,26,0.03,0.033,0.074,0.189,0.033,0.029,0.032,0.062,0.062,0.033,0.002,0.002,0.013,0.131,0.0,3.857,3.912,4.37,5.853,3.767,22.05.24 - 12:13
333,0.17000000000000004,0.0035,0.024999999999999998,19,25,0.054,0.066,0.101,0.224,0.05,0.054,0.066,0.087,0.079,0.05,0.0,0.001,0.016,0.15,0.0,3.7,3.789,4.237,5.99,3.7,22.05.24 - 12:13
334,0.15000000000000002,0.0035,0.015,15,43,0.145,0.179,0.266,0.422,0.107,0.093,0.084,0.06,0.045,0.067,0.068,0.111,0.219,0.386,0.05,5.65,6.547,7.69,9.253,5.4,22.05.24 - 12:14
335,0.15000000000000002,0.0035,0.019999999999999997,22,22,0.018,0.019,0.047,0.169,0.017,0.016,0.017,0.035,0.039,0.017,0.002,0.003,0.014,0.134,0.0,3.83,3.892,4.341,5.876,3.767,22.05.24 - 12:14
336,0.18000000000000005,0.005,0.01,18,-1,0.256,0.251,0.244,0.355,0.267,0.256,0.251,0.216,0.162,0.267,0.0,0.001,0.035,0.198,0.0,4.283,4.368,5.08,6.82,4.283,22.05.24 - 12:15
337,0.18000000000000005,0.0045000000000000005,0.024999999999999998,15,34,0.029,0.065,0.146,0.319,0.017,0.028,0.041,0.033,0.025,0.017,0.001,0.029,0.118,0.298,0.0,4.056,4.809,6.077,7.938,3.917,22.05.24 - 12:16
338,0.17000000000000004,0.004,0.019999999999999997,15,36,0.065,0.109,0.187,0.353,0.033,0.06,0.069,0.051,0.039,0.033,0.008,0.048,0.143,0.32,0.0,4.371,5.274,6.565,8.324,3.917,22.05.24 - 12:16
339,0.14,0.0035,0.01,15,47,0.107,0.207,0.307,0.458,0.057,0.02,0.016,0.01,0.008,0.017,0.093,0.197,0.3,0.453,0.05,6.332,7.541,8.504,9.917,5.583,22.05.24 - 12:16
340,0.18000000000000005,0.004,0.03,17,24,0.017,0.031,0.07,0.221,0.017,0.017,0.028,0.047,0.039,0.017,0.0,0.003,0.024,0.185,0.0,3.7,3.758,4.384,6.321,3.7,22.05.24 - 12:17
341,0.14,0.003,0.019999999999999997,20,58,0.152,0.165,0.202,0.313,0.05,0.111,0.122,0.141,0.118,0.05,0.041,0.043,0.063,0.2,0.0,4.858,4.97,5.54,7.093,4.217,22.05.24 - 12:18
342,0.16000000000000003,0.0035,0.03,20,-1,0.321,0.336,0.352,0.422,0.3,0.222,0.224,0.236,0.195,0.25,0.101,0.114,0.119,0.232,0.05,6.522,6.735,6.923,8.052,6.2,22.05.24 - 12:18
343,0.15000000000000002,0.0045000000000000005,0.01,21,-1,0.27,0.252,0.233,0.324,0.283,0.27,0.252,0.229,0.176,0.283,0.0,0.0,0.009,0.153,0.0,4.294,4.281,4.576,6.271,4.317,22.05.24 - 12:19
344,0.15000000000000002,0.004,0.024999999999999998,20,-1,0.3,0.308,0.315,0.402,0.417,0.201,0.207,0.21,0.169,0.267,0.099,0.101,0.108,0.238,0.15,6.53,6.589,6.874,8.14,7.25,22.05.24 - 12:20
345,0.15000000000000002,0.0035,0.015,21,-1,0.183,0.183,0.182,0.279,0.183,0.183,0.183,0.18,0.148,0.183,0.0,0.0,0.003,0.135,0.0,4.267,4.267,4.481,6.084,4.267,22.05.24 - 12:20
346,0.15000000000000002,0.004,0.015,17,28,0.081,0.09,0.148,0.304,0.107,0.072,0.072,0.065,0.049,0.083,0.016,0.026,0.092,0.263,0.033,4.129,4.682,5.79,7.581,4.25,22.05.24 - 12:21
347,0.18000000000000005,0.003,0.015,21,-1,0.283,0.282,0.272,0.327,0.283,0.283,0.282,0.271,0.222,0.283,0.0,0.0,0.0,0.107,0.0,4.333,4.332,4.373,5.72,4.333,22.05.24 - 12:21
348,0.15000000000000002,0.0045000000000000005,0.015,21,-1,0.13,0.13,0.146,0.257,0.133,0.121,0.12,0.125,0.1,0.117,0.01,0.012,0.024,0.161,0.017,4.47,4.561,4.873,6.442,4.317,22.05.24 - 12:22
349,0.16000000000000003,0.003,0.03,15,33,0.032,0.069,0.125,0.3,0.017,0.032,0.056,0.064,0.048,0.017,0.0,0.014,0.067,0.257,0.0,3.9,4.246,5.314,7.347,3.767,22.05.24 - 12:22
350,0.17000000000000004,0.005,0.015,15,42,0.111,0.178,0.273,0.427,0.117,0.041,0.023,0.016,0.012,0.05,0.081,0.162,0.263,0.419,0.067,6.412,7.271,8.205,9.64,5.55,22.05.24 - 12:23
351,0.18000000000000005,0.005,0.024999999999999998,19,22,0.033,0.042,0.08,0.212,0.033,0.033,0.042,0.065,0.058,0.033,0.0,0.0,0.017,0.159,0.0,3.808,3.914,4.429,6.176,3.783,22.05.24 - 12:24
352,0.15000000000000002,0.003,0.03,21,-1,0.373,0.38,0.389,0.452,0.321,0.137,0.147,0.159,0.136,0.117,0.26,0.257,0.259,0.342,0.233,9.114,9.031,9.073,9.711,9.233,22.05.24 - 12:24
353,0.15000000000000002,0.0045000000000000005,0.015,20,-1,0.177,0.204,0.209,0.316,0.217,0.151,0.175,0.181,0.139,0.183,0.026,0.029,0.032,0.181,0.033,4.217,4.642,4.943,6.64,4.267,22.05.24 - 12:25
354,0.13,0.0035,0.01,16,42,0.077,0.143,0.252,0.412,0.083,0.036,0.042,0.028,0.021,0.05,0.049,0.108,0.229,0.394,0.033,5.682,6.605,7.766,9.311,5.45,22.05.24 - 12:26
355,0.17000000000000004,0.003,0.019999999999999997,16,26,0.078,0.108,0.153,0.298,0.067,0.078,0.092,0.099,0.074,0.067,0.001,0.018,0.063,0.231,0.0,3.974,4.357,5.334,7.158,3.717,22.05.24 - 12:27
356,0.16000000000000003,0.003,0.024999999999999998,22,57,0.072,0.081,0.107,0.206,0.033,0.043,0.048,0.062,0.061,0.017,0.031,0.036,0.047,0.15,0.017,5.104,5.277,5.558,6.719,4.633,22.05.24 - 12:27
357,0.14,0.0035,0.015,20,35,0.098,0.111,0.139,0.263,0.083,0.098,0.104,0.119,0.093,0.083,0.0,0.006,0.024,0.175,0.0,3.963,4.046,4.67,6.433,3.65,22.05.24 - 12:28
358,0.14,0.003,0.019999999999999997,17,26,0.071,0.097,0.149,0.305,0.067,0.071,0.082,0.09,0.067,0.067,0.0,0.017,0.067,0.243,0.0,3.918,4.388,5.452,7.324,3.767,22.05.24 - 12:29
359,0.18000000000000005,0.0045000000000000005,0.03,20,-1,0.329,0.335,0.331,0.399,0.283,0.239,0.237,0.232,0.193,0.2,0.091,0.101,0.101,0.211,0.083,6.229,6.38,6.531,7.709,5.967,22.05.24 - 12:29
360,0.18000000000000005,0.004,0.015,22,-1,0.267,0.264,0.252,0.311,0.267,0.267,0.264,0.252,0.212,0.267,0.0,0.0,0.0,0.101,0.0,4.417,4.414,4.442,5.731,4.417,22.05.24 - 12:30
361,0.15000000000000002,0.004,0.015,20,-1,0.311,0.298,0.277,0.365,0.3,0.299,0.292,0.268,0.206,0.3,0.012,0.006,0.013,0.164,0.0,4.48,4.422,4.718,6.459,4.3,22.05.24 - 12:31
362,0.16000000000000003,0.0045000000000000005,0.01,20,-1,0.3,0.293,0.278,0.361,0.3,0.3,0.293,0.272,0.208,0.3,0.0,0.0,0.01,0.157,0.0,4.35,4.35,4.664,6.358,4.35,22.05.24 - 12:31
363,0.18000000000000005,0.003,0.01,17,-1,0.298,0.291,0.274,0.377,0.3,0.298,0.291,0.261,0.199,0.3,0.0,0.0,0.017,0.183,0.0,4.367,4.373,4.879,6.702,4.367,22.05.24 - 12:32
364,0.14,0.004,0.03,18,27,0.017,0.039,0.085,0.247,0.017,0.017,0.036,0.053,0.041,0.017,0.0,0.004,0.037,0.21,0.0,3.75,3.929,4.726,6.714,3.75,22.05.24 - 12:33
365,0.14,0.0035,0.03,15,33,0.026,0.064,0.144,0.336,0.017,0.021,0.041,0.037,0.028,0.017,0.004,0.027,0.113,0.312,0.0,4.136,4.77,6.078,8.101,4.0,22.05.24 - 12:33
366,0.18000000000000005,0.005,0.015,18,27,0.079,0.072,0.102,0.244,0.083,0.079,0.071,0.076,0.059,0.083,0.0,0.004,0.033,0.191,0.0,3.742,3.856,4.619,6.462,3.6,22.05.24 - 12:34
367,0.14,0.003,0.03,21,-1,0.406,0.417,0.429,0.489,0.48,0.119,0.133,0.148,0.125,0.133,0.307,0.312,0.313,0.393,0.367,9.669,9.541,9.543,10.146,10.283,22.05.24 - 12:34
368,0.13,0.004,0.03,20,-1,0.463,0.463,0.469,0.533,0.65,0.232,0.244,0.239,0.186,0.267,0.24,0.231,0.246,0.361,0.383,8.582,8.719,8.82,9.761,9.667,22.05.24 - 12:35
369,0.18000000000000005,0.0045000000000000005,0.019999999999999997,15,36,0.06,0.116,0.193,0.357,0.05,0.047,0.066,0.049,0.037,0.05,0.013,0.056,0.15,0.324,0.0,4.451,5.342,6.667,8.408,3.933,22.05.24 - 12:36
370,0.13,0.005,0.015,22,32,0.019,0.031,0.088,0.227,0.017,0.014,0.019,0.053,0.042,0.017,0.004,0.012,0.04,0.19,0.0,3.883,4.194,5.015,6.699,3.783,22.05.24 - 12:36
371,0.17000000000000004,0.005,0.019999999999999997,16,33,0.062,0.102,0.174,0.333,0.05,0.05,0.061,0.045,0.034,0.05,0.012,0.05,0.136,0.305,0.0,4.248,5.088,6.358,8.089,3.917,22.05.24 - 12:37
372,0.14,0.003,0.024999999999999998,22,-1,0.27,0.276,0.282,0.359,0.471,0.13,0.142,0.143,0.123,0.233,0.153,0.15,0.155,0.252,0.267,7.481,7.678,7.683,8.569,8.733,22.05.24 - 12:38
373,0.18000000000000005,0.0035,0.03,19,21,0.056,0.062,0.087,0.204,0.05,0.056,0.062,0.077,0.071,0.05,0.0,0.0,0.011,0.138,0.0,3.85,3.868,4.184,5.848,3.85,22.05.24 - 12:38
374,0.14,0.005,0.01,18,-1,0.147,0.139,0.196,0.344,0.167,0.14,0.103,0.072,0.054,0.167,0.016,0.043,0.13,0.294,0.0,4.836,5.224,6.316,8.0,4.5,22.05.24 - 12:39
375,0.18000000000000005,0.0035,0.024999999999999998,19,20,0.054,0.07,0.094,0.211,0.05,0.054,0.069,0.083,0.073,0.05,0.0,0.001,0.012,0.141,0.0,3.812,3.898,4.209,5.859,3.783,22.05.24 - 12:40
376,0.16000000000000003,0.0045000000000000005,0.015,19,37,0.098,0.111,0.136,0.265,0.083,0.098,0.106,0.112,0.086,0.083,0.0,0.006,0.03,0.184,0.0,3.979,4.002,4.727,6.496,4.183,22.05.24 - 12:40
377,0.17000000000000004,0.005,0.015,19,-1,0.282,0.271,0.255,0.353,0.283,0.28,0.266,0.241,0.183,0.283,0.002,0.005,0.019,0.174,0.0,4.303,4.332,4.756,6.511,4.25,22.05.24 - 12:41
378,0.13,0.005,0.03,20,-1,0.5,0.514,0.508,0.57,0.44,0.22,0.226,0.216,0.164,0.183,0.306,0.309,0.315,0.424,0.267,9.602,9.626,9.734,10.522,9.717,22.05.24 - 12:42
379,0.15000000000000002,0.0045000000000000005,0.019999999999999997,15,43,0.059,0.137,0.246,0.418,0.033,0.008,0.004,0.003,0.002,0.017,0.051,0.133,0.243,0.416,0.017,5.691,6.572,7.774,9.423,5.117,22.05.24 - 12:42
380,0.14,0.004,0.015,17,30,0.114,0.108,0.172,0.332,0.117,0.087,0.078,0.063,0.048,0.1,0.032,0.038,0.119,0.292,0.017,4.606,5.146,6.331,8.069,4.533,22.05.24 - 12:43
381,0.15000000000000002,0.003,0.015,21,-1,0.23,0.223,0.217,0.299,0.233,0.23,0.223,0.216,0.174,0.233,0.0,0.0,0.001,0.128,0.0,4.303,4.302,4.501,6.024,4.317,22.05.24 - 12:43
382,0.15000000000000002,0.005,0.01,15,-1,0.299,0.359,0.418,0.552,0.25,0.0,0.0,0.0,0.0,0.0,0.299,0.359,0.418,0.552,0.25,8.146,8.766,9.442,10.726,7.35,22.05.24 - 12:44
383,0.17000000000000004,0.004,0.015,22,-1,0.283,0.276,0.263,0.321,0.283,0.283,0.276,0.263,0.214,0.283,0.0,0.0,0.001,0.111,0.0,4.417,4.403,4.471,5.822,4.417,22.05.24 - 12:45
384,0.17000000000000004,0.004,0.019999999999999997,18,22,0.077,0.091,0.109,0.248,0.067,0.076,0.084,0.086,0.069,0.067,0.001,0.007,0.027,0.183,0.0,3.916,4.076,4.724,6.533,3.7,22.05.24 - 12:45
385,0.18000000000000005,0.003,0.015,17,-1,0.173,0.192,0.211,0.324,0.15,0.154,0.17,0.184,0.142,0.15,0.019,0.022,0.031,0.187,0.0,4.141,4.584,4.996,6.745,3.85,22.05.24 - 12:46
386,0.13,0.0035,0.015,19,30,0.076,0.086,0.131,0.279,0.083,0.072,0.077,0.09,0.068,0.083,0.004,0.012,0.048,0.217,0.0,4.014,4.201,5.139,6.973,3.817,22.05.24 - 12:46
387,0.14,0.003,0.019999999999999997,21,58,0.105,0.124,0.155,0.264,0.13,0.053,0.064,0.08,0.071,0.1,0.053,0.062,0.08,0.199,0.05,5.334,5.554,5.986,7.314,5.6,22.05.24 - 12:47
388,0.13,0.005,0.015,18,32,0.083,0.092,0.179,0.341,0.107,0.056,0.042,0.032,0.024,0.083,0.032,0.056,0.153,0.321,0.033,4.979,5.657,6.846,8.482,4.8,22.05.24 - 12:48
389,0.13,0.005,0.03,18,30,0.012,0.029,0.098,0.274,0.0,0.012,0.024,0.031,0.024,0.0,0.0,0.005,0.07,0.253,0.0,3.783,4.144,5.293,7.292,3.783,22.05.24 - 12:48
390,0.16000000000000003,0.0045000000000000005,0.015,21,-1,0.15,0.151,0.154,0.252,0.15,0.148,0.148,0.15,0.121,0.15,0.002,0.003,0.006,0.136,0.0,4.183,4.259,4.467,6.032,4.117,22.05.24 - 12:49
391,0.18000000000000005,0.0045000000000000005,0.01,16,-1,0.181,0.175,0.215,0.358,0.183,0.18,0.149,0.107,0.08,0.183,0.003,0.031,0.114,0.282,0.0,4.578,5.052,6.149,7.864,4.183,22.05.24 - 12:49
392,0.13,0.004,0.024999999999999998,16,35,0.029,0.069,0.162,0.35,0.017,0.024,0.028,0.02,0.015,0.017,0.004,0.043,0.144,0.336,0.0,4.326,5.116,6.461,8.385,3.967,22.05.24 - 12:50
393,0.14,0.0045000000000000005,0.015,22,-1,0.162,0.164,0.167,0.273,0.133,0.152,0.153,0.151,0.121,0.133,0.01,0.012,0.018,0.156,0.0,4.497,4.547,4.763,6.351,4.683,22.05.24 - 12:51
394,0.18000000000000005,0.0045000000000000005,0.03,21,-1,0.292,0.295,0.297,0.367,0.317,0.121,0.132,0.133,0.116,0.133,0.182,0.182,0.183,0.269,0.183,7.982,7.979,7.919,8.729,7.45,22.05.24 - 12:52
395,0.13,0.0035,0.03,15,34,0.047,0.085,0.178,0.367,0.033,0.04,0.053,0.042,0.031,0.033,0.007,0.034,0.14,0.338,0.0,4.228,5.123,6.513,8.476,4.017,22.05.24 - 12:52
