experiment_subnum,plasticity.lambda_plus,plasticity.lambda_minus,plasticity.lambda_h,plasticity.tau_plus,num-epochs_avg,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
396,0.18000000000000005,0.0045000000000000005,0.024999999999999998,18,24,0.046,0.061,0.095,0.23,0.033,0.046,0.059,0.073,0.06,0.033,0.0,0.003,0.027,0.176,0.0,3.837,3.933,4.561,6.362,3.817,22.05.24 - 12:53
397,0.17000000000000004,0.0035,0.024999999999999998,22,56,0.066,0.055,0.071,0.175,0.017,0.037,0.033,0.042,0.049,0.017,0.029,0.022,0.029,0.13,0.0,4.667,4.662,4.843,6.143,4.533,22.05.24 - 12:53
398,0.13,0.003,0.019999999999999997,22,58,0.099,0.122,0.149,0.259,0.13,0.049,0.065,0.079,0.071,0.067,0.052,0.059,0.075,0.195,0.083,5.338,5.597,6.003,7.329,5.5,22.05.24 - 12:54
399,0.16000000000000003,0.0035,0.024999999999999998,21,59,0.177,0.19,0.212,0.306,0.09,0.09,0.096,0.106,0.094,0.05,0.094,0.099,0.113,0.219,0.05,6.673,6.686,6.876,7.957,6.017,22.05.24 - 12:55
400,0.17000000000000004,0.005,0.01,15,46,0.137,0.228,0.311,0.455,0.124,0.009,0.005,0.003,0.002,0.017,0.132,0.225,0.309,0.454,0.117,6.587,7.553,8.407,9.791,5.95,22.05.24 - 12:55
401,0.16000000000000003,0.003,0.019999999999999997,22,30,0.026,0.045,0.08,0.183,0.033,0.026,0.043,0.071,0.071,0.033,0.0,0.002,0.01,0.115,0.0,3.997,4.027,4.319,5.7,4.217,22.05.24 - 12:56
402,0.14,0.0035,0.024999999999999998,21,-1,0.337,0.355,0.37,0.44,0.278,0.132,0.151,0.155,0.127,0.117,0.228,0.229,0.241,0.335,0.2,8.404,8.577,8.648,9.424,8.133,22.05.24 - 12:56
403,0.14,0.0035,0.024999999999999998,16,34,0.025,0.068,0.142,0.319,0.017,0.024,0.052,0.053,0.04,0.017,0.001,0.019,0.096,0.285,0.0,3.967,4.568,5.786,7.76,3.767,22.05.24 - 12:57
404,0.18000000000000005,0.004,0.019999999999999997,16,31,0.062,0.093,0.138,0.292,0.033,0.06,0.077,0.074,0.056,0.033,0.006,0.021,0.073,0.244,0.0,3.896,4.368,5.417,7.264,3.75,22.05.24 - 12:58
405,0.16000000000000003,0.003,0.03,19,24,0.057,0.066,0.093,0.219,0.05,0.057,0.064,0.079,0.072,0.05,0.0,0.001,0.014,0.151,0.0,3.733,3.76,4.175,5.956,3.733,22.05.24 - 12:58
406,0.14,0.003,0.024999999999999998,18,30,0.051,0.067,0.108,0.257,0.033,0.051,0.064,0.078,0.063,0.033,0.0,0.003,0.034,0.199,0.0,3.717,3.889,4.666,6.598,3.717,22.05.24 - 12:59
407,0.14,0.0035,0.01,22,-1,0.267,0.256,0.244,0.326,0.267,0.267,0.256,0.242,0.192,0.267,0.0,0.0,0.003,0.137,0.0,4.3,4.288,4.471,6.084,4.3,22.05.24 - 13:00
408,0.17000000000000004,0.0035,0.019999999999999997,22,-1,0.204,0.204,0.202,0.274,0.2,0.199,0.199,0.2,0.172,0.183,0.006,0.006,0.004,0.106,0.017,4.371,4.389,4.42,5.721,4.483,22.05.24 - 13:00
409,0.18000000000000005,0.0045000000000000005,0.01,22,-1,0.316,0.308,0.3,0.35,0.317,0.316,0.308,0.3,0.245,0.317,0.0,0.0,0.0,0.107,0.0,4.4,4.4,4.432,5.764,4.4,22.05.24 - 13:01
410,0.14,0.005,0.019999999999999997,20,58,0.228,0.238,0.275,0.379,0.15,0.133,0.143,0.15,0.114,0.1,0.094,0.098,0.133,0.272,0.05,5.661,5.963,6.721,8.106,5.05,22.05.24 - 13:02
411,0.13,0.004,0.015,18,30,0.102,0.107,0.168,0.323,0.124,0.083,0.08,0.073,0.055,0.083,0.024,0.036,0.106,0.276,0.05,4.448,4.937,6.118,7.849,4.5,22.05.24 - 13:02
412,0.16000000000000003,0.0035,0.03,18,26,0.04,0.057,0.091,0.237,0.033,0.04,0.056,0.07,0.06,0.033,0.0,0.002,0.023,0.181,0.0,3.833,3.905,4.478,6.381,3.833,22.05.24 - 13:03
413,0.14,0.004,0.019999999999999997,17,34,0.044,0.082,0.145,0.308,0.017,0.04,0.062,0.057,0.043,0.017,0.004,0.023,0.095,0.27,0.0,3.968,4.572,5.787,7.652,3.933,22.05.24 - 13:03
414,0.15000000000000002,0.0045000000000000005,0.019999999999999997,17,34,0.06,0.102,0.168,0.32,0.05,0.057,0.074,0.069,0.052,0.05,0.003,0.033,0.108,0.275,0.0,4.034,4.741,5.964,7.714,3.95,22.05.24 - 13:04
415,0.15000000000000002,0.0045000000000000005,0.01,22,-1,0.267,0.258,0.239,0.316,0.267,0.267,0.258,0.237,0.186,0.267,0.0,0.0,0.004,0.134,0.0,4.3,4.29,4.477,6.029,4.3,22.05.24 - 13:05
416,0.14,0.004,0.024999999999999998,22,-1,0.306,0.317,0.323,0.398,0.528,0.132,0.148,0.147,0.122,0.233,0.188,0.188,0.197,0.294,0.333,7.993,8.159,8.129,9.02,9.55,22.05.24 - 13:05
417,0.15000000000000002,0.0035,0.03,17,28,0.019,0.047,0.092,0.252,0.017,0.019,0.043,0.059,0.046,0.017,0.0,0.004,0.038,0.21,0.0,3.767,3.939,4.758,6.738,3.767,22.05.24 - 13:06
418,0.15000000000000002,0.0045000000000000005,0.03,21,-1,0.413,0.423,0.438,0.498,0.48,0.113,0.122,0.135,0.112,0.083,0.321,0.324,0.331,0.411,0.417,9.767,9.589,9.601,10.216,10.7,22.05.24 - 13:06
419,0.18000000000000005,0.004,0.03,18,26,0.023,0.042,0.073,0.209,0.017,0.023,0.042,0.06,0.052,0.017,0.0,0.0,0.015,0.16,0.0,3.733,3.768,4.232,6.059,3.733,22.05.24 - 13:07
420,0.17000000000000004,0.004,0.01,19,-1,0.3,0.293,0.28,0.368,0.3,0.3,0.293,0.27,0.207,0.3,0.0,0.0,0.013,0.164,0.0,4.333,4.333,4.673,6.423,4.333,22.05.24 - 13:07
421,0.14,0.0035,0.01,19,-1,0.292,0.282,0.261,0.37,0.3,0.292,0.282,0.243,0.184,0.3,0.0,0.0,0.023,0.191,0.0,4.383,4.423,5.051,6.854,4.383,22.05.24 - 13:08
422,0.17000000000000004,0.003,0.019999999999999997,18,24,0.091,0.104,0.125,0.253,0.083,0.091,0.101,0.112,0.092,0.083,0.0,0.004,0.016,0.166,0.0,3.991,4.143,4.633,6.407,3.817,22.05.24 - 13:09
423,0.17000000000000004,0.003,0.01,22,-1,0.3,0.294,0.287,0.336,0.3,0.3,0.294,0.287,0.237,0.3,0.0,0.0,0.0,0.102,0.0,4.333,4.333,4.354,5.673,4.333,22.05.24 - 13:09
424,0.16000000000000003,0.0045000000000000005,0.024999999999999998,22,-1,0.189,0.162,0.178,0.274,0.485,0.09,0.08,0.087,0.078,0.2,0.108,0.089,0.099,0.204,0.333,6.487,6.344,6.51,7.612,9.55,22.05.24 - 13:10
425,0.16000000000000003,0.004,0.019999999999999997,15,41,0.077,0.123,0.203,0.375,0.05,0.054,0.059,0.041,0.031,0.033,0.027,0.072,0.169,0.349,0.017,4.678,5.64,6.878,8.645,4.133,22.05.24 - 13:10
426,0.15000000000000002,0.0035,0.019999999999999997,18,25,0.051,0.08,0.115,0.263,0.05,0.05,0.073,0.08,0.063,0.05,0.001,0.009,0.041,0.206,0.0,3.878,4.149,4.935,6.797,3.783,22.05.24 - 13:11
427,0.13,0.005,0.019999999999999997,20,-1,0.292,0.303,0.336,0.436,0.283,0.181,0.183,0.173,0.13,0.217,0.114,0.128,0.177,0.317,0.067,6.312,6.772,7.507,8.78,6.267,22.05.24 - 13:11
428,0.13,0.005,0.01,21,-1,0.114,0.118,0.141,0.277,0.1,0.106,0.107,0.109,0.081,0.1,0.009,0.015,0.04,0.201,0.0,4.466,4.599,5.229,6.937,4.75,22.05.24 - 13:12
429,0.13,0.004,0.019999999999999997,16,41,0.057,0.11,0.207,0.383,0.033,0.038,0.037,0.025,0.019,0.033,0.024,0.079,0.186,0.367,0.0,4.94,5.851,7.125,8.882,4.35,22.05.24 - 13:13
430,0.15000000000000002,0.0045000000000000005,0.03,15,34,0.03,0.064,0.153,0.344,0.017,0.022,0.021,0.016,0.012,0.017,0.008,0.043,0.138,0.332,0.0,4.25,4.962,6.25,8.246,3.933,22.05.24 - 13:13
431,0.14,0.0045000000000000005,0.015,15,-1,0.216,0.274,0.36,0.509,0.15,0.001,0.001,0.0,0.0,0.0,0.216,0.273,0.36,0.509,0.15,7.164,7.988,8.963,10.366,6.267,22.05.24 - 13:14
432,0.16000000000000003,0.0035,0.015,17,26,0.079,0.085,0.124,0.276,0.083,0.078,0.079,0.08,0.06,0.083,0.001,0.011,0.052,0.222,0.0,4.057,4.299,5.244,7.073,4.417,22.05.24 - 13:14
433,0.17000000000000004,0.004,0.024999999999999998,18,31,0.041,0.058,0.103,0.241,0.017,0.041,0.057,0.077,0.064,0.017,0.0,0.001,0.028,0.181,0.0,3.8,3.917,4.574,6.419,3.8,22.05.24 - 13:15
434,0.16000000000000003,0.0045000000000000005,0.015,20,-1,0.294,0.289,0.272,0.355,0.3,0.294,0.289,0.268,0.206,0.3,0.0,0.0,0.007,0.153,0.0,4.332,4.332,4.647,6.33,4.317,22.05.24 - 13:15
435,0.13,0.005,0.024999999999999998,22,-1,0.399,0.405,0.416,0.484,0.514,0.119,0.129,0.132,0.104,0.15,0.311,0.309,0.319,0.407,0.383,8.866,9.084,9.243,9.974,9.417,22.05.24 - 13:16
436,0.16000000000000003,0.0045000000000000005,0.024999999999999998,15,37,0.03,0.078,0.174,0.358,0.017,0.024,0.026,0.017,0.013,0.017,0.006,0.055,0.159,0.347,0.0,4.449,5.354,6.68,8.549,3.783,22.05.24 - 13:17
437,0.14,0.005,0.03,18,29,0.016,0.029,0.086,0.26,0.0,0.016,0.022,0.032,0.024,0.0,0.0,0.007,0.058,0.239,0.0,3.817,4.063,5.055,7.053,3.75,22.05.24 - 13:17
438,0.14,0.005,0.019999999999999997,17,38,0.049,0.091,0.177,0.345,0.033,0.029,0.034,0.025,0.019,0.033,0.021,0.061,0.155,0.329,0.0,4.521,5.395,6.646,8.384,3.917,22.05.24 - 13:18
439,0.17000000000000004,0.0045000000000000005,0.015,16,29,0.063,0.074,0.151,0.316,0.074,0.056,0.05,0.041,0.031,0.067,0.013,0.03,0.116,0.29,0.017,4.42,5.104,6.293,8.04,4.267,22.05.24 - 13:18
440,0.18000000000000005,0.0035,0.01,17,-1,0.292,0.287,0.268,0.375,0.3,0.292,0.287,0.25,0.189,0.3,0.0,0.0,0.023,0.191,0.0,4.433,4.473,5.097,6.878,4.433,22.05.24 - 13:19
441,0.16000000000000003,0.005,0.01,21,-1,0.242,0.232,0.222,0.312,0.267,0.242,0.232,0.218,0.169,0.267,0.0,0.0,0.007,0.147,0.0,4.27,4.252,4.522,6.184,4.283,22.05.24 - 13:20
442,0.16000000000000003,0.003,0.03,22,-1,0.273,0.282,0.295,0.364,0.207,0.116,0.128,0.14,0.127,0.1,0.173,0.172,0.175,0.256,0.117,7.866,7.878,7.903,8.651,7.667,22.05.24 - 13:20
443,0.17000000000000004,0.0045000000000000005,0.03,19,23,0.038,0.049,0.077,0.211,0.033,0.038,0.049,0.064,0.056,0.033,0.0,0.0,0.015,0.159,0.0,3.733,3.762,4.223,6.046,3.733,22.05.24 - 13:21
444,0.17000000000000004,0.005,0.024999999999999998,20,-1,0.209,0.227,0.251,0.344,0.233,0.143,0.157,0.17,0.138,0.167,0.067,0.072,0.085,0.211,0.067,5.434,5.574,6.05,7.43,5.75,22.05.24 - 13:21
445,0.14,0.0045000000000000005,0.03,17,31,0.016,0.034,0.101,0.282,0.0,0.016,0.028,0.036,0.027,0.0,0.0,0.008,0.07,0.259,0.0,3.853,4.257,5.361,7.369,3.8,22.05.24 - 13:22
446,0.13,0.0045000000000000005,0.03,15,43,0.027,0.099,0.226,0.408,0.0,0.01,0.006,0.004,0.003,0.0,0.017,0.093,0.222,0.406,0.0,5.068,5.978,7.422,9.211,3.983,22.05.24 - 13:23
447,0.14,0.0045000000000000005,0.015,16,38,0.119,0.158,0.248,0.408,0.107,0.058,0.037,0.024,0.018,0.05,0.07,0.129,0.229,0.394,0.067,5.918,6.811,7.816,9.348,5.4,22.05.24 - 13:23
448,0.16000000000000003,0.0035,0.019999999999999997,20,23,0.087,0.089,0.113,0.231,0.09,0.086,0.088,0.103,0.091,0.083,0.002,0.002,0.011,0.144,0.017,4.002,4.091,4.498,6.139,3.95,22.05.24 - 13:24
449,0.15000000000000002,0.003,0.015,19,-1,0.121,0.134,0.163,0.28,0.117,0.121,0.121,0.143,0.112,0.117,0.0,0.013,0.023,0.172,0.0,3.853,4.082,4.689,6.443,3.667,22.05.24 - 13:24
450,0.18000000000000005,0.0035,0.024999999999999998,18,21,0.033,0.047,0.073,0.209,0.033,0.033,0.047,0.059,0.052,0.033,0.0,0.001,0.017,0.16,0.0,3.817,3.908,4.334,6.114,3.817,22.05.24 - 13:25
451,0.14,0.0035,0.024999999999999998,15,36,0.038,0.081,0.165,0.357,0.017,0.029,0.037,0.027,0.02,0.017,0.011,0.048,0.141,0.339,0.0,4.351,5.15,6.395,8.388,3.95,22.05.24 - 13:25
452,0.18000000000000005,0.0035,0.024999999999999998,20,55,0.141,0.157,0.185,0.275,0.1,0.112,0.128,0.146,0.127,0.083,0.029,0.029,0.04,0.151,0.017,4.66,4.758,5.108,6.465,4.35,22.05.24 - 13:26
453,0.16000000000000003,0.003,0.019999999999999997,15,34,0.089,0.12,0.183,0.35,0.067,0.081,0.086,0.076,0.057,0.067,0.01,0.038,0.116,0.299,0.0,4.071,4.818,6.101,7.976,3.95,22.05.24 - 13:26
454,0.17000000000000004,0.005,0.01,18,-1,0.237,0.22,0.21,0.335,0.25,0.237,0.219,0.175,0.131,0.25,0.0,0.002,0.041,0.208,0.0,4.283,4.421,5.193,6.966,4.283,22.05.24 - 13:27
455,0.14,0.003,0.024999999999999998,20,-1,0.359,0.359,0.357,0.435,0.483,0.256,0.248,0.245,0.197,0.283,0.108,0.114,0.117,0.245,0.2,7.026,7.031,7.164,8.35,8.167,22.05.24 - 13:27
456,0.16000000000000003,0.004,0.024999999999999998,20,-1,0.294,0.283,0.287,0.37,0.467,0.217,0.208,0.202,0.165,0.283,0.078,0.076,0.087,0.209,0.183,6.069,6.004,6.288,7.587,7.767,22.05.24 - 13:28
457,0.18000000000000005,0.005,0.019999999999999997,15,41,0.066,0.113,0.199,0.371,0.033,0.029,0.028,0.019,0.014,0.017,0.039,0.09,0.183,0.36,0.017,5.124,5.933,7.075,8.792,4.15,22.05.24 - 13:29
458,0.14,0.005,0.01,21,-1,0.172,0.172,0.172,0.29,0.183,0.172,0.169,0.159,0.121,0.183,0.0,0.005,0.02,0.174,0.0,4.35,4.447,4.949,6.659,4.35,22.05.24 - 13:29
459,0.18000000000000005,0.0035,0.024999999999999998,21,57,0.058,0.092,0.095,0.195,0.1,0.023,0.049,0.057,0.059,0.017,0.036,0.044,0.04,0.142,0.083,4.807,5.217,5.264,6.498,5.35,22.05.24 - 13:30
460,0.15000000000000002,0.003,0.024999999999999998,15,36,0.036,0.072,0.149,0.329,0.017,0.034,0.051,0.051,0.038,0.017,0.002,0.024,0.104,0.296,0.0,3.937,4.621,5.894,7.873,3.75,22.05.24 - 13:31
461,0.17000000000000004,0.0045000000000000005,0.03,16,28,0.018,0.041,0.103,0.274,0.017,0.018,0.032,0.045,0.034,0.017,0.0,0.01,0.064,0.244,0.0,3.884,4.158,5.19,7.164,3.75,22.05.24 - 13:31
462,0.18000000000000005,0.003,0.01,22,-1,0.317,0.313,0.308,0.355,0.317,0.317,0.313,0.308,0.257,0.317,0.0,0.0,0.0,0.1,0.0,4.433,4.433,4.442,5.703,4.433,22.05.24 - 13:32
463,0.18000000000000005,0.003,0.024999999999999998,22,16,0.03,0.031,0.041,0.141,0.033,0.03,0.031,0.039,0.044,0.033,0.001,0.001,0.004,0.099,0.0,3.949,3.941,4.058,5.381,3.95,22.05.24 - 13:32
464,0.13,0.0045000000000000005,0.03,22,-1,0.455,0.465,0.473,0.528,0.501,0.134,0.138,0.143,0.116,0.117,0.364,0.37,0.372,0.446,0.433,9.928,10.012,10.104,10.646,9.767,22.05.24 - 13:33
465,0.16000000000000003,0.004,0.01,19,-1,0.299,0.284,0.271,0.364,0.3,0.299,0.284,0.257,0.196,0.3,0.0,0.0,0.019,0.173,0.0,4.317,4.317,4.79,6.538,4.317,22.05.24 - 13:34
466,0.15000000000000002,0.004,0.019999999999999997,19,21,0.061,0.083,0.104,0.245,0.05,0.061,0.079,0.083,0.067,0.05,0.0,0.006,0.026,0.182,0.0,3.908,4.06,4.737,6.543,3.733,22.05.24 - 13:34
467,0.17000000000000004,0.0035,0.03,18,25,0.019,0.038,0.069,0.207,0.017,0.019,0.037,0.056,0.049,0.017,0.0,0.001,0.014,0.161,0.0,3.683,3.702,4.179,6.038,3.683,22.05.24 - 13:35
468,0.18000000000000005,0.005,0.03,16,27,0.017,0.031,0.093,0.266,0.017,0.017,0.027,0.039,0.029,0.017,0.0,0.006,0.06,0.241,0.0,3.757,4.069,5.141,7.117,3.717,22.05.24 - 13:35
469,0.16000000000000003,0.0035,0.015,21,-1,0.223,0.213,0.207,0.29,0.233,0.223,0.213,0.207,0.168,0.233,0.0,0.0,0.002,0.126,0.0,4.217,4.212,4.322,5.864,4.217,22.05.24 - 13:36
470,0.14,0.0045000000000000005,0.01,16,45,0.108,0.192,0.286,0.437,0.1,0.017,0.009,0.006,0.005,0.05,0.096,0.186,0.282,0.434,0.05,6.159,7.184,8.153,9.601,5.983,22.05.24 - 13:36
471,0.13,0.003,0.024999999999999998,20,-1,0.367,0.375,0.393,0.467,0.44,0.243,0.247,0.256,0.201,0.283,0.126,0.132,0.142,0.273,0.167,6.88,6.984,7.307,8.541,7.267,22.05.24 - 13:37
472,0.13,0.005,0.024999999999999998,15,48,0.12,0.206,0.321,0.485,0.05,0.0,0.0,0.0,0.0,0.0,0.12,0.206,0.321,0.485,0.05,6.191,7.144,8.453,10.037,5.7,22.05.24 - 13:38
473,0.13,0.004,0.019999999999999997,22,-1,0.146,0.173,0.195,0.306,0.14,0.072,0.088,0.092,0.077,0.083,0.08,0.091,0.111,0.237,0.067,5.958,6.366,6.638,7.926,5.333,22.05.24 - 13:39
474,0.13,0.004,0.019999999999999997,19,26,0.057,0.086,0.131,0.278,0.05,0.057,0.075,0.082,0.062,0.05,0.0,0.012,0.056,0.222,0.0,3.961,4.289,5.232,7.039,3.783,22.05.24 - 13:39
475,0.15000000000000002,0.003,0.019999999999999997,21,53,0.037,0.043,0.061,0.186,0.033,0.027,0.033,0.041,0.044,0.033,0.011,0.012,0.024,0.148,0.0,4.28,4.369,4.671,6.224,4.517,22.05.24 - 13:40
476,0.18000000000000005,0.005,0.024999999999999998,22,56,0.07,0.063,0.074,0.179,0.05,0.048,0.041,0.047,0.05,0.033,0.022,0.022,0.027,0.132,0.017,4.842,4.709,4.895,6.211,4.317,22.05.24 - 13:41
477,0.18000000000000005,0.005,0.019999999999999997,19,21,0.073,0.075,0.09,0.224,0.083,0.073,0.074,0.08,0.067,0.083,0.0,0.002,0.015,0.161,0.0,3.94,4.028,4.469,6.223,4.1,22.05.24 - 13:41
478,0.13,0.003,0.015,17,32,0.103,0.121,0.175,0.334,0.074,0.093,0.091,0.08,0.06,0.067,0.016,0.039,0.107,0.283,0.017,4.342,4.944,6.043,7.853,3.883,22.05.24 - 13:42
479,0.15000000000000002,0.0035,0.015,16,33,0.13,0.124,0.192,0.351,0.124,0.099,0.083,0.07,0.053,0.1,0.037,0.048,0.131,0.305,0.033,4.811,5.419,6.591,8.29,4.6,22.05.24 - 13:43
480,0.17000000000000004,0.0035,0.01,18,-1,0.298,0.29,0.276,0.374,0.3,0.298,0.29,0.26,0.198,0.3,0.0,0.0,0.021,0.181,0.0,4.317,4.317,4.834,6.624,4.317,22.05.24 - 13:43
481,0.18000000000000005,0.0035,0.024999999999999998,17,25,0.059,0.075,0.117,0.253,0.05,0.059,0.073,0.088,0.071,0.05,0.0,0.003,0.033,0.187,0.0,3.831,3.921,4.62,6.461,3.733,22.05.24 - 13:44
482,0.16000000000000003,0.0045000000000000005,0.019999999999999997,22,28,0.018,0.026,0.067,0.183,0.017,0.014,0.021,0.051,0.051,0.017,0.003,0.005,0.017,0.136,0.0,3.841,3.997,4.509,5.989,3.767,22.05.24 - 13:45
483,0.14,0.004,0.01,20,-1,0.294,0.286,0.271,0.37,0.3,0.294,0.286,0.252,0.192,0.3,0.0,0.0,0.024,0.183,0.0,4.283,4.289,4.859,6.641,4.283,22.05.24 - 13:45
484,0.15000000000000002,0.0035,0.01,20,-1,0.3,0.294,0.282,0.369,0.3,0.3,0.294,0.274,0.212,0.3,0.0,0.0,0.011,0.161,0.0,4.333,4.333,4.62,6.371,4.333,22.05.24 - 13:46
485,0.16000000000000003,0.003,0.03,21,-1,0.322,0.347,0.362,0.418,0.28,0.137,0.151,0.161,0.138,0.133,0.204,0.223,0.229,0.306,0.167,8.701,8.684,8.746,9.347,8.6,22.05.24 - 13:47
486,0.18000000000000005,0.004,0.019999999999999997,18,25,0.084,0.09,0.113,0.246,0.083,0.081,0.088,0.096,0.079,0.083,0.003,0.004,0.021,0.172,0.0,4.078,4.162,4.686,6.476,4.1,22.05.24 - 13:47
487,0.17000000000000004,0.0045000000000000005,0.01,21,-1,0.283,0.28,0.264,0.333,0.283,0.283,0.28,0.263,0.209,0.283,0.0,0.0,0.003,0.128,0.0,4.383,4.379,4.51,6.018,4.383,22.05.24 - 13:48
488,0.14,0.003,0.024999999999999998,19,29,0.057,0.067,0.101,0.239,0.033,0.057,0.067,0.082,0.068,0.033,0.0,0.0,0.021,0.175,0.0,3.717,3.794,4.449,6.31,3.717,22.05.24 - 13:49
489,0.16000000000000003,0.0045000000000000005,0.019999999999999997,19,23,0.084,0.095,0.114,0.25,0.083,0.084,0.09,0.094,0.076,0.083,0.0,0.006,0.023,0.179,0.0,4.13,4.298,4.843,6.616,4.067,22.05.24 - 13:49
490,0.14,0.0035,0.019999999999999997,22,58,0.069,0.059,0.074,0.196,0.0,0.04,0.037,0.044,0.044,0.0,0.029,0.023,0.031,0.156,0.0,4.816,4.717,4.982,6.471,3.833,22.05.24 - 13:50
491,0.15000000000000002,0.004,0.015,19,23,0.083,0.083,0.097,0.24,0.1,0.082,0.081,0.077,0.061,0.1,0.001,0.002,0.024,0.183,0.0,3.802,3.931,4.567,6.42,3.817,22.05.24 - 13:51
492,0.13,0.0045000000000000005,0.03,16,36,0.007,0.044,0.142,0.335,0.0,0.0,0.006,0.006,0.004,0.0,0.007,0.038,0.137,0.331,0.0,3.986,4.839,6.225,8.212,3.767,22.05.24 - 13:51
493,0.14,0.0035,0.024999999999999998,22,-1,0.26,0.276,0.291,0.366,0.489,0.117,0.123,0.13,0.11,0.183,0.16,0.169,0.178,0.272,0.383,7.717,7.803,7.897,8.764,9.9,22.05.24 - 13:52
494,0.17000000000000004,0.004,0.015,20,-1,0.3,0.295,0.282,0.355,0.3,0.3,0.295,0.277,0.219,0.3,0.0,0.0,0.006,0.139,0.0,4.283,4.283,4.469,6.086,4.283,22.05.24 - 13:52
495,0.14,0.0035,0.024999999999999998,19,29,0.052,0.066,0.106,0.245,0.033,0.052,0.064,0.081,0.066,0.033,0.0,0.002,0.028,0.184,0.0,3.767,3.874,4.609,6.458,3.767,22.05.24 - 13:53
496,0.18000000000000005,0.004,0.03,16,28,0.017,0.041,0.089,0.251,0.017,0.017,0.038,0.054,0.042,0.017,0.0,0.003,0.039,0.213,0.0,3.767,3.951,4.809,6.784,3.767,22.05.24 - 13:53
497,0.17000000000000004,0.004,0.019999999999999997,19,22,0.057,0.061,0.078,0.213,0.067,0.057,0.061,0.07,0.062,0.067,0.0,0.0,0.01,0.156,0.0,3.871,3.913,4.353,6.12,4.0,22.05.24 - 13:54
498,0.14,0.003,0.019999999999999997,16,30,0.09,0.122,0.184,0.342,0.083,0.081,0.088,0.081,0.061,0.083,0.011,0.037,0.11,0.286,0.0,4.061,4.784,6.05,7.864,3.933,22.05.24 - 13:55
499,0.16000000000000003,0.0045000000000000005,0.03,18,26,0.017,0.039,0.083,0.233,0.017,0.017,0.037,0.056,0.045,0.017,0.0,0.002,0.03,0.191,0.0,3.783,3.882,4.594,6.499,3.783,22.05.24 - 13:55
500,0.17000000000000004,0.0045000000000000005,0.024999999999999998,17,31,0.03,0.063,0.116,0.267,0.017,0.03,0.054,0.067,0.051,0.017,0.0,0.009,0.055,0.221,0.0,3.887,4.129,5.096,6.941,3.783,22.05.24 - 13:56
501,0.15000000000000002,0.005,0.024999999999999998,15,43,0.041,0.113,0.219,0.398,0.017,0.006,0.003,0.002,0.002,0.0,0.036,0.11,0.217,0.396,0.017,5.324,6.131,7.369,9.119,4.3,22.05.24 - 13:56
502,0.17000000000000004,0.004,0.015,19,-1,0.296,0.289,0.274,0.357,0.3,0.296,0.289,0.27,0.207,0.3,0.0,0.0,0.006,0.153,0.0,4.333,4.337,4.643,6.332,4.333,22.05.24 - 13:57
503,0.18000000000000005,0.0045000000000000005,0.019999999999999997,18,23,0.083,0.083,0.104,0.243,0.083,0.079,0.08,0.087,0.07,0.083,0.004,0.004,0.021,0.177,0.0,4.201,4.251,4.807,6.59,4.033,22.05.24 - 13:58
504,0.15000000000000002,0.005,0.03,15,41,0.033,0.086,0.194,0.379,0.0,0.019,0.011,0.007,0.006,0.0,0.014,0.074,0.187,0.373,0.0,4.747,5.615,6.974,8.823,3.967,22.05.24 - 13:58
505,0.14,0.005,0.01,22,-1,0.258,0.243,0.227,0.322,0.267,0.258,0.243,0.22,0.168,0.267,0.0,0.001,0.01,0.157,0.0,4.4,4.411,4.743,6.412,4.4,22.05.24 - 13:59
506,0.17000000000000004,0.0045000000000000005,0.03,18,29,0.021,0.045,0.088,0.232,0.017,0.021,0.043,0.064,0.054,0.017,0.0,0.002,0.027,0.182,0.0,3.683,3.771,4.443,6.34,3.683,22.05.24 - 14:00
507,0.18000000000000005,0.0035,0.024999999999999998,16,27,0.06,0.081,0.13,0.277,0.05,0.059,0.071,0.081,0.062,0.05,0.001,0.01,0.054,0.219,0.0,3.706,4.041,5.018,6.882,3.683,22.05.24 - 14:00
508,0.17000000000000004,0.003,0.015,15,29,0.124,0.122,0.187,0.347,0.124,0.104,0.093,0.083,0.062,0.117,0.026,0.038,0.115,0.293,0.017,4.559,5.255,6.434,8.173,4.417,22.05.24 - 14:01
509,0.15000000000000002,0.0035,0.019999999999999997,21,56,0.08,0.067,0.08,0.2,0.033,0.052,0.044,0.051,0.048,0.017,0.029,0.023,0.031,0.157,0.017,4.947,4.853,5.083,6.552,4.833,22.05.24 - 14:01
510,0.15000000000000002,0.0045000000000000005,0.019999999999999997,16,39,0.059,0.104,0.188,0.353,0.033,0.039,0.044,0.033,0.024,0.033,0.024,0.068,0.162,0.334,0.0,4.591,5.494,6.756,8.467,3.95,22.05.24 - 14:02
511,0.17000000000000004,0.005,0.024999999999999998,22,57,0.105,0.115,0.123,0.228,0.04,0.054,0.058,0.06,0.059,0.017,0.053,0.061,0.066,0.174,0.033,5.412,5.48,5.65,6.938,4.567,22.05.24 - 14:03
