instance_id,Plasticity.lambda_plus,Plasticity.lambda_minus,Plasticity.lambda_h,Experiment.id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,0.02,0.0005,0.004,bss2-lambda,-1,0.233,0.403,0.536,0.652,0.167,0.0,0.0,0.0,0.0,0.0,0.233,0.403,0.536,0.652,0.167,8.693,9.613,10.809,11.857,7.667,19.04.24 - 00:47
1,0.02,0.0005,0.006,bss2-lambda,-1,0.167,0.267,0.458,0.593,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.267,0.458,0.593,0.167,6.813,8.213,9.996,11.247,5.5,19.04.24 - 00:48
2,0.02,0.0005,0.008,bss2-lambda,92,0.113,0.167,0.384,0.538,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.167,0.384,0.538,0.0,5.82,7.16,9.198,10.648,5.5,19.04.24 - 00:48
3,0.02,0.0005,0.01,bss2-lambda,82,0.047,0.107,0.322,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.107,0.322,0.492,0.0,5.28,6.49,8.591,10.193,3.667,19.04.24 - 00:49
4,0.02,0.0005,0.012,bss2-lambda,74,0.0,0.08,0.264,0.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.264,0.448,0.0,4.62,5.677,7.784,9.588,3.667,19.04.24 - 00:49
5,0.02,0.0005,0.014,bss2-lambda,68,0.0,0.06,0.222,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.222,0.417,0.0,4.107,5.287,7.222,9.167,3.667,19.04.24 - 00:50
6,0.02,0.0005,0.016,bss2-lambda,-1,0.253,0.19,0.284,0.46,0.167,0.253,0.147,0.098,0.073,0.167,0.0,0.043,0.187,0.387,0.0,3.5,4.74,6.66,8.715,3.5,19.04.24 - 00:50
7,0.02,0.0005,0.018000000000000002,bss2-lambda,-1,0.5,0.367,0.382,0.533,0.5,0.5,0.34,0.227,0.17,0.5,0.0,0.027,0.156,0.363,0.0,3.5,4.42,6.273,8.425,3.5,19.04.24 - 00:51
8,0.02,0.0005,0.02,bss2-lambda,-1,0.167,0.117,0.22,0.412,0.167,0.167,0.117,0.102,0.077,0.167,0.0,0.0,0.118,0.335,0.0,3.667,3.707,5.633,7.945,3.667,19.04.24 - 00:51
9,0.02,0.0005,0.022000000000000002,bss2-lambda,-1,0.5,0.483,0.42,0.562,0.5,0.5,0.48,0.32,0.24,0.5,0.0,0.003,0.1,0.322,0.0,3.5,3.9,5.489,7.837,3.5,19.04.24 - 00:52
10,0.02,0.0005,0.024,bss2-lambda,-1,0.5,0.497,0.451,0.582,0.5,0.5,0.497,0.367,0.275,0.5,0.0,0.0,0.084,0.307,0.0,3.82,3.94,5.353,7.705,3.5,19.04.24 - 00:53
11,0.02,0.001,0.004,bss2-lambda,-1,0.5,0.62,0.724,0.793,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.62,0.724,0.793,0.5,9.5,11.057,12.171,12.878,9.5,19.04.24 - 00:53
12,0.02,0.001,0.006,bss2-lambda,-1,0.313,0.497,0.638,0.728,0.167,0.0,0.0,0.0,0.0,0.0,0.313,0.497,0.638,0.728,0.167,9.2,10.427,11.711,12.533,7.5,19.04.24 - 00:54
13,0.02,0.001,0.008,bss2-lambda,-1,0.207,0.36,0.547,0.66,0.167,0.0,0.0,0.0,0.0,0.0,0.207,0.36,0.547,0.66,0.167,7.993,9.293,10.956,11.967,7.5,19.04.24 - 00:54
14,0.02,0.001,0.01,bss2-lambda,-1,0.167,0.263,0.482,0.612,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.263,0.482,0.612,0.167,6.62,7.993,10.089,11.317,5.5,19.04.24 - 00:55
15,0.02,0.001,0.012,bss2-lambda,97,0.147,0.193,0.409,0.557,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.193,0.409,0.557,0.0,5.98,7.193,9.273,10.705,5.5,19.04.24 - 00:55
16,0.02,0.001,0.014,bss2-lambda,87,0.08,0.143,0.353,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.143,0.353,0.515,0.0,5.5,6.757,8.796,10.347,5.5,19.04.24 - 00:56
17,0.02,0.001,0.016,bss2-lambda,79,0.027,0.097,0.293,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.097,0.293,0.47,0.0,4.913,5.987,8.049,9.787,3.667,19.04.24 - 00:56
18,0.02,0.001,0.018000000000000002,bss2-lambda,-1,0.113,0.13,0.276,0.457,0.167,0.113,0.057,0.038,0.028,0.167,0.0,0.073,0.238,0.428,0.0,4.327,5.437,7.327,9.245,3.667,19.04.24 - 00:57
19,0.02,0.001,0.02,bss2-lambda,-1,0.327,0.243,0.329,0.497,0.167,0.327,0.19,0.127,0.095,0.167,0.0,0.053,0.202,0.402,0.0,3.66,4.94,6.798,8.848,3.5,19.04.24 - 00:57
20,0.02,0.001,0.022000000000000002,bss2-lambda,-1,0.44,0.347,0.38,0.532,0.333,0.44,0.31,0.207,0.155,0.333,0.0,0.037,0.173,0.377,0.0,3.5,4.66,6.453,8.56,3.5,19.04.24 - 00:58
21,0.02,0.001,0.024,bss2-lambda,-1,0.46,0.413,0.407,0.552,0.333,0.46,0.39,0.26,0.195,0.333,0.0,0.023,0.147,0.357,0.0,3.5,4.34,6.093,8.29,3.5,19.04.24 - 00:59
22,0.02,0.0015,0.004,bss2-lambda,-1,0.787,0.84,0.893,0.92,0.5,0.0,0.0,0.0,0.0,0.0,0.787,0.84,0.893,0.92,0.5,12.973,13.507,14.004,14.253,9.5,19.04.24 - 00:59
23,0.02,0.0015,0.006,bss2-lambda,-1,0.567,0.73,0.82,0.865,0.333,0.0,0.0,0.0,0.0,0.0,0.567,0.73,0.82,0.865,0.333,10.373,12.207,13.138,13.603,9.5,19.04.24 - 00:59
24,0.02,0.0015,0.008,bss2-lambda,-1,0.387,0.597,0.727,0.795,0.333,0.0,0.0,0.0,0.0,0.0,0.387,0.597,0.727,0.795,0.333,9.5,11.287,12.484,13.113,9.5,19.04.24 - 01:00
25,0.02,0.0015,0.01,bss2-lambda,-1,0.333,0.493,0.653,0.74,0.333,0.0,0.0,0.0,0.0,0.0,0.333,0.493,0.653,0.74,0.333,8.86,10.227,11.738,12.553,7.5,19.04.24 - 01:00
26,0.02,0.0015,0.012,bss2-lambda,-1,0.24,0.37,0.567,0.675,0.167,0.0,0.0,0.0,0.0,0.0,0.24,0.37,0.567,0.675,0.167,8.06,9.257,11.051,12.038,7.5,19.04.24 - 01:01
27,0.02,0.0015,0.014,bss2-lambda,-1,0.167,0.27,0.491,0.618,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.27,0.491,0.618,0.167,6.7,8.06,10.164,11.373,5.5,19.04.24 - 01:01
28,0.02,0.0015,0.016,bss2-lambda,-1,0.167,0.213,0.422,0.567,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.213,0.422,0.567,0.167,6.14,7.35,9.338,10.753,5.5,19.04.24 - 01:02
29,0.02,0.0015,0.018000000000000002,bss2-lambda,93,0.12,0.17,0.369,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.17,0.369,0.527,0.0,5.5,6.83,8.798,10.348,5.5,19.04.24 - 01:02
30,0.02,0.0015,0.02,bss2-lambda,-1,0.147,0.167,0.347,0.51,0.167,0.087,0.043,0.029,0.022,0.167,0.06,0.123,0.318,0.488,0.0,5.207,6.287,8.269,9.952,3.667,19.04.24 - 01:03
31,0.02,0.0015,0.022000000000000002,bss2-lambda,-1,0.187,0.183,0.313,0.485,0.167,0.18,0.097,0.064,0.048,0.167,0.007,0.087,0.249,0.437,0.0,4.607,5.7,7.493,9.37,3.667,19.04.24 - 01:03
32,0.02,0.0015,0.024,bss2-lambda,-1,0.36,0.283,0.356,0.517,0.333,0.36,0.217,0.144,0.108,0.333,0.0,0.067,0.211,0.408,0.0,3.98,5.18,6.924,8.943,3.5,19.04.24 - 01:04
33,0.02,0.002,0.004,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:04
34,0.02,0.002,0.006,bss2-lambda,-1,0.933,0.967,0.978,0.983,0.667,0.0,0.0,0.0,0.0,0.0,0.933,0.967,0.978,0.983,0.667,14.4,14.7,14.8,14.85,12.0,19.04.24 - 01:05
35,0.02,0.002,0.008,bss2-lambda,-1,0.727,0.857,0.904,0.928,0.5,0.0,0.0,0.0,0.0,0.0,0.727,0.857,0.904,0.928,0.5,12.093,13.487,13.991,14.243,9.5,19.04.24 - 01:05
36,0.02,0.002,0.01,bss2-lambda,-1,0.48,0.713,0.809,0.857,0.333,0.0,0.0,0.0,0.0,0.0,0.48,0.713,0.809,0.857,0.333,9.74,12.127,13.084,13.563,9.5,19.04.24 - 01:06
37,0.02,0.002,0.012,bss2-lambda,-1,0.373,0.57,0.713,0.785,0.333,0.0,0.0,0.0,0.0,0.0,0.373,0.57,0.713,0.785,0.333,9.5,11.007,12.338,13.003,9.5,19.04.24 - 01:06
38,0.02,0.002,0.014,bss2-lambda,-1,0.333,0.483,0.651,0.738,0.333,0.0,0.0,0.0,0.0,0.0,0.333,0.483,0.651,0.738,0.333,8.86,10.057,11.664,12.498,7.5,19.04.24 - 01:06
39,0.02,0.002,0.016,bss2-lambda,-1,0.273,0.38,0.582,0.687,0.167,0.0,0.0,0.0,0.0,0.0,0.273,0.38,0.582,0.687,0.167,8.14,9.117,11.038,12.028,7.5,19.04.24 - 01:07
40,0.02,0.002,0.018000000000000002,bss2-lambda,-1,0.173,0.28,0.491,0.618,0.167,0.0,0.0,0.0,0.0,0.0,0.173,0.28,0.491,0.618,0.167,6.86,8.14,10.124,11.343,5.5,19.04.24 - 01:07
41,0.02,0.002,0.02,bss2-lambda,-1,0.167,0.237,0.438,0.578,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.237,0.438,0.578,0.167,6.3,7.54,9.458,10.843,5.5,19.04.24 - 01:08
42,0.02,0.002,0.022000000000000002,bss2-lambda,-1,0.173,0.21,0.396,0.547,0.167,0.02,0.01,0.007,0.005,0.167,0.153,0.2,0.389,0.542,0.0,5.74,7.02,8.871,10.403,5.5,19.04.24 - 01:08
43,0.02,0.002,0.024,bss2-lambda,-1,0.22,0.213,0.376,0.532,0.167,0.133,0.067,0.044,0.033,0.167,0.087,0.147,0.331,0.498,0.0,5.5,6.58,8.404,10.053,5.5,19.04.24 - 01:09
44,0.02,0.0025,0.004,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:09
45,0.02,0.0025,0.006,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:10
46,0.02,0.0025,0.008,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:10
47,0.02,0.0025,0.01,bss2-lambda,-1,0.973,0.987,0.991,0.993,0.667,0.0,0.0,0.0,0.0,0.0,0.973,0.987,0.991,0.993,0.667,14.733,14.867,14.911,14.933,11.5,19.04.24 - 01:11
48,0.02,0.0025,0.012,bss2-lambda,-1,0.64,0.82,0.88,0.91,0.5,0.0,0.0,0.0,0.0,0.0,0.64,0.82,0.88,0.91,0.5,11.073,13.037,13.691,14.018,9.5,19.04.24 - 01:11
49,0.02,0.0025,0.014,bss2-lambda,-1,0.48,0.69,0.793,0.845,0.333,0.0,0.0,0.0,0.0,0.0,0.48,0.69,0.793,0.845,0.333,9.5,11.717,12.811,13.358,9.5,19.04.24 - 01:11
50,0.02,0.0025,0.016,bss2-lambda,-1,0.393,0.56,0.707,0.78,0.333,0.0,0.0,0.0,0.0,0.0,0.393,0.56,0.707,0.78,0.333,9.5,10.757,12.171,12.878,9.5,19.04.24 - 01:12
51,0.02,0.0025,0.018000000000000002,bss2-lambda,-1,0.333,0.457,0.638,0.728,0.333,0.0,0.0,0.0,0.0,0.0,0.333,0.457,0.638,0.728,0.333,8.94,9.707,11.471,12.353,7.5,19.04.24 - 01:12
52,0.02,0.0025,0.02,bss2-lambda,-1,0.267,0.353,0.558,0.668,0.167,0.0,0.0,0.0,0.0,0.0,0.267,0.353,0.558,0.668,0.167,8.14,8.82,10.764,11.823,7.5,19.04.24 - 01:13
53,0.02,0.0025,0.022000000000000002,bss2-lambda,-1,0.187,0.293,0.491,0.618,0.167,0.0,0.0,0.0,0.0,0.0,0.187,0.293,0.491,0.618,0.167,6.94,8.22,10.071,11.303,5.5,19.04.24 - 01:13
54,0.02,0.0025,0.024,bss2-lambda,-1,0.167,0.25,0.436,0.577,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.25,0.436,0.577,0.167,6.38,7.62,9.378,10.783,5.5,19.04.24 - 01:14
55,0.02,0.003,0.004,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:14
56,0.02,0.003,0.006,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:15
57,0.02,0.003,0.008,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:15
58,0.02,0.003,0.01,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:15
59,0.02,0.003,0.012,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:16
60,0.02,0.003,0.014,bss2-lambda,-1,0.873,0.937,0.958,0.968,0.667,0.0,0.0,0.0,0.0,0.0,0.873,0.937,0.958,0.968,0.667,13.787,14.393,14.596,14.697,11.333,19.04.24 - 01:16
61,0.02,0.003,0.016,bss2-lambda,-1,0.7,0.85,0.9,0.925,0.667,0.0,0.0,0.0,0.0,0.0,0.7,0.85,0.9,0.925,0.667,12.127,13.563,14.042,14.282,11.333,19.04.24 - 01:17
62,0.02,0.003,0.018000000000000002,bss2-lambda,-1,0.62,0.747,0.831,0.873,0.667,0.0,0.0,0.0,0.0,0.0,0.62,0.747,0.831,0.873,0.667,11.92,12.85,13.567,13.925,11.333,19.04.24 - 01:17
63,0.02,0.003,0.02,bss2-lambda,-1,0.647,0.693,0.796,0.847,0.5,0.0,0.0,0.0,0.0,0.0,0.647,0.693,0.796,0.847,0.5,11.467,12.103,13.069,13.552,11.333,19.04.24 - 01:17
64,0.02,0.003,0.022000000000000002,bss2-lambda,-1,0.633,0.643,0.762,0.822,0.5,0.0,0.0,0.0,0.0,0.0,0.633,0.643,0.762,0.822,0.5,11.4,11.563,12.709,13.282,9.333,19.04.24 - 01:18
65,0.02,0.003,0.024,bss2-lambda,-1,0.613,0.603,0.72,0.79,0.667,0.0,0.0,0.0,0.0,0.0,0.613,0.603,0.72,0.79,0.667,11.247,11.283,12.387,13.04,11.333,19.04.24 - 01:18
66,0.02,0.0035,0.004,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:19
67,0.02,0.0035,0.006,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:19
68,0.02,0.0035,0.008,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:19
69,0.02,0.0035,0.01,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:20
70,0.02,0.0035,0.012,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:20
71,0.02,0.0035,0.014,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:21
72,0.02,0.0035,0.016,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:21
73,0.02,0.0035,0.018000000000000002,bss2-lambda,-1,0.813,0.907,0.938,0.953,0.667,0.0,0.0,0.0,0.0,0.0,0.813,0.907,0.938,0.953,0.667,13.553,14.277,14.518,14.638,13.167,19.04.24 - 01:21
74,0.02,0.0035,0.02,bss2-lambda,-1,0.707,0.833,0.889,0.917,0.667,0.0,0.0,0.0,0.0,0.0,0.707,0.833,0.889,0.917,0.667,12.667,13.63,14.087,14.315,13.167,19.04.24 - 01:22
75,0.02,0.0035,0.022000000000000002,bss2-lambda,-1,0.7,0.773,0.849,0.887,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.773,0.849,0.887,1.0,12.58,13.147,13.764,14.073,15.0,19.04.24 - 01:22
76,0.02,0.0035,0.024,bss2-lambda,-1,0.68,0.72,0.813,0.86,0.667,0.0,0.0,0.0,0.0,0.0,0.68,0.72,0.813,0.86,0.667,12.287,12.6,13.4,13.8,11.333,19.04.24 - 01:23
77,0.02,0.004,0.004,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:23
78,0.02,0.004,0.006,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:24
79,0.02,0.004,0.008,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:24
80,0.02,0.004,0.01,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:24
81,0.02,0.004,0.012,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:25
82,0.02,0.004,0.014,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:25
83,0.02,0.004,0.016,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:26
84,0.02,0.004,0.018000000000000002,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 01:26
85,0.02,0.004,0.02,bss2-lambda,-1,0.927,0.963,0.976,0.982,0.667,0.0,0.0,0.0,0.0,0.0,0.927,0.963,0.976,0.982,0.667,14.373,14.687,14.791,14.843,11.333,19.04.24 - 01:26
86,0.02,0.004,0.022000000000000002,bss2-lambda,-1,0.787,0.893,0.929,0.947,0.667,0.0,0.0,0.0,0.0,0.0,0.787,0.893,0.929,0.947,0.667,13.3,14.15,14.433,14.575,13.167,19.04.24 - 01:27
87,0.02,0.004,0.024,bss2-lambda,-1,0.727,0.817,0.878,0.908,0.667,0.0,0.0,0.0,0.0,0.0,0.727,0.817,0.878,0.908,0.667,13.313,13.803,14.202,14.402,13.167,19.04.24 - 01:27
88,0.03,0.0005,0.004,bss2-lambda,80,0.033,0.13,0.282,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.13,0.282,0.452,0.0,5.14,6.763,8.184,9.798,3.667,19.04.24 - 01:28
89,0.03,0.0005,0.006,bss2-lambda,73,0.0,0.09,0.238,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.238,0.415,0.0,4.473,5.987,7.562,9.302,3.667,19.04.24 - 01:28
90,0.03,0.0005,0.008,bss2-lambda,66,0.0,0.053,0.193,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.193,0.382,0.0,3.887,5.07,6.909,8.812,3.667,19.04.24 - 01:29
91,0.03,0.0005,0.01,bss2-lambda,60,0.0,0.033,0.158,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.158,0.355,0.0,3.667,4.557,6.387,8.42,3.667,19.04.24 - 01:29
92,0.03,0.0005,0.012,bss2-lambda,56,0.0,0.02,0.129,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.129,0.333,0.0,3.667,4.253,5.958,8.098,3.667,19.04.24 - 01:30
93,0.03,0.0005,0.014,bss2-lambda,-1,0.013,0.013,0.107,0.317,0.167,0.013,0.007,0.004,0.003,0.167,0.0,0.007,0.102,0.313,0.0,3.667,4.107,5.644,7.863,3.667,19.04.24 - 01:30
94,0.03,0.0005,0.016,bss2-lambda,-1,0.12,0.06,0.122,0.328,0.167,0.12,0.06,0.04,0.03,0.167,0.0,0.0,0.082,0.298,0.0,3.667,3.96,5.327,7.625,3.667,19.04.24 - 01:31
95,0.03,0.0005,0.018000000000000002,bss2-lambda,-1,0.167,0.093,0.136,0.338,0.167,0.167,0.093,0.08,0.06,0.167,0.0,0.0,0.056,0.278,0.0,3.667,3.667,4.796,7.227,3.667,19.04.24 - 01:32
96,0.03,0.0005,0.02,bss2-lambda,-1,0.167,0.13,0.129,0.332,0.167,0.167,0.13,0.087,0.065,0.167,0.0,0.0,0.042,0.267,0.0,3.613,3.683,4.778,7.192,3.667,19.04.24 - 01:32
97,0.03,0.0005,0.022000000000000002,bss2-lambda,-1,0.167,0.147,0.138,0.337,0.167,0.167,0.147,0.113,0.085,0.167,0.0,0.0,0.024,0.252,0.0,3.667,3.667,4.369,6.87,3.667,19.04.24 - 01:33
98,0.03,0.0005,0.024,bss2-lambda,-1,0.167,0.16,0.144,0.338,0.167,0.167,0.16,0.122,0.095,0.167,0.0,0.0,0.022,0.243,0.0,3.667,3.667,4.287,6.773,3.667,19.04.24 - 01:33
99,0.03,0.001,0.004,bss2-lambda,-1,0.167,0.31,0.424,0.568,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.31,0.424,0.568,0.167,7.607,8.517,9.589,10.942,7.5,19.04.24 - 01:34
100,0.03,0.001,0.006,bss2-lambda,96,0.14,0.22,0.364,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.22,0.364,0.52,0.0,6.387,7.54,8.884,10.383,5.5,19.04.24 - 01:34
101,0.03,0.001,0.008,bss2-lambda,84,0.06,0.123,0.3,0.472,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.123,0.3,0.472,0.0,5.353,6.607,8.229,9.892,3.667,19.04.24 - 01:35
102,0.03,0.001,0.01,bss2-lambda,75,0.0,0.083,0.247,0.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.247,0.428,0.0,4.62,5.633,7.52,9.33,3.667,19.04.24 - 01:36
103,0.03,0.001,0.012,bss2-lambda,68,0.0,0.06,0.2,0.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.2,0.393,0.0,4.033,5.087,6.891,8.858,3.667,19.04.24 - 01:36
104,0.03,0.001,0.014,bss2-lambda,63,0.0,0.043,0.167,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.167,0.368,0.0,3.667,4.667,6.449,8.527,3.667,19.04.24 - 01:37
105,0.03,0.001,0.016,bss2-lambda,58,0.0,0.027,0.133,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.133,0.343,0.0,3.667,4.327,5.984,8.178,3.667,19.04.24 - 01:37
106,0.03,0.001,0.018000000000000002,bss2-lambda,-1,0.013,0.007,0.111,0.323,0.167,0.013,0.007,0.004,0.003,0.167,0.0,0.0,0.107,0.32,0.0,3.667,3.667,5.447,7.745,3.667,19.04.24 - 01:38
107,0.03,0.001,0.02,bss2-lambda,-1,0.12,0.06,0.116,0.327,0.167,0.12,0.06,0.04,0.03,0.167,0.0,0.0,0.076,0.297,0.0,3.667,3.667,5.053,7.45,3.667,19.04.24 - 01:38
108,0.03,0.001,0.022000000000000002,bss2-lambda,-1,0.167,0.093,0.124,0.333,0.167,0.167,0.093,0.062,0.047,0.167,0.0,0.0,0.062,0.287,0.0,3.667,3.667,4.873,7.315,3.667,19.04.24 - 01:39
109,0.03,0.001,0.024,bss2-lambda,-1,0.167,0.14,0.144,0.347,0.167,0.167,0.14,0.093,0.07,0.167,0.0,0.0,0.051,0.277,0.0,3.667,3.777,4.867,7.288,3.667,19.04.24 - 01:40
110,0.03,0.0015,0.004,bss2-lambda,-1,0.46,0.493,0.578,0.683,0.333,0.0,0.0,0.0,0.0,0.0,0.46,0.493,0.578,0.683,0.333,9.06,9.487,10.564,11.673,7.667,19.04.24 - 01:40
111,0.03,0.0015,0.006,bss2-lambda,-1,0.207,0.347,0.493,0.62,0.167,0.0,0.0,0.0,0.0,0.0,0.207,0.347,0.493,0.62,0.167,8.04,8.77,10.204,11.403,7.5,19.04.24 - 01:40
112,0.03,0.0015,0.008,bss2-lambda,-1,0.167,0.257,0.424,0.568,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.257,0.424,0.568,0.167,6.46,7.79,9.411,10.808,5.5,19.04.24 - 01:41
113,0.03,0.0015,0.01,bss2-lambda,96,0.14,0.19,0.36,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.19,0.36,0.52,0.0,5.5,6.903,8.62,10.215,5.5,19.04.24 - 01:42
114,0.03,0.0015,0.012,bss2-lambda,86,0.073,0.133,0.296,0.472,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.133,0.296,0.472,0.0,5.427,6.307,8.056,9.792,3.667,19.04.24 - 01:42
